unique_member_code,last_name,full_name,first_name,date_of_death,membership_start_date,membership_end_date,constituency_name,constituency_code,dail_code,dail_term,dail_chamber_type,dail_number,party,party_code,party_start_date,party_end_date,committee_1_expiry_type,committee_1_status,committee_1_member_start_date,committee_1_member_end_date,committee_1_name_en,committee_1_name_start_date,committee_1_name_end_date,committee_1_start_date,committee_1_end_date,committee_1_type,committee_1_main_status,committee_2_expiry_type,committee_2_status,committee_2_member_start_date,committee_2_member_end_date,committee_2_name_en,committee_2_name_start_date,committee_2_name_end_date,committee_2_start_date,committee_2_end_date,committee_2_type,committee_2_main_status,committee_3_expiry_type,committee_3_status,committee_3_member_start_date,committee_3_member_end_date,committee_3_name_en,committee_3_name_start_date,committee_3_name_end_date,committee_3_start_date,committee_3_end_date,committee_3_type,committee_3_main_status,committee_1_role_title,committee_1_role_start_date,committee_1_role_end_date,committee_3_role_title,committee_3_role_start_date,committee_3_role_end_date,committee_4_expiry_type,committee_4_status,committee_4_member_start_date,committee_4_member_end_date,committee_4_name_en,committee_4_name_start_date,committee_4_name_end_date,committee_4_start_date,committee_4_end_date,committee_4_type,committee_4_main_status,office_1_name,office_1_start_date,office_1_end_date,committee_1_alt_name_en,committee_1_alt_name_start_date,committee_1_alt_name_end_date,committee_4_alt_name_en,committee_4_alt_name_start_date,committee_4_alt_name_end_date,committee_5_expiry_type,committee_5_status,committee_5_member_start_date,committee_5_member_end_date,committee_5_name_en,committee_5_name_start_date,committee_5_name_end_date,committee_5_start_date,committee_5_end_date,committee_5_type,committee_5_main_status,committee_6_expiry_type,committee_6_status,committee_6_member_start_date,committee_6_member_end_date,committee_6_name_en,committee_6_name_start_date,committee_6_name_end_date,committee_6_start_date,committee_6_end_date,committee_6_type,committee_6_main_status,committee_7_expiry_type,committee_7_status,committee_7_member_start_date,committee_7_member_end_date,committee_7_name_en,committee_7_name_start_date,committee_7_name_end_date,committee_7_start_date,committee_7_end_date,committee_7_type,committee_7_main_status,committee_8_expiry_type,committee_8_status,committee_8_member_start_date,committee_8_member_end_date,committee_8_name_en,committee_8_name_start_date,committee_8_name_end_date,committee_8_start_date,committee_8_end_date,committee_8_type,committee_8_main_status,committee_2_role_title,committee_2_role_start_date,committee_2_role_end_date,committee_4_role_title,committee_4_role_start_date,committee_4_role_end_date,committee_7_role_title,committee_7_role_start_date,committee_7_role_end_date,committee_9_expiry_type,committee_9_status,committee_9_member_start_date,committee_9_member_end_date,committee_9_name_en,committee_9_name_start_date,committee_9_name_end_date,committee_9_start_date,committee_9_end_date,committee_9_type,committee_9_main_status,committee_10_expiry_type,committee_10_status,committee_10_member_start_date,committee_10_member_end_date,committee_10_name_en,committee_10_name_start_date,committee_10_name_end_date,committee_10_start_date,committee_10_end_date,committee_10_type,committee_10_main_status,committee_10_role_title,office_2_name,office_2_start_date,office_2_end_date,committee_5_role_title,committee_5_role_start_date,committee_5_role_end_date,committee_6_role_title,committee_6_role_start_date,committee_6_role_end_date,office_3_name,office_3_start_date,office_3_end_date,office_4_name,office_4_start_date,office_4_end_date,committee_2_alt_name_en,committee_2_alt_name_start_date,committee_2_alt_name_end_date,committee_8_alt_name_en,committee_8_alt_name_start_date,committee_8_alt_name_end_date,committee_11_expiry_type,committee_11_status,committee_11_member_start_date,committee_11_member_end_date,committee_11_name_en,committee_11_name_start_date,committee_11_name_end_date,committee_11_start_date,committee_11_end_date,committee_11_type,committee_11_main_status,committee_11_role,committee_12_expiry_type,committee_12_status,committee_12_member_start_date,committee_12_member_end_date,committee_12_service_unit,committee_12_name_en,committee_12_name_start_date,committee_12_name_end_date,committee_12_start_date,committee_12_end_date,committee_12_type,committee_12_main_status,committee_12_role,committee_6_alt_name_en,committee_6_alt_name_start_date,committee_6_alt_name_end_date,committee_3_alt_name_en,committee_3_alt_name_start_date,committee_3_alt_name_end_date,office_5_start_date,office_5_end_date,office_5_name,office_6_start_date,office_6_end_date,office_6_name,party_1_name,party_1_code,party_1_start_date,party_1_end_date,party_2_name,party_2_code,party_2_start_date,party_2_end_date,committee_8_role_title,committee_8_role_start_date,committee_8_role_end_date,committee_12_role_title,committee_12_role_start_date,committee_12_role_end_date,ministerial_office,year_elected
Pearse-Doherty.S.2007-07-23,Doherty,Pearse Doherty,Pearse,,2024-11-29,,Donegal,Donegal,dail,34th Dáil,house,34,Sinn Féin,Sinn_Féin,2024-11-29,,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,"Joint Committee on Finance, Public Expenditure, Public Service Reform and Digitalisation, and Taoiseach",2025-05-01 00:00:00+00:00,,2025-05-07 00:00:00+00:00,,Shadow Department,Live,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,"Select Committee on Finance, Public Expenditure, Public Service Reform and Digitalisation, and Taoiseach",2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Shadow Department,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2007
Albert-Dolan.D.2024-11-29,Dolan,Albert Dolan,Albert,,2024-11-29,,Galway East,Galway-East,dail,34th Dáil,house,34,Fianna Fáil,Fianna_Fáil,2024-11-29,,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,"Joint Committee on Enterprise, Tourism and Employment",2025-05-01 00:00:00+00:00,,2025-05-13 00:00:00+00:00,,Shadow Department,Live,Standing,Live - Primary,2025-05-07 00:00:00+00:00,2026-04-16 00:00:00+00:00,Joint Committee on Public Petitions and the Ombudsmen,2025-01-29 00:00:00+00:00,,2025-02-12 00:00:00+00:00,,Oversight,Live,Sessional,Live - Primary,2026-01-28 00:00:00+00:00,,"Joint Committee on Justice, Home Affairs and Migration",2025-05-01 00:00:00+00:00,,2025-05-13 00:00:00+00:00,,Shadow Department,Live,,,,,,,Sessional,Live - Primary,2026-01-28 00:00:00+00:00,,"Select Committee on Justice, Home Affairs and Migration",2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Shadow Department,Live,,,,,,,,,,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,"Select Committee on Enterprise, Tourism and Employment",2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Shadow Department,Live,Standing,Live - Primary,2025-05-07 00:00:00+00:00,2026-04-16 00:00:00+00:00,Select Committee on Public Petitions and the Ombudsmen,2025-01-29 00:00:00+00:00,,2025-02-12 00:00:00+00:00,,Oversight,Live,Standing,Live - Primary,2025-05-07 00:00:00+00:00,,Committee of Public Accounts,2024-11-29 00:00:00+00:00,,2024-12-18 00:00:00+00:00,,Oversight,Live,,,,,,,,,,,,Leas-Chathaoirleach,2025-05-27 00:00:00+00:00,2026-04-16 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2024
Paul-Donnelly.D.2020-02-08,Donnelly,Paul Donnelly,Paul,,2024-11-29,,Dublin West,Dublin-West,dail,34th Dáil,house,34,Sinn Féin,Sinn_Féin,2024-11-29,,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,"Joint Committee on Enterprise, Tourism and Employment",2025-05-01 00:00:00+00:00,,2025-05-13 00:00:00+00:00,,Shadow Department,Live,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,"Select Committee on Enterprise, Tourism and Employment",2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Shadow Department,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2020
Paschal-Donohoe.S.2007-07-23,Donohoe,Paschal Donohoe,Paschal,,2024-11-29,2025-11-21,Dublin Central,Dublin-Central,dail,34th Dáil,house,34,Fine Gael,Fine_Gael,2024-11-29,2025-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minister for Finance,2025-01-23,2025-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2007
Timmy-Dooley.S.2002-09-12,Dooley,Timmy Dooley,Timmy,,2024-11-29,,Clare,Clare,dail,34th Dáil,house,34,Fianna Fáil,Fianna_Fáil,2024-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Minister of State at the Department of Agriculture, Food and the Marine and at the Department of the Environment, Climate and Communications",2025-02-25,2025-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Minister of State at the Department of Agriculture, Food and the Marine and at the Department of Climate, Energy and the Environment",2025-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2002
Dessie-Ellis.D.2011-03-09,Ellis,Dessie Ellis,Dessie,,2024-11-29,,Dublin North-West,Dublin-North-West,dail,34th Dáil,house,34,Sinn Féin,Sinn_Féin,2024-11-29,,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,Joint Committee on Key Issues Affecting the Traveller Community,2025-05-01 00:00:00+00:00,,2025-05-12 00:00:00+00:00,,Policy,Live,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,Select Committee on Key Issues Affecting the Traveller Community,2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Policy,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2011
Daniel-Ennis.D.2026-05-25,Ennis,Daniel Ennis,Daniel,,2026-05-25,,Dublin Central,Dublin-Central,dail,34th Dáil,house,34,Social Democrats,Social_Democrats,2026-05-25,,Sessional,Live - Primary,2026-07-01 00:00:00+00:00,,Joint Committee on Children and Equality,2025-05-01 00:00:00+00:00,,2025-05-13 00:00:00+00:00,,Shadow Department,Live,Sessional,Live - Primary,2026-07-01 00:00:00+00:00,,Select Committee on Children and Equality,2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Shadow Department,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joint Committee on Children and Equality,2025-05-01 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Select Committee on Children and Equality,2025-05-01 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2026
Mairéad-Farrell.D.2020-02-08,Farrell,Mairéad Farrell,Mairéad,,2024-11-29,,Galway West,Galway-West,dail,34th Dáil,house,34,Sinn Féin,Sinn_Féin,2024-11-29,,Standing,Live - Primary,2025-05-07 00:00:00+00:00,,Working Group of Committee Cathaoirligh,2025-01-29 00:00:00+00:00,,2025-02-12 00:00:00+00:00,,The Committee System and Parliamentary Administration,Live,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,"Joint Committee on Finance, Public Expenditure, Public Service Reform and Digitalisation, and Taoiseach",2025-05-01 00:00:00+00:00,,2025-05-07 00:00:00+00:00,,Shadow Department,Live,Standing,Live - Primary,2025-05-07 00:00:00+00:00,,Committee on Budgetary Oversight,2024-11-29 00:00:00+00:00,,2024-12-18 00:00:00+00:00,,Oversight,Live,,,,,,,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,"Select Committee on Finance, Public Expenditure, Public Service Reform and Digitalisation, and Taoiseach",2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Shadow Department,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cathaoirleach,2025-05-07 00:00:00+00:00,,Cathaoirleach,2025-05-07 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2020
Aidan-Farrelly.D.2024-11-29,Farrelly,Aidan Farrelly,Aidan,,2024-11-29,,Kildare North,Kildare-North,dail,34th Dáil,house,34,Social Democrats,Social_Democrats,2024-11-29,,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,2026-07-01 00:00:00+00:00,Joint Committee on Children and Equality,2025-05-01 00:00:00+00:00,,2025-05-13 00:00:00+00:00,,Shadow Department,Live,Standing,Live - Primary,2025-05-07 00:00:00+00:00,,Committee of Public Accounts,2024-11-29 00:00:00+00:00,,2024-12-18 00:00:00+00:00,,Oversight,Live,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,2026-07-01 00:00:00+00:00,Select Committee on Children and Equality,2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Shadow Department,Live,,,,,,,,,,,,,,,,,,,,,Joint Committee on Children and Equality,2025-05-01 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Select Committee on Children and Equality,2025-05-01 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,false,2024
Frank-Feighan.S.2002-09-12,Feighan,Frankie Feighan,Frankie,,2024-11-29,,Sligo-Leitrim,Sligo-Leitrim,dail,34th Dáil,house,34,Fine Gael,Fine_Gael,2024-11-29,,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,2025-11-18 00:00:00+00:00,"Joint Committee on Further and Higher Education, Research, Innovation and Science",2025-05-01 00:00:00+00:00,,2025-05-13 00:00:00+00:00,,Shadow Department,Live,Standing,Live - Primary,2025-05-21 00:00:00+00:00,2025-11-18 00:00:00+00:00,Joint Committee on Remit Oversight,2025-01-29 00:00:00+00:00,,2025-02-12 00:00:00+00:00,,Parliamentary Regulation and Reform,Live,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,2025-11-18 00:00:00+00:00,"Select Committee on Further and Higher Education, Research, Innovation and Science",2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Shadow Department,Live,,,,,,,Standing,Live - Primary,2025-01-24 00:00:00+00:00,2025-11-18 00:00:00+00:00,Committee on Standing Orders and Dáil Reform,2024-11-29 00:00:00+00:00,,2024-12-18 00:00:00+00:00,,Parliamentary Regulation and Reform,Live,"Minister of State at the Department of Public Expenditure, Infrastructure, Public Service Reform and Digitalisation",2025-11-19,,,,,,,,Standing,Live - Primary,2025-05-21 00:00:00+00:00,2025-11-18 00:00:00+00:00,Committee on Parliamentary Privileges and Oversight (Dáil Éireann),2024-11-29 00:00:00+00:00,,2024-12-18 00:00:00+00:00,,Parliamentary Regulation and Reform,Live,Standing,Live - Primary,2025-05-21 00:00:00+00:00,2025-11-18 00:00:00+00:00,Committee on Remit Oversight (Dáil Éireann),2025-01-29 00:00:00+00:00,,2024-12-18 00:00:00+00:00,,Parliamentary Regulation and Reform,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2002
Michael-Fitzmaurice.D.2014-10-10,Fitzmaurice,Michael Fitzmaurice,Michael,,2024-11-29,,Roscommon-Galway,Roscommon-Galway,dail,34th Dáil,house,34,Independent Ireland,Independent_Ireland,2024-11-29,,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,Joint Committee on Agriculture and Food,2025-05-01 00:00:00+00:00,,2025-05-07 00:00:00+00:00,,Shadow Department,Live,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,Select Committee on Agriculture and Food,2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Shadow Department,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2014
Seán-Fleming.D.1997-06-26,Fleming,Sean Fleming,Sean,,2024-11-29,,Laois,Laois,dail,34th Dáil,house,34,Fianna Fáil,Fianna_Fáil,2024-11-29,,Standing,Live - Primary,2025-02-19 00:00:00+00:00,,Working Group of Committee Cathaoirligh,2025-01-29 00:00:00+00:00,,2025-02-12 00:00:00+00:00,,The Committee System and Parliamentary Administration,Live,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,Joint Committee on Infrastructure and National Development Plan Delivery,2025-05-01 00:00:00+00:00,,2025-05-07 00:00:00+00:00,,Shadow Department,Live,Standing,Live - Primary,2025-05-13 00:00:00+00:00,,Committee of Selection (Dáil Éireann),2024-11-29 00:00:00+00:00,,2024-12-18 00:00:00+00:00,,Parliamentary Business and Committee Membership,Live,Cathaoirleach,2025-05-13 00:00:00+00:00,,,,,Standing,Live - Primary,2025-05-13 00:00:00+00:00,,Business Committee (Dáil Éireann),2024-11-29 00:00:00+00:00,,2024-12-18 00:00:00+00:00,,Parliamentary Business and Committee Membership,Live,,,,,,,,,,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,Select Committee on Infrastructure and National Development Plan Delivery,2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Shadow Department,Live,Standing transitional,Dissolved,2025-02-13 00:00:00+00:00,2025-05-07 00:00:00+00:00,Select Committee on Subsidiarity (European Union Legislative Scrutiny),2025-01-21 16:29:34.896666+00:00,,2025-01-23 00:00:00+00:00,2025-05-07 00:00:00+00:00,Shadow Department,Dissolved,Standing,Live - Primary,2025-05-07 00:00:00+00:00,,Committee on Budgetary Oversight,2024-11-29 00:00:00+00:00,,2024-12-18 00:00:00+00:00,,Oversight,Live,,,,,,,,,,,,Cathaoirleach,2025-05-07 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cathaoirleach,2025-05-07 00:00:00+00:00,,Cathaoirleach,2025-02-19 00:00:00+00:00,2025-05-07 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1997
Norma-Foley.D.2020-02-08,Foley,Norma Foley,Norma,,2024-11-29,,Kerry,Kerry,dail,34th Dáil,house,34,Fianna Fáil,Fianna_Fáil,2024-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Minister for Children, Equality, Disability, Integration and Youth",2025-01-23,2025-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Minister for Children, Disability and Equality",2025-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2020
Pat-the-Cope-Gallagher.D.1981-06-30,Gallagher,Pat the Cope Gallagher,Pat the Cope,,2024-11-29,,Donegal,Donegal,dail,34th Dáil,house,34,Fianna Fáil,Fianna_Fáil,2024-11-29,,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,Joint Committee on Fisheries and Maritime Affairs,2025-05-01 00:00:00+00:00,,2025-05-07 00:00:00+00:00,,Shadow Department,Live,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,"Joint Committee on Social Protection, Rural and Community Development",2025-05-01 00:00:00+00:00,,2025-05-13 00:00:00+00:00,,Shadow Department,Live,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,Select Committee on Fisheries and Maritime Affairs,2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Shadow Department,Live,Leas-Chathaoirleach,2025-05-20 00:00:00+00:00,,Leas-Chathaoirleach,2025-05-20 00:00:00+00:00,,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,"Select Committee on Social Protection, Rural and Community Development",2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Shadow Department,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1981
Gary-Gannon.D.2020-02-08,Gannon,Gary Gannon,Gary,,2024-11-29,,Dublin Central,Dublin-Central,dail,34th Dáil,house,34,Social Democrats,Social_Democrats,2024-11-29,,Special,Dissolved,2025-05-07 00:00:00+00:00,2026-06-24 00:00:00+00:00,Joint Committee on Drugs Use,2025-05-01 00:00:00+00:00,,2025-05-13 00:00:00+00:00,2026-06-24 00:00:00+00:00,Policy,Dissolved,Standing,Live - Primary,2025-05-07 00:00:00+00:00,2026-06-24 00:00:00+00:00,Working Group of Committee Cathaoirligh,2025-01-29 00:00:00+00:00,,2025-02-12 00:00:00+00:00,,The Committee System and Parliamentary Administration,Live,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,"Joint Committee on Justice, Home Affairs and Migration",2025-05-01 00:00:00+00:00,,2025-05-13 00:00:00+00:00,,Shadow Department,Live,Cathaoirleach,2025-05-07 00:00:00+00:00,2026-06-24 00:00:00+00:00,,,,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,"Select Committee on Justice, Home Affairs and Migration",2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Shadow Department,Live,,,,,,,,,,Special,Live - Primary,2025-05-07 00:00:00+00:00,2026-06-24 00:00:00+00:00,Select Committee on Drugs Use,2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Policy,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cathaoirleach,2025-05-07 00:00:00+00:00,2026-06-24 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2020
James-Geoghegan.D.2024-11-29,Geoghegan,James Geoghegan,James,,2024-11-29,,Dublin Bay South,Dublin-Bay-South,dail,34th Dáil,house,34,Fine Gael,Fine_Gael,2024-11-29,,Sessional,Live - Primary,2026-05-26 00:00:00+00:00,,"Joint Committee on Further and Higher Education, Research, Innovation and Science",2025-05-01 00:00:00+00:00,,2025-05-13 00:00:00+00:00,,Shadow Department,Live,Special,Live - Primary,2025-05-07 00:00:00+00:00,,Joint Committee on Artificial Intelligence,2025-05-01 00:00:00+00:00,,2025-05-12 00:00:00+00:00,,Policy,Live,Standing,Live - Primary,2025-05-07 00:00:00+00:00,,Committee of Public Accounts,2024-11-29 00:00:00+00:00,,2024-12-18 00:00:00+00:00,,Oversight,Live,,,,,,,Sessional,Live - Primary,2026-05-26 00:00:00+00:00,,"Select Committee on Further and Higher Education, Research, Innovation and Science",2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Shadow Department,Live,,,,,,,,,,Special,Live - Primary,2025-05-07 00:00:00+00:00,,Select Committee on Artificial Intelligence,2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Policy,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leas-Chathaoirleach,2025-06-10 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2024
Sinéad-Gibney.D.2024-11-29,Gibney,Sinéad Gibney,Sinéad,,2024-11-29,,Dublin Rathdown,Dublin-Rathdown,dail,34th Dáil,house,34,Social Democrats,Social_Democrats,2024-11-29,,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,"Joint Committee on Arts, Media, Communications, Culture and Sport",2025-05-01 00:00:00+00:00,,2025-05-07 00:00:00+00:00,,Shadow Department,Live,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,Joint Committee on the Implementation of the Good Friday Agreement ,2025-05-01 00:00:00+00:00,,2025-05-12 00:00:00+00:00,,Shadow Department,Live,Special,Live - Primary,2025-05-07 00:00:00+00:00,,Joint Committee on Artificial Intelligence,2025-05-01 00:00:00+00:00,,2025-05-12 00:00:00+00:00,,Policy,Live,,,,,,,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,"Select Committee on Arts, Media, Communications, Culture and Sport",2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Shadow Department,Live,,,,,,,,,,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,Select Committee on the Implementation of the Good Friday Agreement ,2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Shadow Department,Live,Special,Live - Primary,2025-05-07 00:00:00+00:00,,Select Committee on Artificial Intelligence,2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Policy,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2024
