local_authority,member,meeting_date,motion,vote,source_status,join_status
Cork City,Joe Kavanagh,24/06/2024,a vote was called for on the nomination to the Housing Strategic Policy Committee where there appeared as follows:- Comhairleoir T — Comhairleoir T. Shannon,for,text,resolved
Cork City,Margaret McDonnell,24/06/2024,a vote was called for on the nomination to the Housing Strategic Policy Committee where there appeared as follows:- Comhairleoir T — Comhairleoir T. Shannon,for,text,resolved
Cork City,O. Moran,24/06/2024,a vote was called for on the nomination to the Housing Strategic Policy Committee where there appeared as follows:- Comhairleoir T — Comhairleoir T. Shannon,for,text,printed_form
Cork City,Tony Fitzgerald,24/06/2024,a vote was called for on the nomination to the Housing Strategic Policy Committee where there appeared as follows:- Comhairleoir T — Comhairleoir T. Shannon,for,text,resolved
Cork City,Damian Boylan,24/06/2024,a vote was called for on the nomination to the Housing Strategic Policy Committee where there appeared as follows:- Comhairleoir T — Comhairleoir T. Shannon,for,text,resolved
Cork City,John Sheehan,24/06/2024,a vote was called for on the nomination to the Housing Strategic Policy Committee where there appeared as follows:- Comhairleoir T — Comhairleoir T. Shannon,for,text,resolved
Cork City,Terry Shannon,24/06/2024,a vote was called for on the nomination to the Housing Strategic Policy Committee where there appeared as follows:- Comhairleoir T — Comhairleoir T. Shannon,for,text,resolved
Cork City,Kieran McCarthy,24/06/2024,a vote was called for on the nomination to the Housing Strategic Policy Committee where there appeared as follows:- Comhairleoir T — Comhairleoir T. Shannon,for,text,resolved
Cork City,Mary Rose Desmond,24/06/2024,a vote was called for on the nomination to the Housing Strategic Policy Committee where there appeared as follows:- Comhairleoir T — Comhairleoir T. Shannon,for,text,resolved
Cork City,Des Cahill,24/06/2024,a vote was called for on the nomination to the Housing Strategic Policy Committee where there appeared as follows:- Comhairleoir T — Comhairleoir T. Shannon,for,text,resolved
Cork City,H. Kamegni,24/06/2024,a vote was called for on the nomination to the Housing Strategic Policy Committee where there appeared as follows:- Comhairleoir T — Comhairleoir T. Shannon,for,text,printed_form
Cork City,Peter Horgan,24/06/2024,a vote was called for on the nomination to the Housing Strategic Policy Committee where there appeared as follows:- Comhairleoir T — Comhairleoir T. Shannon,for,text,resolved
Cork City,Shane O'Callaghan,24/06/2024,a vote was called for on the nomination to the Housing Strategic Policy Committee where there appeared as follows:- Comhairleoir T — Comhairleoir T. Shannon,for,text,resolved
Cork City,Seán Martin,24/06/2024,a vote was called for on the nomination to the Housing Strategic Policy Committee where there appeared as follows:- Comhairleoir T — Comhairleoir T. Shannon,for,text,resolved
Cork City,D. Boyle,24/06/2024,a vote was called for on the nomination to the Housing Strategic Policy Committee where there appeared as follows:- Comhairleoir T — Comhairleoir T. Shannon,for,text,printed_form
Cork City,Fergal Dennehy,24/06/2024,a vote was called for on the nomination to the Housing Strategic Policy Committee where there appeared as follows:- Comhairleoir T — Comhairleoir T. Shannon,for,text,resolved
Cork City,Garret Kelleher,24/06/2024,a vote was called for on the nomination to the Housing Strategic Policy Committee where there appeared as follows:- Comhairleoir T — Comhairleoir T. Shannon,for,text,resolved
Cork City,Colm Kelleher,24/06/2024,a vote was called for on the nomination to the Housing Strategic Policy Committee where there appeared as follows:- Comhairleoir T — Comhairleoir T. Shannon,for,text,resolved
Cork City,Laura Harmon,24/06/2024,a vote was called for on the nomination to the Housing Strategic Policy Committee where there appeared as follows:- Comhairleoir T — Comhairleoir T. Shannon,for,text,resolved
Cork City,Terry Coleman,24/06/2024,a vote was called for on the nomination to the Housing Strategic Policy Committee where there appeared as follows:- Comhairleoir T — Comhairleoir T. Shannon,for,text,resolved
Cork City,Michelle Gould,24/06/2024,a vote was called for on the nomination to the Housing Strategic Policy Committee where there appeared as follows:- Comhairleoir T — Comhairleoir T. Shannon,against,text,resolved
Cork City,Kenneth Collins,24/06/2024,a vote was called for on the nomination to the Housing Strategic Policy Committee where there appeared as follows:- Comhairleoir T — Comhairleoir T. Shannon,against,text,resolved
Cork City,Fiona Kerins,24/06/2024,a vote was called for on the nomination to the Housing Strategic Policy Committee where there appeared as follows:- Comhairleoir T — Comhairleoir T. Shannon,against,text,resolved
Cork City,Joe Lynch,24/06/2024,a vote was called for on the nomination to the Housing Strategic Policy Committee where there appeared as follows:- Comhairleoir T — Comhairleoir T. Shannon,against,text,resolved
Cork City,Pádraig Rice,24/06/2024,a vote was called for on the nomination to the Housing Strategic Policy Committee where there appeared as follows:- Comhairleoir T — Comhairleoir T. Shannon,abstain,text,resolved
Cork City,Paudie Dineen,24/06/2024,a vote was called for on the nomination to the Housing Strategic Policy Committee where there appeared as follows:- Comhairleoir T — Comhairleoir T. Shannon,abstain,text,resolved
Cork City,Albert Deasy,24/06/2024,a vote was called for on the nomination to the Housing Strategic Policy Committee where there appeared as follows:- Comhairleoir T — Comhairleoir T. Shannon,abstain,text,resolved
Cork City,John Maher,24/06/2024,Comhairleoir J. Sheehan,for,text,resolved
Cork City,Joe Kavanagh,24/06/2024,Comhairleoir J. Sheehan,for,text,resolved
Cork City,Margaret McDonnell,24/06/2024,Comhairleoir J. Sheehan,for,text,resolved
Cork City,O. Moran,24/06/2024,Comhairleoir J. Sheehan,for,text,printed_form
Cork City,Tony Fitzgerald,24/06/2024,Comhairleoir J. Sheehan,for,text,resolved
Cork City,Damian Boylan,24/06/2024,Comhairleoir J. Sheehan,for,text,resolved
Cork City,John Sheehan,24/06/2024,Comhairleoir J. Sheehan,for,text,resolved
Cork City,Terry Shannon,24/06/2024,Comhairleoir J. Sheehan,for,text,resolved
Cork City,Kieran McCarthy,24/06/2024,Comhairleoir J. Sheehan,for,text,resolved
Cork City,Mary Rose Desmond,24/06/2024,Comhairleoir J. Sheehan,for,text,resolved
Cork City,Des Cahill,24/06/2024,Comhairleoir J. Sheehan,for,text,resolved
Cork City,H. Kamegni,24/06/2024,Comhairleoir J. Sheehan,for,text,printed_form
Cork City,Peter Horgan,24/06/2024,Comhairleoir J. Sheehan,for,text,resolved
Cork City,Shane O'Callaghan,24/06/2024,Comhairleoir J. Sheehan,for,text,resolved
Cork City,Seán Martin,24/06/2024,Comhairleoir J. Sheehan,for,text,resolved
Cork City,D. Boyle,24/06/2024,Comhairleoir J. Sheehan,for,text,printed_form
Cork City,Fergal Dennehy,24/06/2024,Comhairleoir J. Sheehan,for,text,resolved
Cork City,Garret Kelleher,24/06/2024,Comhairleoir J. Sheehan,for,text,resolved
Cork City,Colm Kelleher,24/06/2024,Comhairleoir J. Sheehan,for,text,resolved
Cork City,Laura Harmon,24/06/2024,Comhairleoir J. Sheehan,for,text,resolved
Cork City,Terry Coleman,24/06/2024,Comhairleoir J. Sheehan,for,text,resolved
Cork City,Ken O'Flynn,24/06/2024,Comhairleoir J. Sheehan,against,text,resolved
Cork City,Michelle Gould,24/06/2024,Comhairleoir J. Sheehan,against,text,resolved
Cork City,Kenneth Collins,24/06/2024,Comhairleoir J. Sheehan,against,text,resolved
Cork City,Fiona Kerins,24/06/2024,Comhairleoir J. Sheehan,against,text,resolved
Cork City,Joe Lynch,24/06/2024,Comhairleoir J. Sheehan,against,text,resolved
Cork City,Pádraig Rice,24/06/2024,Comhairleoir J. Sheehan,abstain,text,resolved
Cork City,Paudie Dineen,24/06/2024,Comhairleoir J. Sheehan,abstain,text,resolved
Cork City,Albert Deasy,24/06/2024,Comhairleoir J. Sheehan,abstain,text,resolved
Cork City,John Maher,24/06/2024,Comhairleoir T. Coleman,for,text,resolved
Cork City,Joe Kavanagh,24/06/2024,Comhairleoir T. Coleman,for,text,resolved
Cork City,Margaret McDonnell,24/06/2024,Comhairleoir T. Coleman,for,text,resolved
Cork City,O. Moran,24/06/2024,Comhairleoir T. Coleman,for,text,printed_form
Cork City,Tony Fitzgerald,24/06/2024,Comhairleoir T. Coleman,for,text,resolved
Cork City,Damian Boylan,24/06/2024,Comhairleoir T. Coleman,for,text,resolved
Cork City,John Sheehan,24/06/2024,Comhairleoir T. Coleman,for,text,resolved
Cork City,Terry Shannon,24/06/2024,Comhairleoir T. Coleman,for,text,resolved
Cork City,Kieran McCarthy,24/06/2024,Comhairleoir T. Coleman,for,text,resolved
Cork City,Mary Rose Desmond,24/06/2024,Comhairleoir T. Coleman,for,text,resolved
Cork City,Des Cahill,24/06/2024,Comhairleoir T. Coleman,for,text,resolved
Cork City,H. Kamegni,24/06/2024,Comhairleoir T. Coleman,for,text,printed_form
Cork City,Peter Horgan,24/06/2024,Comhairleoir T. Coleman,for,text,resolved
Cork City,Shane O'Callaghan,24/06/2024,Comhairleoir T. Coleman,for,text,resolved
Cork City,Seán Martin,24/06/2024,Comhairleoir T. Coleman,for,text,resolved
Cork City,D. Boyle,24/06/2024,Comhairleoir T. Coleman,for,text,printed_form
Cork City,Fergal Dennehy,24/06/2024,Comhairleoir T. Coleman,for,text,resolved
Cork City,Garret Kelleher,24/06/2024,Comhairleoir T. Coleman,for,text,resolved
Cork City,Colm Kelleher,24/06/2024,Comhairleoir T. Coleman,for,text,resolved
Cork City,Laura Harmon,24/06/2024,Comhairleoir T. Coleman,for,text,resolved
Cork City,Terry Coleman,24/06/2024,Comhairleoir T. Coleman,for,text,resolved
Cork City,Ken O'Flynn,24/06/2024,Comhairleoir T. Coleman,against,text,resolved
Cork City,Michelle Gould,24/06/2024,Comhairleoir T. Coleman,against,text,resolved
Cork City,Kenneth Collins,24/06/2024,Comhairleoir T. Coleman,against,text,resolved
Cork City,Fiona Kerins,24/06/2024,Comhairleoir T. Coleman,against,text,resolved
Cork City,Joe Lynch,24/06/2024,Comhairleoir T. Coleman,against,text,resolved
Cork City,Pádraig Rice,24/06/2024,Comhairleoir T. Coleman,abstain,text,resolved
Cork City,Paudie Dineen,24/06/2024,Comhairleoir T. Coleman,abstain,text,resolved
Cork City,Albert Deasy,24/06/2024,Comhairleoir T. Coleman,abstain,text,resolved
Cork City,Ken O'Flynn,24/06/2024,Comhairleoir K. McCarthy,for,text,resolved
Cork City,John Maher,24/06/2024,Comhairleoir K. McCarthy,for,text,resolved
Cork City,Joe Kavanagh,24/06/2024,Comhairleoir K. McCarthy,for,text,resolved
Cork City,Margaret McDonnell,24/06/2024,Comhairleoir K. McCarthy,for,text,resolved
Cork City,O. Moran,24/06/2024,Comhairleoir K. McCarthy,for,text,printed_form
Cork City,Tony Fitzgerald,24/06/2024,Comhairleoir K. McCarthy,for,text,resolved
Cork City,Damian Boylan,24/06/2024,Comhairleoir K. McCarthy,for,text,resolved
Cork City,John Sheehan,24/06/2024,Comhairleoir K. McCarthy,for,text,resolved
Cork City,Michelle Gould,24/06/2024,Comhairleoir K. McCarthy,for,text,resolved
Cork City,Kenneth Collins,24/06/2024,Comhairleoir K. McCarthy,for,text,resolved
Cork City,Terry Shannon,24/06/2024,Comhairleoir K. McCarthy,for,text,resolved
Cork City,Kieran McCarthy,24/06/2024,Comhairleoir K. McCarthy,for,text,resolved
Cork City,Mary Rose Desmond,24/06/2024,Comhairleoir K. McCarthy,for,text,resolved
Cork City,Des Cahill,24/06/2024,Comhairleoir K. McCarthy,for,text,resolved
Cork City,H. Kamegni,24/06/2024,Comhairleoir K. McCarthy,for,text,printed_form
Cork City,Peter Horgan,24/06/2024,Comhairleoir K. McCarthy,for,text,resolved
Cork City,Shane O'Callaghan,24/06/2024,Comhairleoir K. McCarthy,for,text,resolved
Cork City,Seán Martin,24/06/2024,Comhairleoir K. McCarthy,for,text,resolved
Cork City,Pádraig Rice,24/06/2024,Comhairleoir K. McCarthy,for,text,resolved
Cork City,Fiona Kerins,24/06/2024,Comhairleoir K. McCarthy,for,text,resolved
Cork City,Paudie Dineen,24/06/2024,Comhairleoir K. McCarthy,for,text,resolved
Cork City,D. Boyle,24/06/2024,Comhairleoir K. McCarthy,for,text,printed_form
Cork City,Fergal Dennehy,24/06/2024,Comhairleoir K. McCarthy,for,text,resolved
Cork City,Garret Kelleher,24/06/2024,Comhairleoir K. McCarthy,for,text,resolved
Cork City,Colm Kelleher,24/06/2024,Comhairleoir K. McCarthy,for,text,resolved
Cork City,Joe Lynch,24/06/2024,Comhairleoir K. McCarthy,for,text,resolved
Cork City,Laura Harmon,24/06/2024,Comhairleoir K. McCarthy,for,text,resolved
Cork City,Terry Coleman,24/06/2024,Comhairleoir K. McCarthy,for,text,resolved
Cork City,Albert Deasy,24/06/2024,Comhairleoir K. McCarthy,abstain,text,resolved
Cork City,Ken O'Flynn,24/06/2024,Comhairleoir D. Cahill (vote 1 of 3),for,text,resolved
Cork City,John Maher,24/06/2024,Comhairleoir D. Cahill (vote 1 of 3),for,text,resolved
Cork City,Joe Kavanagh,24/06/2024,Comhairleoir D. Cahill (vote 1 of 3),for,text,resolved
Cork City,Margaret McDonnell,24/06/2024,Comhairleoir D. Cahill (vote 1 of 3),for,text,resolved
Cork City,O. Moran,24/06/2024,Comhairleoir D. Cahill (vote 1 of 3),for,text,printed_form
Cork City,Tony Fitzgerald,24/06/2024,Comhairleoir D. Cahill (vote 1 of 3),for,text,resolved
Cork City,Damian Boylan,24/06/2024,Comhairleoir D. Cahill (vote 1 of 3),for,text,resolved
Cork City,John Sheehan,24/06/2024,Comhairleoir D. Cahill (vote 1 of 3),for,text,resolved
Cork City,Michelle Gould,24/06/2024,Comhairleoir D. Cahill (vote 1 of 3),for,text,resolved
Cork City,Kenneth Collins,24/06/2024,Comhairleoir D. Cahill (vote 1 of 3),for,text,resolved
Cork City,Terry Shannon,24/06/2024,Comhairleoir D. Cahill (vote 1 of 3),for,text,resolved
Cork City,Kieran McCarthy,24/06/2024,Comhairleoir D. Cahill (vote 1 of 3),for,text,resolved
Cork City,Mary Rose Desmond,24/06/2024,Comhairleoir D. Cahill (vote 1 of 3),for,text,resolved
Cork City,Des Cahill,24/06/2024,Comhairleoir D. Cahill (vote 1 of 3),for,text,resolved
Cork City,H. Kamegni,24/06/2024,Comhairleoir D. Cahill (vote 1 of 3),for,text,printed_form
Cork City,Peter Horgan,24/06/2024,Comhairleoir D. Cahill (vote 1 of 3),for,text,resolved
Cork City,Shane O'Callaghan,24/06/2024,Comhairleoir D. Cahill (vote 1 of 3),for,text,resolved
Cork City,Seán Martin,24/06/2024,Comhairleoir D. Cahill (vote 1 of 3),for,text,resolved
Cork City,Fiona Kerins,24/06/2024,Comhairleoir D. Cahill (vote 1 of 3),for,text,resolved
Cork City,D. Boyle,24/06/2024,Comhairleoir D. Cahill (vote 1 of 3),for,text,printed_form
Cork City,Fergal Dennehy,24/06/2024,Comhairleoir D. Cahill (vote 1 of 3),for,text,resolved
Cork City,Garret Kelleher,24/06/2024,Comhairleoir D. Cahill (vote 1 of 3),for,text,resolved
Cork City,Colm Kelleher,24/06/2024,Comhairleoir D. Cahill (vote 1 of 3),for,text,resolved
Cork City,Joe Lynch,24/06/2024,Comhairleoir D. Cahill (vote 1 of 3),for,text,resolved
Cork City,Laura Harmon,24/06/2024,Comhairleoir D. Cahill (vote 1 of 3),for,text,resolved
Cork City,Terry Coleman,24/06/2024,Comhairleoir D. Cahill (vote 1 of 3),for,text,resolved
Cork City,Pádraig Rice,24/06/2024,Comhairleoir D. Cahill (vote 1 of 3),abstain,text,resolved
Cork City,Paudie Dineen,24/06/2024,Comhairleoir D. Cahill (vote 1 of 3),abstain,text,resolved
Cork City,Albert Deasy,24/06/2024,Comhairleoir D. Cahill (vote 1 of 3),abstain,text,resolved
Cork City,John Maher,24/06/2024,Comhairleoir H. Kamegni (vote 1 of 2),for,text,resolved
Cork City,Joe Kavanagh,24/06/2024,Comhairleoir H. Kamegni (vote 1 of 2),for,text,resolved
Cork City,Margaret McDonnell,24/06/2024,Comhairleoir H. Kamegni (vote 1 of 2),for,text,resolved
Cork City,O. Moran,24/06/2024,Comhairleoir H. Kamegni (vote 1 of 2),for,text,printed_form
Cork City,Tony Fitzgerald,24/06/2024,Comhairleoir H. Kamegni (vote 1 of 2),for,text,resolved
Cork City,Damian Boylan,24/06/2024,Comhairleoir H. Kamegni (vote 1 of 2),for,text,resolved
Cork City,John Sheehan,24/06/2024,Comhairleoir H. Kamegni (vote 1 of 2),for,text,resolved
Cork City,Michelle Gould,24/06/2024,Comhairleoir H. Kamegni (vote 1 of 2),for,text,resolved
Cork City,Kenneth Collins,24/06/2024,Comhairleoir H. Kamegni (vote 1 of 2),for,text,resolved
Cork City,Terry Shannon,24/06/2024,Comhairleoir H. Kamegni (vote 1 of 2),for,text,resolved
Cork City,Kieran McCarthy,24/06/2024,Comhairleoir H. Kamegni (vote 1 of 2),for,text,resolved
Cork City,Mary Rose Desmond,24/06/2024,Comhairleoir H. Kamegni (vote 1 of 2),for,text,resolved
Cork City,Des Cahill,24/06/2024,Comhairleoir H. Kamegni (vote 1 of 2),for,text,resolved
Cork City,H. Kamegni,24/06/2024,Comhairleoir H. Kamegni (vote 1 of 2),for,text,printed_form
Cork City,Peter Horgan,24/06/2024,Comhairleoir H. Kamegni (vote 1 of 2),for,text,resolved
Cork City,Shane O'Callaghan,24/06/2024,Comhairleoir H. Kamegni (vote 1 of 2),for,text,resolved
Cork City,Seán Martin,24/06/2024,Comhairleoir H. Kamegni (vote 1 of 2),for,text,resolved
Cork City,Pádraig Rice,24/06/2024,Comhairleoir H. Kamegni (vote 1 of 2),for,text,resolved
Cork City,Fiona Kerins,24/06/2024,Comhairleoir H. Kamegni (vote 1 of 2),for,text,resolved
Cork City,D. Boyle,24/06/2024,Comhairleoir H. Kamegni (vote 1 of 2),for,text,printed_form
Cork City,Fergal Dennehy,24/06/2024,Comhairleoir H. Kamegni (vote 1 of 2),for,text,resolved
Cork City,Garret Kelleher,24/06/2024,Comhairleoir H. Kamegni (vote 1 of 2),for,text,resolved
Cork City,Colm Kelleher,24/06/2024,Comhairleoir H. Kamegni (vote 1 of 2),for,text,resolved
Cork City,Joe Lynch,24/06/2024,Comhairleoir H. Kamegni (vote 1 of 2),for,text,resolved
Cork City,Laura Harmon,24/06/2024,Comhairleoir H. Kamegni (vote 1 of 2),for,text,resolved
Cork City,Terry Coleman,24/06/2024,Comhairleoir H. Kamegni (vote 1 of 2),for,text,resolved
Cork City,Ken O'Flynn,24/06/2024,Comhairleoir H. Kamegni (vote 1 of 2),against,text,resolved
Cork City,Paudie Dineen,24/06/2024,Comhairleoir H. Kamegni (vote 1 of 2),abstain,text,resolved
Cork City,Albert Deasy,24/06/2024,Comhairleoir H. Kamegni (vote 1 of 2),abstain,text,resolved
Cork City,John Maher,24/06/2024,Comhairleoir L. Harmon,for,text,resolved
Cork City,Joe Kavanagh,24/06/2024,Comhairleoir L. Harmon,for,text,resolved
Cork City,Margaret McDonnell,24/06/2024,Comhairleoir L. Harmon,for,text,resolved
Cork City,O. Moran,24/06/2024,Comhairleoir L. Harmon,for,text,printed_form
Cork City,Tony Fitzgerald,24/06/2024,Comhairleoir L. Harmon,for,text,resolved
Cork City,Damian Boylan,24/06/2024,Comhairleoir L. Harmon,for,text,resolved
Cork City,John Sheehan,24/06/2024,Comhairleoir L. Harmon,for,text,resolved
Cork City,Michelle Gould,24/06/2024,Comhairleoir L. Harmon,for,text,resolved
Cork City,Kenneth Collins,24/06/2024,Comhairleoir L. Harmon,for,text,resolved
Cork City,Terry Shannon,24/06/2024,Comhairleoir L. Harmon,for,text,resolved
Cork City,Kieran McCarthy,24/06/2024,Comhairleoir L. Harmon,for,text,resolved
Cork City,Mary Rose Desmond,24/06/2024,Comhairleoir L. Harmon,for,text,resolved
Cork City,Des Cahill,24/06/2024,Comhairleoir L. Harmon,for,text,resolved
Cork City,H. Kamegni,24/06/2024,Comhairleoir L. Harmon,for,text,printed_form
Cork City,Peter Horgan,24/06/2024,Comhairleoir L. Harmon,for,text,resolved
Cork City,Shane O'Callaghan,24/06/2024,Comhairleoir L. Harmon,for,text,resolved
Cork City,Seán Martin,24/06/2024,Comhairleoir L. Harmon,for,text,resolved
Cork City,Pádraig Rice,24/06/2024,Comhairleoir L. Harmon,for,text,resolved
Cork City,Fiona Kerins,24/06/2024,Comhairleoir L. Harmon,for,text,resolved
Cork City,D. Boyle,24/06/2024,Comhairleoir L. Harmon,for,text,printed_form
Cork City,Fergal Dennehy,24/06/2024,Comhairleoir L. Harmon,for,text,resolved
Cork City,Garret Kelleher,24/06/2024,Comhairleoir L. Harmon,for,text,resolved
Cork City,Colm Kelleher,24/06/2024,Comhairleoir L. Harmon,for,text,resolved
Cork City,Joe Lynch,24/06/2024,Comhairleoir L. Harmon,for,text,resolved
Cork City,Laura Harmon,24/06/2024,Comhairleoir L. Harmon,for,text,resolved
Cork City,Terry Coleman,24/06/2024,Comhairleoir L. Harmon,for,text,resolved
Cork City,Ken O'Flynn,24/06/2024,Comhairleoir L. Harmon,against,text,resolved
Cork City,Paudie Dineen,24/06/2024,Comhairleoir L. Harmon,abstain,text,resolved
Cork City,Albert Deasy,24/06/2024,Comhairleoir L. Harmon,abstain,text,resolved
Cork City,Ken O'Flynn,24/06/2024,Comhairleoir F. Kerins (vote 1 of 3),for,text,resolved
Cork City,John Maher,24/06/2024,Comhairleoir F. Kerins (vote 1 of 3),for,text,resolved
Cork City,Joe Kavanagh,24/06/2024,Comhairleoir F. Kerins (vote 1 of 3),for,text,resolved
Cork City,Margaret McDonnell,24/06/2024,Comhairleoir F. Kerins (vote 1 of 3),for,text,resolved
Cork City,O. Moran,24/06/2024,Comhairleoir F. Kerins (vote 1 of 3),for,text,printed_form
Cork City,Tony Fitzgerald,24/06/2024,Comhairleoir F. Kerins (vote 1 of 3),for,text,resolved
Cork City,Damian Boylan,24/06/2024,Comhairleoir F. Kerins (vote 1 of 3),for,text,resolved
Cork City,John Sheehan,24/06/2024,Comhairleoir F. Kerins (vote 1 of 3),for,text,resolved
Cork City,Michelle Gould,24/06/2024,Comhairleoir F. Kerins (vote 1 of 3),for,text,resolved
Cork City,Kenneth Collins,24/06/2024,Comhairleoir F. Kerins (vote 1 of 3),for,text,resolved
Cork City,Terry Shannon,24/06/2024,Comhairleoir F. Kerins (vote 1 of 3),for,text,resolved
Cork City,Kieran McCarthy,24/06/2024,Comhairleoir F. Kerins (vote 1 of 3),for,text,resolved
Cork City,Mary Rose Desmond,24/06/2024,Comhairleoir F. Kerins (vote 1 of 3),for,text,resolved
Cork City,Des Cahill,24/06/2024,Comhairleoir F. Kerins (vote 1 of 3),for,text,resolved
Cork City,H. Kamegni,24/06/2024,Comhairleoir F. Kerins (vote 1 of 3),for,text,printed_form
Cork City,Peter Horgan,24/06/2024,Comhairleoir F. Kerins (vote 1 of 3),for,text,resolved
Cork City,Shane O'Callaghan,24/06/2024,Comhairleoir F. Kerins (vote 1 of 3),for,text,resolved
Cork City,Seán Martin,24/06/2024,Comhairleoir F. Kerins (vote 1 of 3),for,text,resolved
Cork City,Pádraig Rice,24/06/2024,Comhairleoir F. Kerins (vote 1 of 3),for,text,resolved
Cork City,Fiona Kerins,24/06/2024,Comhairleoir F. Kerins (vote 1 of 3),for,text,resolved
Cork City,Paudie Dineen,24/06/2024,Comhairleoir F. Kerins (vote 1 of 3),for,text,resolved
Cork City,D. Boyle,24/06/2024,Comhairleoir F. Kerins (vote 1 of 3),for,text,printed_form
Cork City,Fergal Dennehy,24/06/2024,Comhairleoir F. Kerins (vote 1 of 3),for,text,resolved
Cork City,Garret Kelleher,24/06/2024,Comhairleoir F. Kerins (vote 1 of 3),for,text,resolved
Cork City,Colm Kelleher,24/06/2024,Comhairleoir F. Kerins (vote 1 of 3),for,text,resolved
Cork City,Joe Lynch,24/06/2024,Comhairleoir F. Kerins (vote 1 of 3),for,text,resolved
Cork City,Laura Harmon,24/06/2024,Comhairleoir F. Kerins (vote 1 of 3),for,text,resolved
Cork City,Terry Coleman,24/06/2024,Comhairleoir F. Kerins (vote 1 of 3),for,text,resolved
Cork City,Albert Deasy,24/06/2024,Comhairleoir F. Kerins (vote 1 of 3),for,text,resolved
Cork City,Ken O'Flynn,24/06/2024,Comhairleoir A. Deasy (vote 1 of 2),for,text,resolved
Cork City,Paudie Dineen,24/06/2024,Comhairleoir A. Deasy (vote 1 of 2),for,text,resolved
Cork City,Albert Deasy,24/06/2024,Comhairleoir A. Deasy (vote 1 of 2),for,text,resolved
Cork City,Joe Kavanagh,24/06/2024,Comhairleoir A. Deasy (vote 1 of 2),against,text,resolved
Cork City,Margaret McDonnell,24/06/2024,Comhairleoir A. Deasy (vote 1 of 2),against,text,resolved
Cork City,O. Moran,24/06/2024,Comhairleoir A. Deasy (vote 1 of 2),against,text,printed_form
Cork City,Tony Fitzgerald,24/06/2024,Comhairleoir A. Deasy (vote 1 of 2),against,text,resolved
Cork City,Damian Boylan,24/06/2024,Comhairleoir A. Deasy (vote 1 of 2),against,text,resolved
Cork City,John Sheehan,24/06/2024,Comhairleoir A. Deasy (vote 1 of 2),against,text,resolved
Cork City,Michelle Gould,24/06/2024,Comhairleoir A. Deasy (vote 1 of 2),against,text,resolved
Cork City,Kenneth Collins,24/06/2024,Comhairleoir A. Deasy (vote 1 of 2),against,text,resolved
Cork City,Terry Shannon,24/06/2024,Comhairleoir A. Deasy (vote 1 of 2),against,text,resolved
Cork City,Mary Rose Desmond,24/06/2024,Comhairleoir A. Deasy (vote 1 of 2),against,text,resolved
Cork City,Des Cahill,24/06/2024,Comhairleoir A. Deasy (vote 1 of 2),against,text,resolved
Cork City,Kamegni,24/06/2024,Comhairleoir A. Deasy (vote 1 of 2),against,text,printed_form
Cork City,Shane O'Callaghan,24/06/2024,Comhairleoir A. Deasy (vote 1 of 2),against,text,resolved
Cork City,Seán Martin,24/06/2024,Comhairleoir A. Deasy (vote 1 of 2),against,text,resolved
Cork City,Fiona Kerins,24/06/2024,Comhairleoir A. Deasy (vote 1 of 2),against,text,resolved
Cork City,Fergal Dennehy,24/06/2024,Comhairleoir A. Deasy (vote 1 of 2),against,text,resolved
Cork City,Garret Kelleher,24/06/2024,Comhairleoir A. Deasy (vote 1 of 2),against,text,resolved
Cork City,Colm Kelleher,24/06/2024,Comhairleoir A. Deasy (vote 1 of 2),against,text,resolved
Cork City,Joe Lynch,24/06/2024,Comhairleoir A. Deasy (vote 1 of 2),against,text,resolved
Cork City,Terry Coleman,24/06/2024,Comhairleoir A. Deasy (vote 1 of 2),against,text,resolved
Cork City,John Maher,24/06/2024,Comhairleoir A. Deasy (vote 1 of 2),abstain,text,resolved
Cork City,Kieran McCarthy,24/06/2024,Comhairleoir A. Deasy (vote 1 of 2),abstain,text,resolved
Cork City,Peter Horgan,24/06/2024,Comhairleoir A. Deasy (vote 1 of 2),abstain,text,resolved
Cork City,Pádraig Rice,24/06/2024,Comhairleoir A. Deasy (vote 1 of 2),abstain,text,resolved
Cork City,D. Boyle,24/06/2024,Comhairleoir A. Deasy (vote 1 of 2),abstain,text,printed_form
Cork City,Laura Harmon,24/06/2024,Comhairleoir A. Deasy (vote 1 of 2),abstain,text,resolved
Cork City,John Maher,24/06/2024,a vote was called for on the nomination to the Southern Regional Assembly where there appeared as follows:- Comhairleoir T — Comhairleoir T. Shannon,for,text,resolved
Cork City,Joe Kavanagh,24/06/2024,a vote was called for on the nomination to the Southern Regional Assembly where there appeared as follows:- Comhairleoir T — Comhairleoir T. Shannon,for,text,resolved
Cork City,Margaret McDonnell,24/06/2024,a vote was called for on the nomination to the Southern Regional Assembly where there appeared as follows:- Comhairleoir T — Comhairleoir T. Shannon,for,text,resolved
Cork City,O. Moran,24/06/2024,a vote was called for on the nomination to the Southern Regional Assembly where there appeared as follows:- Comhairleoir T — Comhairleoir T. Shannon,for,text,printed_form
Cork City,Tony Fitzgerald,24/06/2024,a vote was called for on the nomination to the Southern Regional Assembly where there appeared as follows:- Comhairleoir T — Comhairleoir T. Shannon,for,text,resolved
Cork City,Damian Boylan,24/06/2024,a vote was called for on the nomination to the Southern Regional Assembly where there appeared as follows:- Comhairleoir T — Comhairleoir T. Shannon,for,text,resolved
