local_authority,member,meeting_date,motion,vote,source_status,join_status
Cork City,Margaret McDonnell,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 57 on Appendix 1, Long-Term Vacancy of Council Homes, at the end of the meeting, where there appeared as follows:-",for,text,resolved
Cork City,Ted Tynan,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 57 on Appendix 1, Long-Term Vacancy of Council Homes, at the end of the meeting, where there appeared as follows:-",for,text,resolved
Cork City,O. Moran,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 57 on Appendix 1, Long-Term Vacancy of Council Homes, at the end of the meeting, where there appeared as follows:-",for,text,printed_form
Cork City,Damian Boylan,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 57 on Appendix 1, Long-Term Vacancy of Council Homes, at the end of the meeting, where there appeared as follows:-",for,text,resolved
Cork City,John Sheehan,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 57 on Appendix 1, Long-Term Vacancy of Council Homes, at the end of the meeting, where there appeared as follows:-",for,text,resolved
Cork City,Michelle Gould,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 57 on Appendix 1, Long-Term Vacancy of Council Homes, at the end of the meeting, where there appeared as follows:-",for,text,resolved
Cork City,Kenneth Collins,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 57 on Appendix 1, Long-Term Vacancy of Council Homes, at the end of the meeting, where there appeared as follows:-",for,text,resolved
Cork City,Brian McCarthy,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 57 on Appendix 1, Long-Term Vacancy of Council Homes, at the end of the meeting, where there appeared as follows:-",for,text,resolved
Cork City,Kieran McCarthy,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 57 on Appendix 1, Long-Term Vacancy of Council Homes, at the end of the meeting, where there appeared as follows:-",for,text,resolved
Cork City,H. Kamegni,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 57 on Appendix 1, Long-Term Vacancy of Council Homes, at the end of the meeting, where there appeared as follows:-",for,text,printed_form
Cork City,Peter Horgan,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 57 on Appendix 1, Long-Term Vacancy of Council Homes, at the end of the meeting, where there appeared as follows:-",for,text,resolved
Cork City,Fiona Kerins,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 57 on Appendix 1, Long-Term Vacancy of Council Homes, at the end of the meeting, where there appeared as follows:-",for,text,resolved
Cork City,Paudie Dineen,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 57 on Appendix 1, Long-Term Vacancy of Council Homes, at the end of the meeting, where there appeared as follows:-",for,text,resolved
Cork City,N. O’Connor,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 57 on Appendix 1, Long-Term Vacancy of Council Homes, at the end of the meeting, where there appeared as follows:-",for,text,printed_form
Cork City,Colm Kelleher,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 57 on Appendix 1, Long-Term Vacancy of Council Homes, at the end of the meeting, where there appeared as follows:-",for,text,resolved
Cork City,Joe Lynch,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 57 on Appendix 1, Long-Term Vacancy of Council Homes, at the end of the meeting, where there appeared as follows:-",for,text,resolved
Cork City,Terry Coleman,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 57 on Appendix 1, Long-Term Vacancy of Council Homes, at the end of the meeting, where there appeared as follows:-",for,text,resolved
Cork City,G. O’Brien,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 57 on Appendix 1, Long-Term Vacancy of Council Homes, at the end of the meeting, where there appeared as follows:-",for,text,printed_form
Cork City,C. O’Connor,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 57 on Appendix 1, Long-Term Vacancy of Council Homes, at the end of the meeting, where there appeared as follows:-",for,text,printed_form
Cork City,Joe Kavanagh,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 57 on Appendix 1, Long-Term Vacancy of Council Homes, at the end of the meeting, where there appeared as follows:-",against,text,resolved
Cork City,N. O’Flynn,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 57 on Appendix 1, Long-Term Vacancy of Council Homes, at the end of the meeting, where there appeared as follows:-",against,text,printed_form
Cork City,Tony Fitzgerald,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 57 on Appendix 1, Long-Term Vacancy of Council Homes, at the end of the meeting, where there appeared as follows:-",against,text,resolved
Cork City,Mary Rose Desmond,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 57 on Appendix 1, Long-Term Vacancy of Council Homes, at the end of the meeting, where there appeared as follows:-",against,text,resolved
Cork City,Des Cahill,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 57 on Appendix 1, Long-Term Vacancy of Council Homes, at the end of the meeting, where there appeared as follows:-",against,text,resolved
Cork City,Seán Martin,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 57 on Appendix 1, Long-Term Vacancy of Council Homes, at the end of the meeting, where there appeared as follows:-",against,text,resolved
Cork City,D. Boyle,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 57 on Appendix 1, Long-Term Vacancy of Council Homes, at the end of the meeting, where there appeared as follows:-",against,text,printed_form
Cork City,Fergal Dennehy,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 57 on Appendix 1, Long-Term Vacancy of Council Homes, at the end of the meeting, where there appeared as follows:-",against,text,resolved
Cork City,Albert Deasy,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 57 on Appendix 1, Long-Term Vacancy of Council Homes, at the end of the meeting, where there appeared as follows:-",against,text,resolved
Cork City,John Maher,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 47 on Appendix 1, Derelict Buildings on North Main Street, at the end of the meeting, where there appeared as follows:-",for,text,resolved
Cork City,Ted Tynan,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 47 on Appendix 1, Derelict Buildings on North Main Street, at the end of the meeting, where there appeared as follows:-",for,text,resolved
Cork City,O. Moran,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 47 on Appendix 1, Derelict Buildings on North Main Street, at the end of the meeting, where there appeared as follows:-",for,text,printed_form
Cork City,Michelle Gould,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 47 on Appendix 1, Derelict Buildings on North Main Street, at the end of the meeting, where there appeared as follows:-",for,text,resolved
Cork City,Kenneth Collins,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 47 on Appendix 1, Derelict Buildings on North Main Street, at the end of the meeting, where there appeared as follows:-",for,text,resolved
Cork City,Brian McCarthy,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 47 on Appendix 1, Derelict Buildings on North Main Street, at the end of the meeting, where there appeared as follows:-",for,text,resolved
Cork City,Kieran McCarthy,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 47 on Appendix 1, Derelict Buildings on North Main Street, at the end of the meeting, where there appeared as follows:-",for,text,resolved
Cork City,Des Cahill,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 47 on Appendix 1, Derelict Buildings on North Main Street, at the end of the meeting, where there appeared as follows:-",for,text,resolved
Cork City,H. Kamegni,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 47 on Appendix 1, Derelict Buildings on North Main Street, at the end of the meeting, where there appeared as follows:-",for,text,printed_form
Cork City,Peter Horgan,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 47 on Appendix 1, Derelict Buildings on North Main Street, at the end of the meeting, where there appeared as follows:-",for,text,resolved
Cork City,Fiona Kerins,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 47 on Appendix 1, Derelict Buildings on North Main Street, at the end of the meeting, where there appeared as follows:-",for,text,resolved
Cork City,N. O’Connor,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 47 on Appendix 1, Derelict Buildings on North Main Street, at the end of the meeting, where there appeared as follows:-",for,text,printed_form
Cork City,Joe Lynch,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 47 on Appendix 1, Derelict Buildings on North Main Street, at the end of the meeting, where there appeared as follows:-",for,text,resolved
Cork City,G. O’Brien,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 47 on Appendix 1, Derelict Buildings on North Main Street, at the end of the meeting, where there appeared as follows:-",for,text,printed_form
Cork City,C. O’Connor,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 47 on Appendix 1, Derelict Buildings on North Main Street, at the end of the meeting, where there appeared as follows:-",for,text,printed_form
Cork City,Joe Kavanagh,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 47 on Appendix 1, Derelict Buildings on North Main Street, at the end of the meeting, where there appeared as follows:-",against,text,resolved
Cork City,Margaret McDonnell,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 47 on Appendix 1, Derelict Buildings on North Main Street, at the end of the meeting, where there appeared as follows:-",against,text,resolved
Cork City,N. O’Flynn,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 47 on Appendix 1, Derelict Buildings on North Main Street, at the end of the meeting, where there appeared as follows:-",against,text,printed_form
Cork City,Tony Fitzgerald,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 47 on Appendix 1, Derelict Buildings on North Main Street, at the end of the meeting, where there appeared as follows:-",against,text,resolved
Cork City,Damian Boylan,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 47 on Appendix 1, Derelict Buildings on North Main Street, at the end of the meeting, where there appeared as follows:-",against,text,resolved
Cork City,John Sheehan,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 47 on Appendix 1, Derelict Buildings on North Main Street, at the end of the meeting, where there appeared as follows:-",against,text,resolved
Cork City,Mary Rose Desmond,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 47 on Appendix 1, Derelict Buildings on North Main Street, at the end of the meeting, where there appeared as follows:-",against,text,resolved
Cork City,Seán Martin,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 47 on Appendix 1, Derelict Buildings on North Main Street, at the end of the meeting, where there appeared as follows:-",against,text,resolved
Cork City,Paudie Dineen,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 47 on Appendix 1, Derelict Buildings on North Main Street, at the end of the meeting, where there appeared as follows:-",against,text,resolved
Cork City,D. Boyle,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 47 on Appendix 1, Derelict Buildings on North Main Street, at the end of the meeting, where there appeared as follows:-",against,text,printed_form
Cork City,Fergal Dennehy,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 47 on Appendix 1, Derelict Buildings on North Main Street, at the end of the meeting, where there appeared as follows:-",against,text,resolved
Cork City,Colm Kelleher,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 47 on Appendix 1, Derelict Buildings on North Main Street, at the end of the meeting, where there appeared as follows:-",against,text,resolved
Cork City,Albert Deasy,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 47 on Appendix 1, Derelict Buildings on North Main Street, at the end of the meeting, where there appeared as follows:-",against,text,resolved
Cork City,Terry Coleman,09/06/2025,"a vote was called for on the suspension of standing orders to discuss motion 47 on Appendix 1, Derelict Buildings on North Main Street, at the end of the meeting, where there appeared as follows:-",against,text,resolved
Cork City,John Maher,09/06/2025,"a vote was called for on the approval of the proposed residential development at Innishmore, where there appeared as follows:-",for,text,resolved
Cork City,Joe Kavanagh,09/06/2025,"a vote was called for on the approval of the proposed residential development at Innishmore, where there appeared as follows:-",for,text,resolved
Cork City,Margaret McDonnell,09/06/2025,"a vote was called for on the approval of the proposed residential development at Innishmore, where there appeared as follows:-",for,text,resolved
Cork City,Ted Tynan,09/06/2025,"a vote was called for on the approval of the proposed residential development at Innishmore, where there appeared as follows:-",for,text,resolved
Cork City,O. Moran,09/06/2025,"a vote was called for on the approval of the proposed residential development at Innishmore, where there appeared as follows:-",for,text,printed_form
Cork City,Tony Fitzgerald,09/06/2025,"a vote was called for on the approval of the proposed residential development at Innishmore, where there appeared as follows:-",for,text,resolved
Cork City,Damian Boylan,09/06/2025,"a vote was called for on the approval of the proposed residential development at Innishmore, where there appeared as follows:-",for,text,resolved
Cork City,John Sheehan,09/06/2025,"a vote was called for on the approval of the proposed residential development at Innishmore, where there appeared as follows:-",for,text,resolved
Cork City,Michelle Gould,09/06/2025,"a vote was called for on the approval of the proposed residential development at Innishmore, where there appeared as follows:-",for,text,resolved
Cork City,Kenneth Collins,09/06/2025,"a vote was called for on the approval of the proposed residential development at Innishmore, where there appeared as follows:-",for,text,resolved
Cork City,Brian McCarthy,09/06/2025,"a vote was called for on the approval of the proposed residential development at Innishmore, where there appeared as follows:-",for,text,resolved
Cork City,Des Cahill,09/06/2025,"a vote was called for on the approval of the proposed residential development at Innishmore, where there appeared as follows:-",for,text,resolved
Cork City,H. Kamegni,09/06/2025,"a vote was called for on the approval of the proposed residential development at Innishmore, where there appeared as follows:-",for,text,printed_form
Cork City,Peter Horgan,09/06/2025,"a vote was called for on the approval of the proposed residential development at Innishmore, where there appeared as follows:-",for,text,resolved
Cork City,Seán Martin,09/06/2025,"a vote was called for on the approval of the proposed residential development at Innishmore, where there appeared as follows:-",for,text,resolved
Cork City,Fiona Kerins,09/06/2025,"a vote was called for on the approval of the proposed residential development at Innishmore, where there appeared as follows:-",for,text,resolved
Cork City,Paudie Dineen,09/06/2025,"a vote was called for on the approval of the proposed residential development at Innishmore, where there appeared as follows:-",for,text,resolved
Cork City,D. Boyle,09/06/2025,"a vote was called for on the approval of the proposed residential development at Innishmore, where there appeared as follows:-",for,text,printed_form
Cork City,N. O’Connor,09/06/2025,"a vote was called for on the approval of the proposed residential development at Innishmore, where there appeared as follows:-",for,text,printed_form
Cork City,Fergal Dennehy,09/06/2025,"a vote was called for on the approval of the proposed residential development at Innishmore, where there appeared as follows:-",for,text,resolved
Cork City,Colm Kelleher,09/06/2025,"a vote was called for on the approval of the proposed residential development at Innishmore, where there appeared as follows:-",for,text,resolved
Cork City,Joe Lynch,09/06/2025,"a vote was called for on the approval of the proposed residential development at Innishmore, where there appeared as follows:-",for,text,resolved
Cork City,Terry Coleman,09/06/2025,"a vote was called for on the approval of the proposed residential development at Innishmore, where there appeared as follows:-",for,text,resolved
Cork City,G. O’Brien,09/06/2025,"a vote was called for on the approval of the proposed residential development at Innishmore, where there appeared as follows:-",for,text,printed_form
Cork City,C. O’Connor,09/06/2025,"a vote was called for on the approval of the proposed residential development at Innishmore, where there appeared as follows:-",for,text,printed_form
Cork City,N. O’Flynn,09/06/2025,"a vote was called for on the approval of the proposed residential development at Innishmore, where there appeared as follows:-",against,text,printed_form
Cork City,Kieran McCarthy,09/06/2025,"a vote was called for on the approval of the proposed residential development at Innishmore, where there appeared as follows:-",against,text,resolved
Cork City,Albert Deasy,09/06/2025,"a vote was called for on the approval of the proposed residential development at Innishmore, where there appeared as follows:-",against,text,resolved
Cork City,John Maher,09/06/2025,"a vote was called for on the approval of the proposed residential development of Clanrickarde Lodges at Boreenmanna Road, where there appeared as follows:-",for,text,resolved
Cork City,Margaret McDonnell,09/06/2025,"a vote was called for on the approval of the proposed residential development of Clanrickarde Lodges at Boreenmanna Road, where there appeared as follows:-",for,text,resolved
Cork City,Ted Tynan,09/06/2025,"a vote was called for on the approval of the proposed residential development of Clanrickarde Lodges at Boreenmanna Road, where there appeared as follows:-",for,text,resolved
Cork City,O. Moran,09/06/2025,"a vote was called for on the approval of the proposed residential development of Clanrickarde Lodges at Boreenmanna Road, where there appeared as follows:-",for,text,printed_form
Cork City,N. O’Flynn,09/06/2025,"a vote was called for on the approval of the proposed residential development of Clanrickarde Lodges at Boreenmanna Road, where there appeared as follows:-",for,text,printed_form
Cork City,Tony Fitzgerald,09/06/2025,"a vote was called for on the approval of the proposed residential development of Clanrickarde Lodges at Boreenmanna Road, where there appeared as follows:-",for,text,resolved
Cork City,John Sheehan,09/06/2025,"a vote was called for on the approval of the proposed residential development of Clanrickarde Lodges at Boreenmanna Road, where there appeared as follows:-",for,text,resolved
Cork City,Michelle Gould,09/06/2025,"a vote was called for on the approval of the proposed residential development of Clanrickarde Lodges at Boreenmanna Road, where there appeared as follows:-",for,text,resolved
Cork City,Kenneth Collins,09/06/2025,"a vote was called for on the approval of the proposed residential development of Clanrickarde Lodges at Boreenmanna Road, where there appeared as follows:-",for,text,resolved
Cork City,Brian McCarthy,09/06/2025,"a vote was called for on the approval of the proposed residential development of Clanrickarde Lodges at Boreenmanna Road, where there appeared as follows:-",for,text,resolved
Cork City,Mary Rose Desmond,09/06/2025,"a vote was called for on the approval of the proposed residential development of Clanrickarde Lodges at Boreenmanna Road, where there appeared as follows:-",for,text,resolved
Cork City,Peter Horgan,09/06/2025,"a vote was called for on the approval of the proposed residential development of Clanrickarde Lodges at Boreenmanna Road, where there appeared as follows:-",for,text,resolved
Cork City,Seán Martin,09/06/2025,"a vote was called for on the approval of the proposed residential development of Clanrickarde Lodges at Boreenmanna Road, where there appeared as follows:-",for,text,resolved
Cork City,Fiona Kerins,09/06/2025,"a vote was called for on the approval of the proposed residential development of Clanrickarde Lodges at Boreenmanna Road, where there appeared as follows:-",for,text,resolved
Cork City,Paudie Dineen,09/06/2025,"a vote was called for on the approval of the proposed residential development of Clanrickarde Lodges at Boreenmanna Road, where there appeared as follows:-",for,text,resolved
Cork City,D. Boyle,09/06/2025,"a vote was called for on the approval of the proposed residential development of Clanrickarde Lodges at Boreenmanna Road, where there appeared as follows:-",for,text,printed_form
Cork City,N. O’Connor,09/06/2025,"a vote was called for on the approval of the proposed residential development of Clanrickarde Lodges at Boreenmanna Road, where there appeared as follows:-",for,text,printed_form
Cork City,Fergal Dennehy,09/06/2025,"a vote was called for on the approval of the proposed residential development of Clanrickarde Lodges at Boreenmanna Road, where there appeared as follows:-",for,text,resolved
Cork City,Colm Kelleher,09/06/2025,"a vote was called for on the approval of the proposed residential development of Clanrickarde Lodges at Boreenmanna Road, where there appeared as follows:-",for,text,resolved
Cork City,Joe Lynch,09/06/2025,"a vote was called for on the approval of the proposed residential development of Clanrickarde Lodges at Boreenmanna Road, where there appeared as follows:-",for,text,resolved
Cork City,Terry Coleman,09/06/2025,"a vote was called for on the approval of the proposed residential development of Clanrickarde Lodges at Boreenmanna Road, where there appeared as follows:-",for,text,resolved
Cork City,C. O’Connor,09/06/2025,"a vote was called for on the approval of the proposed residential development of Clanrickarde Lodges at Boreenmanna Road, where there appeared as follows:-",for,text,printed_form
Cork City,Joe Kavanagh,09/06/2025,"a vote was called for on the approval of the proposed residential development of Clanrickarde Lodges at Boreenmanna Road, where there appeared as follows:-",against,text,resolved
Cork City,Damian Boylan,09/06/2025,"a vote was called for on the approval of the proposed residential development of Clanrickarde Lodges at Boreenmanna Road, where there appeared as follows:-",against,text,resolved
Cork City,Kieran McCarthy,09/06/2025,"a vote was called for on the approval of the proposed residential development of Clanrickarde Lodges at Boreenmanna Road, where there appeared as follows:-",against,text,resolved
Cork City,Des Cahill,09/06/2025,"a vote was called for on the approval of the proposed residential development of Clanrickarde Lodges at Boreenmanna Road, where there appeared as follows:-",against,text,resolved
Cork City,H. Kamegni,09/06/2025,"a vote was called for on the approval of the proposed residential development of Clanrickarde Lodges at Boreenmanna Road, where there appeared as follows:-",against,text,printed_form
Cork City,Albert Deasy,09/06/2025,"a vote was called for on the approval of the proposed residential development of Clanrickarde Lodges at Boreenmanna Road, where there appeared as follows:-",against,text,resolved
Cork City,G. O’Brien,09/06/2025,"a vote was called for on the approval of the proposed residential development of Clanrickarde Lodges at Boreenmanna Road, where there appeared as follows:-",against,text,printed_form
Cork City,John Maher,09/06/2025,a vote was called for to provide for meetings of Strategic Policy Committees without external representatives present to discuss certain items e,for,text,resolved
Cork City,Ted Tynan,09/06/2025,a vote was called for to provide for meetings of Strategic Policy Committees without external representatives present to discuss certain items e,for,text,resolved
Cork City,O. Moran,09/06/2025,a vote was called for to provide for meetings of Strategic Policy Committees without external representatives present to discuss certain items e,for,text,printed_form
Cork City,N. O’Flynn,09/06/2025,a vote was called for to provide for meetings of Strategic Policy Committees without external representatives present to discuss certain items e,for,text,printed_form
Cork City,Michelle Gould,09/06/2025,a vote was called for to provide for meetings of Strategic Policy Committees without external representatives present to discuss certain items e,for,text,resolved
Cork City,Kenneth Collins,09/06/2025,a vote was called for to provide for meetings of Strategic Policy Committees without external representatives present to discuss certain items e,for,text,resolved
Cork City,Brian McCarthy,09/06/2025,a vote was called for to provide for meetings of Strategic Policy Committees without external representatives present to discuss certain items e,for,text,resolved
Cork City,Kieran McCarthy,09/06/2025,a vote was called for to provide for meetings of Strategic Policy Committees without external representatives present to discuss certain items e,for,text,resolved
Cork City,H. Kamegni,09/06/2025,a vote was called for to provide for meetings of Strategic Policy Committees without external representatives present to discuss certain items e,for,text,printed_form
Cork City,Peter Horgan,09/06/2025,a vote was called for to provide for meetings of Strategic Policy Committees without external representatives present to discuss certain items e,for,text,resolved
Cork City,Fiona Kerins,09/06/2025,a vote was called for to provide for meetings of Strategic Policy Committees without external representatives present to discuss certain items e,for,text,resolved
Cork City,Paudie Dineen,09/06/2025,a vote was called for to provide for meetings of Strategic Policy Committees without external representatives present to discuss certain items e,for,text,resolved
Cork City,D. Boyle,09/06/2025,a vote was called for to provide for meetings of Strategic Policy Committees without external representatives present to discuss certain items e,for,text,printed_form
Cork City,N. O’Connor,09/06/2025,a vote was called for to provide for meetings of Strategic Policy Committees without external representatives present to discuss certain items e,for,text,printed_form
Cork City,Joe Lynch,09/06/2025,a vote was called for to provide for meetings of Strategic Policy Committees without external representatives present to discuss certain items e,for,text,resolved
Cork City,Albert Deasy,09/06/2025,a vote was called for to provide for meetings of Strategic Policy Committees without external representatives present to discuss certain items e,for,text,resolved
Cork City,C. O’Connor,09/06/2025,a vote was called for to provide for meetings of Strategic Policy Committees without external representatives present to discuss certain items e,for,text,printed_form
Cork City,Joe Kavanagh,09/06/2025,a vote was called for to provide for meetings of Strategic Policy Committees without external representatives present to discuss certain items e,against,text,resolved
Cork City,Margaret McDonnell,09/06/2025,a vote was called for to provide for meetings of Strategic Policy Committees without external representatives present to discuss certain items e,against,text,resolved
Cork City,Tony Fitzgerald,09/06/2025,a vote was called for to provide for meetings of Strategic Policy Committees without external representatives present to discuss certain items e,against,text,resolved
Cork City,Damian Boylan,09/06/2025,a vote was called for to provide for meetings of Strategic Policy Committees without external representatives present to discuss certain items e,against,text,resolved
Cork City,John Sheehan,09/06/2025,a vote was called for to provide for meetings of Strategic Policy Committees without external representatives present to discuss certain items e,against,text,resolved
Cork City,Mary Rose Desmond,09/06/2025,a vote was called for to provide for meetings of Strategic Policy Committees without external representatives present to discuss certain items e,against,text,resolved
Cork City,Des Cahill,09/06/2025,a vote was called for to provide for meetings of Strategic Policy Committees without external representatives present to discuss certain items e,against,text,resolved
Cork City,Seán Martin,09/06/2025,a vote was called for to provide for meetings of Strategic Policy Committees without external representatives present to discuss certain items e,against,text,resolved
Cork City,Fergal Dennehy,09/06/2025,a vote was called for to provide for meetings of Strategic Policy Committees without external representatives present to discuss certain items e,against,text,resolved
Cork City,Colm Kelleher,09/06/2025,a vote was called for to provide for meetings of Strategic Policy Committees without external representatives present to discuss certain items e,against,text,resolved
Cork City,Terry Coleman,09/06/2025,a vote was called for to provide for meetings of Strategic Policy Committees without external representatives present to discuss certain items e,against,text,resolved
Cork City,G. O’Brien,09/06/2025,a vote was called for to provide for meetings of Strategic Policy Committees without external representatives present to discuss certain items e,against,text,printed_form
Cork City,John Maher,09/06/2025,a vote was called for on the holding of Ordinary Meetings at the earlier time of 5,for,text,resolved
Cork City,Joe Kavanagh,09/06/2025,a vote was called for on the holding of Ordinary Meetings at the earlier time of 5,for,text,resolved
Cork City,Margaret McDonnell,09/06/2025,a vote was called for on the holding of Ordinary Meetings at the earlier time of 5,for,text,resolved
Cork City,O. Moran,09/06/2025,a vote was called for on the holding of Ordinary Meetings at the earlier time of 5,for,text,printed_form
Cork City,N. O’Flynn,09/06/2025,a vote was called for on the holding of Ordinary Meetings at the earlier time of 5,for,text,printed_form
Cork City,Tony Fitzgerald,09/06/2025,a vote was called for on the holding of Ordinary Meetings at the earlier time of 5,for,text,resolved
Cork City,Damian Boylan,09/06/2025,a vote was called for on the holding of Ordinary Meetings at the earlier time of 5,for,text,resolved
Cork City,John Sheehan,09/06/2025,a vote was called for on the holding of Ordinary Meetings at the earlier time of 5,for,text,resolved
Cork City,Mary Rose Desmond,09/06/2025,a vote was called for on the holding of Ordinary Meetings at the earlier time of 5,for,text,resolved
Cork City,Des Cahill,09/06/2025,a vote was called for on the holding of Ordinary Meetings at the earlier time of 5,for,text,resolved
Cork City,H. Kamegni,09/06/2025,a vote was called for on the holding of Ordinary Meetings at the earlier time of 5,for,text,printed_form
Cork City,Peter Horgan,09/06/2025,a vote was called for on the holding of Ordinary Meetings at the earlier time of 5,for,text,resolved
Cork City,Seán Martin,09/06/2025,a vote was called for on the holding of Ordinary Meetings at the earlier time of 5,for,text,resolved
Cork City,Paudie Dineen,09/06/2025,a vote was called for on the holding of Ordinary Meetings at the earlier time of 5,for,text,resolved
Cork City,D. Boyle,09/06/2025,a vote was called for on the holding of Ordinary Meetings at the earlier time of 5,for,text,printed_form
Cork City,Fergal Dennehy,09/06/2025,a vote was called for on the holding of Ordinary Meetings at the earlier time of 5,for,text,resolved
Cork City,Colm Kelleher,09/06/2025,a vote was called for on the holding of Ordinary Meetings at the earlier time of 5,for,text,resolved
Cork City,Albert Deasy,09/06/2025,a vote was called for on the holding of Ordinary Meetings at the earlier time of 5,for,text,resolved
Cork City,Terry Coleman,09/06/2025,a vote was called for on the holding of Ordinary Meetings at the earlier time of 5,for,text,resolved
Cork City,G. O’Brien,09/06/2025,a vote was called for on the holding of Ordinary Meetings at the earlier time of 5,for,text,printed_form
Cork City,C. O’Connor,09/06/2025,a vote was called for on the holding of Ordinary Meetings at the earlier time of 5,for,text,printed_form
Cork City,Ted Tynan,09/06/2025,a vote was called for on the holding of Ordinary Meetings at the earlier time of 5,against,text,resolved
Cork City,Michelle Gould,09/06/2025,a vote was called for on the holding of Ordinary Meetings at the earlier time of 5,against,text,resolved
Cork City,Kenneth Collins,09/06/2025,a vote was called for on the holding of Ordinary Meetings at the earlier time of 5,against,text,resolved
Cork City,Brian McCarthy,09/06/2025,a vote was called for on the holding of Ordinary Meetings at the earlier time of 5,against,text,resolved
Cork City,Kieran McCarthy,09/06/2025,a vote was called for on the holding of Ordinary Meetings at the earlier time of 5,against,text,resolved
Cork City,Fiona Kerins,09/06/2025,a vote was called for on the holding of Ordinary Meetings at the earlier time of 5,against,text,resolved
Cork City,N. O’Connor,09/06/2025,a vote was called for on the holding of Ordinary Meetings at the earlier time of 5,against,text,printed_form
Cork City,Joe Lynch,09/06/2025,a vote was called for on the holding of Ordinary Meetings at the earlier time of 5,against,text,resolved
Cork City,Joe Kavanagh,09/06/2025,a vote was called for on the approval of the report of the Director of Services where there appeared as follows:-,for,text,resolved
Cork City,Margaret McDonnell,09/06/2025,a vote was called for on the approval of the report of the Director of Services where there appeared as follows:-,for,text,resolved
Cork City,Tony Fitzgerald,09/06/2025,a vote was called for on the approval of the report of the Director of Services where there appeared as follows:-,for,text,resolved
Cork City,Damian Boylan,09/06/2025,a vote was called for on the approval of the report of the Director of Services where there appeared as follows:-,for,text,resolved
Cork City,Michelle Gould,09/06/2025,a vote was called for on the approval of the report of the Director of Services where there appeared as follows:-,for,text,resolved
Cork City,Kenneth Collins,09/06/2025,a vote was called for on the approval of the report of the Director of Services where there appeared as follows:-,for,text,resolved
Cork City,Des Cahill,09/06/2025,a vote was called for on the approval of the report of the Director of Services where there appeared as follows:-,for,text,resolved
Cork City,Seán Martin,09/06/2025,a vote was called for on the approval of the report of the Director of Services where there appeared as follows:-,for,text,resolved
