action,department,file_name,file_url,listing_url,period_year_guess,period_month_guess,n_pages,parse_status
retry_download,EDUCATION,ministers-diary-july-2023-484e55af-ecb2-4ad1-96d6-6c87a1623767.pdf,https://assets.gov.ie/static/documents/ministers-diary-july-2023-484e55af-ecb2-4ad1-96d6-6c87a1623767.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2023,7,,download_failed
retry_download,EDUCATION,ministers-diary-july-2023-632f2581-7cfc-49d8-8c85-fc500d0355b6.pdf,https://assets.gov.ie/static/documents/ministers-diary-july-2023-632f2581-7cfc-49d8-8c85-fc500d0355b6.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2023,7,,download_failed
retry_download,EDUCATION,ministers-diary-july-2024.pdf,https://assets.gov.ie/static/documents/ministers-diary-july-2024.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2024,7,,download_failed
retry_download,EDUCATION,ministers-diary-july-september-2018-66cd675c-03c6-4a2d-a91e-e27504a7abde.pdf,https://assets.gov.ie/static/documents/ministers-diary-july-september-2018-66cd675c-03c6-4a2d-a91e-e27504a7abde.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2018,7,,download_failed
retry_download,EDUCATION,ministers-diary-june-2016.pdf,https://assets.gov.ie/static/documents/ministers-diary-june-2016.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2016,6,,download_failed
retry_download,EDUCATION,ministers-diary-june-2017.pdf,https://assets.gov.ie/static/documents/ministers-diary-june-2017.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2017,6,,download_failed
retry_download,EDUCATION,ministers-diary-june-2018.pdf,https://assets.gov.ie/static/documents/ministers-diary-june-2018.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2018,6,,download_failed
retry_download,EDUCATION,ministers-diary-june-2019.pdf,https://assets.gov.ie/static/documents/ministers-diary-june-2019.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2019,6,,download_failed
retry_download,EDUCATION,ministers-diary-june-2020-2e6aaf75-ca2c-4e43-a1c2-de32f35c4348.pdf,https://assets.gov.ie/static/documents/ministers-diary-june-2020-2e6aaf75-ca2c-4e43-a1c2-de32f35c4348.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2020,6,,download_failed
retry_download,EDUCATION,ministers-diary-june-2020-7aabb26d-6fd1-45f6-baed-c557b2de1315.pdf,https://assets.gov.ie/static/documents/ministers-diary-june-2020-7aabb26d-6fd1-45f6-baed-c557b2de1315.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2020,6,,download_failed
retry_download,EDUCATION,ministers-diary-june-2021-5af47ae8-6d35-42f1-a202-fb7447ee3b7a.pdf,https://assets.gov.ie/static/documents/ministers-diary-june-2021-5af47ae8-6d35-42f1-a202-fb7447ee3b7a.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2021,6,,download_failed
retry_download,EDUCATION,ministers-diary-june-2021-7e3542b2-fcd9-445b-8988-2e8c86cd9cfd.pdf,https://assets.gov.ie/static/documents/ministers-diary-june-2021-7e3542b2-fcd9-445b-8988-2e8c86cd9cfd.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2021,6,,download_failed
retry_download,EDUCATION,ministers-diary-june-2022-dd51164a-8158-4ab5-972f-963aef15d1cb.pdf,https://assets.gov.ie/static/documents/ministers-diary-june-2022-dd51164a-8158-4ab5-972f-963aef15d1cb.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2022,6,,download_failed
retry_download,EDUCATION,ministers-diary-june-2022-f00c965e-e1ff-457c-a19a-aff2e2984b89.pdf,https://assets.gov.ie/static/documents/ministers-diary-june-2022-f00c965e-e1ff-457c-a19a-aff2e2984b89.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2022,6,,download_failed
retry_download,EDUCATION,ministers-diary-june-2023-0929af62-2dfb-4476-8491-4bed44ad6376.pdf,https://assets.gov.ie/static/documents/ministers-diary-june-2023-0929af62-2dfb-4476-8491-4bed44ad6376.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2023,6,,download_failed
retry_download,EDUCATION,ministers-diary-june-2023-3dec339a-75a6-4d35-8cff-8ddbacafc237.pdf,https://assets.gov.ie/static/documents/ministers-diary-june-2023-3dec339a-75a6-4d35-8cff-8ddbacafc237.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2023,6,,download_failed
retry_download,EDUCATION,ministers-diary-june-2024.pdf,https://assets.gov.ie/static/documents/ministers-diary-june-2024.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2024,6,,download_failed
retry_download,EDUCATION,ministers-diary-june-september-2017.pdf,https://assets.gov.ie/static/documents/ministers-diary-june-september-2017.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2017,6,,download_failed
retry_download,EDUCATION,ministers-diary-march-2016.pdf,https://assets.gov.ie/static/documents/ministers-diary-march-2016.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2016,3,,download_failed
retry_download,EDUCATION,ministers-diary-march-2017.pdf,https://assets.gov.ie/static/documents/ministers-diary-march-2017.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2017,3,,download_failed
retry_download,EDUCATION,ministers-diary-march-2018-fab718ae-5438-4501-b77b-3444d1ce4ff1.pdf,https://assets.gov.ie/static/documents/ministers-diary-march-2018-fab718ae-5438-4501-b77b-3444d1ce4ff1.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2018,3,,download_failed
retry_download,EDUCATION,ministers-diary-march-2019.pdf,https://assets.gov.ie/static/documents/ministers-diary-march-2019.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2019,3,,download_failed
retry_download,EDUCATION,ministers-diary-march-2020-964dcf0a-3a1a-47c9-9191-e5627599d982.pdf,https://assets.gov.ie/static/documents/ministers-diary-march-2020-964dcf0a-3a1a-47c9-9191-e5627599d982.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2020,3,,download_failed
retry_download,EDUCATION,ministers-diary-march-2021-6ed870b7-9bce-4031-b5b7-754bf014ebb8.pdf,https://assets.gov.ie/static/documents/ministers-diary-march-2021-6ed870b7-9bce-4031-b5b7-754bf014ebb8.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2021,3,,download_failed
retry_download,EDUCATION,ministers-diary-march-2021-d6781b40-6bad-41a0-b759-a95943901274.pdf,https://assets.gov.ie/static/documents/ministers-diary-march-2021-d6781b40-6bad-41a0-b759-a95943901274.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2021,3,,download_failed
retry_download,EDUCATION,ministers-diary-march-2022-351f3b25-985b-43c8-9603-6eaba28c26ae.pdf,https://assets.gov.ie/static/documents/ministers-diary-march-2022-351f3b25-985b-43c8-9603-6eaba28c26ae.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2022,3,,download_failed
retry_download,EDUCATION,ministers-diary-march-2022-4dd1913b-43f1-4c4d-8c6f-fd403ce72fd7.pdf,https://assets.gov.ie/static/documents/ministers-diary-march-2022-4dd1913b-43f1-4c4d-8c6f-fd403ce72fd7.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2022,3,,download_failed
retry_download,EDUCATION,ministers-diary-march-2023-a62a73a8-87af-4d5c-9097-daac6b94d36a.pdf,https://assets.gov.ie/static/documents/ministers-diary-march-2023-a62a73a8-87af-4d5c-9097-daac6b94d36a.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2023,3,,download_failed
retry_download,EDUCATION,ministers-diary-march-2023-fecaabde-66fa-48fa-a535-678d1d0dd696.pdf,https://assets.gov.ie/static/documents/ministers-diary-march-2023-fecaabde-66fa-48fa-a535-678d1d0dd696.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2023,3,,download_failed
retry_download,EDUCATION,ministers-diary-march-2024-797591fe-48ad-4dcb-9df3-bec0c2580348.pdf,https://assets.gov.ie/static/documents/ministers-diary-march-2024-797591fe-48ad-4dcb-9df3-bec0c2580348.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2024,3,,download_failed
retry_download,EDUCATION,ministers-diary-march-2024-f0d61a67-d410-41f8-b714-dc168fbafe4b.pdf,https://assets.gov.ie/static/documents/ministers-diary-march-2024-f0d61a67-d410-41f8-b714-dc168fbafe4b.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2024,3,,download_failed
retry_download,EDUCATION,ministers-diary-may-2016-7f18f003-2d30-4b8f-b33b-8eb3739dc84a.pdf,https://assets.gov.ie/static/documents/ministers-diary-may-2016-7f18f003-2d30-4b8f-b33b-8eb3739dc84a.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2016,5,,download_failed
retry_download,EDUCATION,ministers-diary-may-2016-9538731f-4387-413b-87b9-e9ce8567e3dd.pdf,https://assets.gov.ie/static/documents/ministers-diary-may-2016-9538731f-4387-413b-87b9-e9ce8567e3dd.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2016,5,,download_failed
retry_download,EDUCATION,ministers-diary-may-2017.pdf,https://assets.gov.ie/static/documents/ministers-diary-may-2017.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2017,5,,download_failed
retry_download,EDUCATION,ministers-diary-may-2018.pdf,https://assets.gov.ie/static/documents/ministers-diary-may-2018.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2018,5,,download_failed
retry_download,EDUCATION,ministers-diary-may-2019.pdf,https://assets.gov.ie/static/documents/ministers-diary-may-2019.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2019,5,,download_failed
retry_download,EDUCATION,ministers-diary-may-2020-13356fa5-c4ba-46a5-a8b4-afb59d89aa20.pdf,https://assets.gov.ie/static/documents/ministers-diary-may-2020-13356fa5-c4ba-46a5-a8b4-afb59d89aa20.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2020,5,,download_failed
retry_download,EDUCATION,ministers-diary-may-2021-1ca4748a-24d4-4693-a497-4d85b0e77f4f.pdf,https://assets.gov.ie/static/documents/ministers-diary-may-2021-1ca4748a-24d4-4693-a497-4d85b0e77f4f.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2021,5,,download_failed
retry_download,EDUCATION,ministers-diary-may-2021-4cfbd90b-4654-456d-bb6f-e88f80cb8ad6.pdf,https://assets.gov.ie/static/documents/ministers-diary-may-2021-4cfbd90b-4654-456d-bb6f-e88f80cb8ad6.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2021,5,,download_failed
retry_download,EDUCATION,ministers-diary-may-2022-23f61172-d9b7-48c2-8941-59a660106508.pdf,https://assets.gov.ie/static/documents/ministers-diary-may-2022-23f61172-d9b7-48c2-8941-59a660106508.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2022,5,,download_failed
retry_download,EDUCATION,ministers-diary-may-2022.pdf,https://assets.gov.ie/static/documents/ministers-diary-may-2022.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2022,5,,download_failed
retry_download,EDUCATION,ministers-diary-may-2023-5e921e30-ec1a-458d-ae61-33efd46a0ea1.pdf,https://assets.gov.ie/static/documents/ministers-diary-may-2023-5e921e30-ec1a-458d-ae61-33efd46a0ea1.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2023,5,,download_failed
retry_download,EDUCATION,ministers-diary-may-2023-60ed58ac-48ae-4426-8f37-14dead352ea1.pdf,https://assets.gov.ie/static/documents/ministers-diary-may-2023-60ed58ac-48ae-4426-8f37-14dead352ea1.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2023,5,,download_failed
retry_download,EDUCATION,ministers-diary-may-2024.pdf,https://assets.gov.ie/static/documents/ministers-diary-may-2024.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2024,5,,download_failed
retry_download,EDUCATION,ministers-diary-november-2016.pdf,https://assets.gov.ie/static/documents/ministers-diary-november-2016.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2016,11,,download_failed
retry_download,EDUCATION,ministers-diary-november-2017.pdf,https://assets.gov.ie/static/documents/ministers-diary-november-2017.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2017,11,,download_failed
retry_download,EDUCATION,ministers-diary-november-2018-4720f9d4-0be1-40d6-8719-4978930458f3.pdf,https://assets.gov.ie/static/documents/ministers-diary-november-2018-4720f9d4-0be1-40d6-8719-4978930458f3.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2018,11,,download_failed
retry_download,EDUCATION,ministers-diary-november-2019-6680bf74-dcf3-4a9d-9af2-de78466d90c9.pdf,https://assets.gov.ie/static/documents/ministers-diary-november-2019-6680bf74-dcf3-4a9d-9af2-de78466d90c9.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2019,11,,download_failed
retry_download,EDUCATION,ministers-diary-november-2020-923fed6d-db5b-4585-9e87-b036d580b36f.pdf,https://assets.gov.ie/static/documents/ministers-diary-november-2020-923fed6d-db5b-4585-9e87-b036d580b36f.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2020,11,,download_failed
retry_download,EDUCATION,ministers-diary-november-2020-d4db4d9f-6760-4437-9c60-65eedc3fa74e.pdf,https://assets.gov.ie/static/documents/ministers-diary-november-2020-d4db4d9f-6760-4437-9c60-65eedc3fa74e.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2020,11,,download_failed
retry_download,EDUCATION,ministers-diary-november-2021-9e356912-c1dd-4971-8799-f070d99fdf83.pdf,https://assets.gov.ie/static/documents/ministers-diary-november-2021-9e356912-c1dd-4971-8799-f070d99fdf83.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2021,11,,download_failed
retry_download,EDUCATION,ministers-diary-november-2021-e9727ed3-a5a6-452a-82db-ed6396597676.pdf,https://assets.gov.ie/static/documents/ministers-diary-november-2021-e9727ed3-a5a6-452a-82db-ed6396597676.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2021,11,,download_failed
retry_download,EDUCATION,ministers-diary-november-2022-0d36a3a6-b51e-42c1-860e-a211ecc9a581.pdf,https://assets.gov.ie/static/documents/ministers-diary-november-2022-0d36a3a6-b51e-42c1-860e-a211ecc9a581.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2022,11,,download_failed
retry_download,EDUCATION,ministers-diary-november-2022-d0ac6936-02e4-42ef-bb2e-02ebaf19be09.pdf,https://assets.gov.ie/static/documents/ministers-diary-november-2022-d0ac6936-02e4-42ef-bb2e-02ebaf19be09.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2022,11,,download_failed
retry_download,EDUCATION,ministers-diary-november-2023-306fb3ef-98a8-4d90-af88-0ca600d49dad.pdf,https://assets.gov.ie/static/documents/ministers-diary-november-2023-306fb3ef-98a8-4d90-af88-0ca600d49dad.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2023,11,,download_failed
retry_download,EDUCATION,ministers-diary-november-2023-e85e6ff0-8fde-44ad-818c-e9f8389a2d46.pdf,https://assets.gov.ie/static/documents/ministers-diary-november-2023-e85e6ff0-8fde-44ad-818c-e9f8389a2d46.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2023,11,,download_failed
retry_download,EDUCATION,ministers-diary-october-2016.pdf,https://assets.gov.ie/static/documents/ministers-diary-october-2016.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2016,10,,download_failed
retry_download,EDUCATION,ministers-diary-october-2017.pdf,https://assets.gov.ie/static/documents/ministers-diary-october-2017.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2017,10,,download_failed
retry_download,EDUCATION,ministers-diary-october-2018-0cca1e54-03ee-4da5-b015-5f7b9c117541.pdf,https://assets.gov.ie/static/documents/ministers-diary-october-2018-0cca1e54-03ee-4da5-b015-5f7b9c117541.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2018,10,,download_failed
retry_download,EDUCATION,ministers-diary-october-2018-ea3560b6-45a3-4bb9-a1d9-62888e4ce898.pdf,https://assets.gov.ie/static/documents/ministers-diary-october-2018-ea3560b6-45a3-4bb9-a1d9-62888e4ce898.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2018,10,,download_failed
retry_download,EDUCATION,ministers-diary-october-2019.pdf,https://assets.gov.ie/static/documents/ministers-diary-october-2019.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2019,10,,download_failed
retry_download,EDUCATION,ministers-diary-october-2020-0313fa9f-8a06-4d25-885e-0114958d3b49.pdf,https://assets.gov.ie/static/documents/ministers-diary-october-2020-0313fa9f-8a06-4d25-885e-0114958d3b49.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2020,10,,download_failed
retry_download,EDUCATION,ministers-diary-october-2020-434442d2-0194-4792-b531-2496decc645f.pdf,https://assets.gov.ie/static/documents/ministers-diary-october-2020-434442d2-0194-4792-b531-2496decc645f.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2020,10,,download_failed
retry_download,EDUCATION,ministers-diary-october-2021-4d3cb210-631d-456c-b22e-643c76e51491.pdf,https://assets.gov.ie/static/documents/ministers-diary-october-2021-4d3cb210-631d-456c-b22e-643c76e51491.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2021,10,,download_failed
retry_download,EDUCATION,ministers-diary-october-2021-705a93a8-99c2-41b5-96f1-28671dbd259f.pdf,https://assets.gov.ie/static/documents/ministers-diary-october-2021-705a93a8-99c2-41b5-96f1-28671dbd259f.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2021,10,,download_failed
retry_download,EDUCATION,ministers-diary-october-2022-37129f44-631b-4d7e-8800-602374a859c9.pdf,https://assets.gov.ie/static/documents/ministers-diary-october-2022-37129f44-631b-4d7e-8800-602374a859c9.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2022,10,,download_failed
retry_download,EDUCATION,ministers-diary-october-2022-61294d0c-538e-4ed2-84f0-fe47c337d981.pdf,https://assets.gov.ie/static/documents/ministers-diary-october-2022-61294d0c-538e-4ed2-84f0-fe47c337d981.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2022,10,,download_failed
retry_download,EDUCATION,ministers-diary-october-2023-065c5e0b-1ccc-480f-baec-2586364ca13b.pdf,https://assets.gov.ie/static/documents/ministers-diary-october-2023-065c5e0b-1ccc-480f-baec-2586364ca13b.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2023,10,,download_failed
retry_download,EDUCATION,ministers-diary-october-2023-b488482a-fbc1-40b4-b2cf-5c128db36f7c.pdf,https://assets.gov.ie/static/documents/ministers-diary-october-2023-b488482a-fbc1-40b4-b2cf-5c128db36f7c.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2023,10,,download_failed
retry_download,EDUCATION,ministers-diary-october-2024.pdf,https://assets.gov.ie/static/documents/ministers-diary-october-2024.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2024,10,,download_failed
retry_download,EDUCATION,ministers-diary-october-december-2017.pdf,https://assets.gov.ie/static/documents/ministers-diary-october-december-2017.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2017,10,,download_failed
retry_download,EDUCATION,ministers-diary-october-december-2018-e93de772-dc7c-436b-bcbf-c8961ccade32.pdf,https://assets.gov.ie/static/documents/ministers-diary-october-december-2018-e93de772-dc7c-436b-bcbf-c8961ccade32.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2018,10,,download_failed
retry_download,EDUCATION,ministers-diary-september-2016.pdf,https://assets.gov.ie/static/documents/ministers-diary-september-2016.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2016,9,,download_failed
retry_download,EDUCATION,ministers-diary-september-2017.pdf,https://assets.gov.ie/static/documents/ministers-diary-september-2017.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2017,9,,download_failed
retry_download,EDUCATION,ministers-diary-september-2018.pdf,https://assets.gov.ie/static/documents/ministers-diary-september-2018.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2018,9,,download_failed
retry_download,EDUCATION,ministers-diary-september-2019.pdf,https://assets.gov.ie/static/documents/ministers-diary-september-2019.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2019,9,,download_failed
retry_download,EDUCATION,ministers-diary-september-2020-680d1f2e-49a8-4d94-955e-a060b435a1c8.pdf,https://assets.gov.ie/static/documents/ministers-diary-september-2020-680d1f2e-49a8-4d94-955e-a060b435a1c8.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2020,9,,download_failed
retry_download,EDUCATION,ministers-diary-september-2020-c2fd4cc6-7e96-40b6-9ba7-06cf0d3f5cc7.pdf,https://assets.gov.ie/static/documents/ministers-diary-september-2020-c2fd4cc6-7e96-40b6-9ba7-06cf0d3f5cc7.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2020,9,,download_failed
retry_download,EDUCATION,ministers-diary-september-2021-ccdf4b86-f996-4b06-8e91-fc65750a6146.pdf,https://assets.gov.ie/static/documents/ministers-diary-september-2021-ccdf4b86-f996-4b06-8e91-fc65750a6146.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2021,9,,download_failed
retry_download,EDUCATION,ministers-diary-september-2021-df492517-583a-40db-ac38-2239dcfa2e19.pdf,https://assets.gov.ie/static/documents/ministers-diary-september-2021-df492517-583a-40db-ac38-2239dcfa2e19.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2021,9,,download_failed
retry_download,EDUCATION,ministers-diary-september-2022-1c91ee5a-a84a-49db-a4f0-b804df78c296.pdf,https://assets.gov.ie/static/documents/ministers-diary-september-2022-1c91ee5a-a84a-49db-a4f0-b804df78c296.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2022,9,,download_failed
retry_download,EDUCATION,ministers-diary-september-2022-d574e1a1-1bbc-4003-8691-8fd61504c989.pdf,https://assets.gov.ie/static/documents/ministers-diary-september-2022-d574e1a1-1bbc-4003-8691-8fd61504c989.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2022,9,,download_failed
retry_download,EDUCATION,ministers-diary-september-2023-9c6842cc-532f-4ac6-886d-851c5b6fde05.pdf,https://assets.gov.ie/static/documents/ministers-diary-september-2023-9c6842cc-532f-4ac6-886d-851c5b6fde05.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2023,9,,download_failed
retry_download,EDUCATION,ministers-diary-september-2023-fc759daf-813f-4df5-b4f8-976619b6e52b.pdf,https://assets.gov.ie/static/documents/ministers-diary-september-2023-fc759daf-813f-4df5-b4f8-976619b6e52b.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2023,9,,download_failed
retry_download,EDUCATION,ministers-diary-september-2024.pdf,https://assets.gov.ie/static/documents/ministers-diary-september-2024.pdf,https://www.gov.ie/en/department-of-education/collections/department-of-education-ministers-diaries/,2024,9,,download_failed
retry_download,FINANCE,April.pdf,https://assets.gov.ie/static/documents/April.pdf,https://www.gov.ie/en/department-of-finance/collections/minister-jack-chambers-tds-diary/,,4,,download_failed
retry_download,FINANCE,August.pdf,https://assets.gov.ie/static/documents/August.pdf,https://www.gov.ie/en/department-of-finance/collections/minister-jack-chambers-tds-diary/,,8,,download_failed
retry_download,FINANCE,December.pdf,https://assets.gov.ie/static/documents/December.pdf,https://www.gov.ie/en/department-of-finance/collections/minister-jack-chambers-tds-diary/,,12,,download_failed
retry_download,FINANCE,January_2025.pdf,https://assets.gov.ie/static/documents/January_2025.pdf,https://www.gov.ie/en/department-of-finance/collections/minister-jack-chambers-tds-diary/,2025,1,,download_failed
retry_download,FINANCE,July.pdf,https://assets.gov.ie/static/documents/July.pdf,https://www.gov.ie/en/department-of-finance/collections/minister-jack-chambers-tds-diary/,,7,,download_failed
retry_download,FINANCE,June.pdf,https://assets.gov.ie/static/documents/June.pdf,https://www.gov.ie/en/department-of-finance/collections/minister-jack-chambers-tds-diary/,,6,,download_failed
retry_download,FINANCE,May.pdf,https://assets.gov.ie/static/documents/May.pdf,https://www.gov.ie/en/department-of-finance/collections/minister-jack-chambers-tds-diary/,,5,,download_failed
retry_download,FINANCE,November.pdf,https://assets.gov.ie/static/documents/November.pdf,https://www.gov.ie/en/department-of-finance/collections/minister-jack-chambers-tds-diary/,,11,,download_failed
retry_download,FINANCE,October.pdf,https://assets.gov.ie/static/documents/October.pdf,https://www.gov.ie/en/department-of-finance/collections/minister-jack-chambers-tds-diary/,,10,,download_failed
retry_download,FINANCE,September.pdf,https://assets.gov.ie/static/documents/September.pdf,https://www.gov.ie/en/department-of-finance/collections/minister-jack-chambers-tds-diary/,,9,,download_failed
