action,department,file_name,file_url,listing_url,period_year_guess,period_month_guess,n_pages,parse_status
ocr,DCCS,Minister_ODonovans_Diary_01_April__30_June.pdf,https://assets.gov.ie/static/documents/Minister_ODonovans_Diary_01_April__30_June.pdf,https://www.gov.ie/en/department-of-culture-communications-and-sport/organisation-information/ministers-diaries/,,4,18,scanned_needs_offbox_ocr
ocr,DCCS,Minister_ODonovans_Diary_01_January_-_31_March.pdf,https://assets.gov.ie/static/documents/f318329e/Minister_ODonovans_Diary_01_January_-_31_March.pdf,https://www.gov.ie/en/department-of-culture-communications-and-sport/organisation-information/ministers-diaries/,,1,18,scanned_needs_offbox_ocr
ocr,DCCS,Minister_ODonovans_Diary_01_January_-_31_March.pdf,https://assets.gov.ie/static/documents/Minister_ODonovans_Diary_01_January_-_31_March.pdf,https://www.gov.ie/en/department-of-culture-communications-and-sport/organisation-information/ministers-diaries/,,1,18,scanned_needs_offbox_ocr
ocr,DCCS,Minister_ODonovans_Diary_01_July_-_5th_October.pdf,https://assets.gov.ie/static/documents/c33160e3/Minister_ODonovans_Diary_01_July_-_5th_October.pdf,https://www.gov.ie/en/department-of-culture-communications-and-sport/organisation-information/ministers-diaries/,,7,15,scanned_needs_offbox_ocr
ocr,DCCS,Ministers_Diary_Q4.pdf,https://assets.gov.ie/static/documents/a7c51470/Ministers_Diary_Q4.pdf,https://www.gov.ie/en/department-of-culture-communications-and-sport/organisation-information/ministers-diaries/,,,16,scanned_needs_offbox_ocr
ocr,DCCS,minister-chambers-diary-1-february-17-october-2021.pdf,https://assets.gov.ie/static/documents/minister-chambers-diary-1-february-17-october-2021.pdf,https://www.gov.ie/en/department-of-culture-communications-and-sport/organisation-information/ministers-diaries/,2021,2,37,scanned_needs_offbox_ocr
ocr,DCCS,minister-chambers-diary-15-july-2020-7-february-2021.pdf,https://assets.gov.ie/static/documents/minister-chambers-diary-15-july-2020-7-february-2021.pdf,https://www.gov.ie/en/department-of-culture-communications-and-sport/organisation-information/ministers-diaries/,2020,7,29,scanned_needs_offbox_ocr
ocr,DCCS,minister-chambers-diary-18-july-2022-18-december-2022-f1b0b856-f676-4615-8e83-6bbfba4a.pdf,https://assets.gov.ie/static/documents/minister-chambers-diary-18-july-2022-18-december-2022-f1b0b856-f676-4615-8e83-6bbfba4a.pdf,https://www.gov.ie/en/department-of-culture-communications-and-sport/organisation-information/ministers-diaries/,2022,7,22,scanned_needs_offbox_ocr
ocr,DCCS,minister-chambers-diary-18-october-31-december-2021.pdf,https://assets.gov.ie/static/documents/minister-chambers-diary-18-october-31-december-2021.pdf,https://www.gov.ie/en/department-of-culture-communications-and-sport/organisation-information/ministers-diaries/,2021,10,11,scanned_needs_offbox_ocr
ocr,DCCS,minister-chambers-diary-27-december-2021-17-july-2022.pdf,https://assets.gov.ie/static/documents/minister-chambers-diary-27-december-2021-17-july-2022.pdf,https://www.gov.ie/en/department-of-culture-communications-and-sport/organisation-information/ministers-diaries/,2021,12,29,scanned_needs_offbox_ocr
ocr,DCCS,minister-humphreys-diary-january-2015-june-2015.pdf,https://assets.gov.ie/static/documents/minister-humphreys-diary-january-2015-june-2015.pdf,https://www.gov.ie/en/department-of-culture-communications-and-sport/organisation-information/ministers-diaries/,2015,1,27,scanned_needs_offbox_ocr
ocr,DCCS,minister-humphreys-diary-january-june-2016.pdf,https://assets.gov.ie/static/documents/minister-humphreys-diary-january-june-2016.pdf,https://www.gov.ie/en/department-of-culture-communications-and-sport/organisation-information/ministers-diaries/,2016,1,32,scanned_needs_offbox_ocr
ocr,DCCS,minister-humphreys-diary-january-june-2017.pdf,https://assets.gov.ie/static/documents/minister-humphreys-diary-january-june-2017.pdf,https://www.gov.ie/en/department-of-culture-communications-and-sport/organisation-information/ministers-diaries/,2017,1,29,scanned_needs_offbox_ocr
ocr,DCCS,minister-humphreys-diary-july-december-2016.pdf,https://assets.gov.ie/static/documents/minister-humphreys-diary-july-december-2016.pdf,https://www.gov.ie/en/department-of-culture-communications-and-sport/organisation-information/ministers-diaries/,2016,7,36,scanned_needs_offbox_ocr
ocr,DCCS,minister-humphreys-diary-june-2015-february-2016.pdf,https://assets.gov.ie/static/documents/minister-humphreys-diary-june-2015-february-2016.pdf,https://www.gov.ie/en/department-of-culture-communications-and-sport/organisation-information/ministers-diaries/,2015,6,34,scanned_needs_offbox_ocr
ocr,DCCS,minister-humphreys-diary-june-september-2017.pdf,https://assets.gov.ie/static/documents/minister-humphreys-diary-june-september-2017.pdf,https://www.gov.ie/en/department-of-culture-communications-and-sport/organisation-information/ministers-diaries/,2017,6,16,scanned_needs_offbox_ocr
ocr,DCCS,minister-humphreys-diary-october-december-2017.pdf,https://assets.gov.ie/static/documents/minister-humphreys-diary-october-december-2017.pdf,https://www.gov.ie/en/department-of-culture-communications-and-sport/organisation-information/ministers-diaries/,2017,10,10,scanned_needs_offbox_ocr
ocr,DCCS,minister-kynes-diary-august-2016-march-2017.pdf,https://assets.gov.ie/static/documents/minister-kynes-diary-august-2016-march-2017.pdf,https://www.gov.ie/en/department-of-culture-communications-and-sport/organisation-information/ministers-diaries/,2016,8,35,scanned_needs_offbox_ocr
ocr,DCCS,minister-kynes-diary-may-july-2016.pdf,https://assets.gov.ie/static/documents/minister-kynes-diary-may-july-2016.pdf,https://www.gov.ie/en/department-of-culture-communications-and-sport/organisation-information/ministers-diaries/,2016,5,8,scanned_needs_offbox_ocr
ocr,DCCS,minister-madigans-diary-31-december-2018-31-march-2019.pdf,https://assets.gov.ie/static/documents/minister-madigans-diary-31-december-2018-31-march-2019.pdf,https://www.gov.ie/en/department-of-culture-communications-and-sport/organisation-information/ministers-diaries/,2018,12,14,scanned_needs_offbox_ocr
ocr,DCCS,minister-madigans-diary-april-july-2018.pdf,https://assets.gov.ie/static/documents/minister-madigans-diary-april-july-2018.pdf,https://www.gov.ie/en/department-of-culture-communications-and-sport/organisation-information/ministers-diaries/,2018,4,14,scanned_needs_offbox_ocr
ocr,DCCS,minister-madigans-diary-july-2018-september-2018.pdf,https://assets.gov.ie/static/documents/minister-madigans-diary-july-2018-september-2018.pdf,https://www.gov.ie/en/department-of-culture-communications-and-sport/organisation-information/ministers-diaries/,2018,7,14,scanned_needs_offbox_ocr
ocr,DCCS,minister-madigans-diary-july-2019-june-2020.pdf,https://assets.gov.ie/static/documents/minister-madigans-diary-july-2019-june-2020.pdf,https://www.gov.ie/en/department-of-culture-communications-and-sport/organisation-information/ministers-diaries/,2019,7,52,scanned_needs_offbox_ocr
ocr,DCCS,minister-madigans-diary-november-2017-april-2018.pdf,https://assets.gov.ie/static/documents/minister-madigans-diary-november-2017-april-2018.pdf,https://www.gov.ie/en/department-of-culture-communications-and-sport/organisation-information/ministers-diaries/,2017,11,18,scanned_needs_offbox_ocr
ocr,DCCS,minister-madigans-diary-october-2018-december-2018.pdf,https://assets.gov.ie/static/documents/minister-madigans-diary-october-2018-december-2018.pdf,https://www.gov.ie/en/department-of-culture-communications-and-sport/organisation-information/ministers-diaries/,2018,10,14,scanned_needs_offbox_ocr
ocr,DCCS,minister-rings-diary-january-april-2017.pdf,https://assets.gov.ie/static/documents/minister-rings-diary-january-april-2017.pdf,https://www.gov.ie/en/department-of-culture-communications-and-sport/organisation-information/ministers-diaries/,2017,1,13,scanned_needs_offbox_ocr
ocr,DCCS,minister-rings-diary-july-september-2016.pdf,https://assets.gov.ie/static/documents/minister-rings-diary-july-september-2016.pdf,https://www.gov.ie/en/department-of-culture-communications-and-sport/organisation-information/ministers-diaries/,2016,7,14,scanned_needs_offbox_ocr
ocr,DCCS,minister-rings-diary-june-2016.pdf,https://assets.gov.ie/static/documents/minister-rings-diary-june-2016.pdf,https://www.gov.ie/en/department-of-culture-communications-and-sport/organisation-information/ministers-diaries/,2016,6,4,scanned_needs_offbox_ocr
ocr,DCCS,minister-rings-diary-october-december-2016.pdf,https://assets.gov.ie/static/documents/minister-rings-diary-october-december-2016.pdf,https://www.gov.ie/en/department-of-culture-communications-and-sport/organisation-information/ministers-diaries/,2016,10,13,scanned_needs_offbox_ocr
ocr,DETE,minister-mitchell-o-connor-s-diary-q3-2016.pdf,https://enterprise.gov.ie/en/publications/publication-files/minister-mitchell-o-connor-s-diary-q3-2016.pdf,https://enterprise.gov.ie/en/who-we-are/ministers/ministers-diaries/,2016,,8,scanned_needs_offbox_ocr
ocr,DETE,minister-mitchell-o-connor-s-diary-q4-2016.pdf,https://enterprise.gov.ie/en/publications/publication-files/minister-mitchell-o-connor-s-diary-q4-2016.pdf,https://enterprise.gov.ie/en/who-we-are/ministers/ministers-diaries/,2016,,11,scanned_needs_offbox_ocr
ocr,DETE,minister-mitchell-oconnor-diary-q1-2017.pdf,https://enterprise.gov.ie/en/publications/publication-files/minister-mitchell-oconnor-diary-q1-2017.pdf,https://enterprise.gov.ie/en/who-we-are/ministers/ministers-diaries/,2017,,17,scanned_needs_offbox_ocr
ocr,DETE,minister-mitchell-oconnor-diary-q2-2017.pdf,https://enterprise.gov.ie/en/publications/publication-files/minister-mitchell-oconnor-diary-q2-2017.pdf,https://enterprise.gov.ie/en/who-we-are/ministers/ministers-diaries/,2017,,6,scanned_needs_offbox_ocr
ocr,DPER,1st-march-30th-may-2021.pdf,https://assets.gov.ie/static/documents/1st-march-30th-may-2021.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2021/,2021,3,13,scanned_needs_offbox_ocr
ocr,DPER,2021-minister-smyths-diary.pdf,https://assets.gov.ie/static/documents/2021-minister-smyths-diary.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/minister-of-state-smyths-diaries/,2021,,55,scanned_needs_offbox_ocr
ocr,DPER,28th-february-2022-29th-may-2022.pdf,https://assets.gov.ie/static/documents/28th-february-2022-29th-may-2022.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2022/,2022,2,13,scanned_needs_offbox_ocr
ocr,DPER,29th-august-2022-31st-december-2022.pdf,https://assets.gov.ie/static/documents/29th-august-2022-31st-december-2022.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2022/,2022,8,18,scanned_needs_offbox_ocr
ocr,DPER,29th-june-31st-august-2020.pdf,https://assets.gov.ie/static/documents/29th-june-31st-august-2020.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2020/,2020,6,10,scanned_needs_offbox_ocr
ocr,DPER,29th-november-2021-27th-february-2022.pdf,https://assets.gov.ie/static/documents/29th-november-2021-27th-february-2022.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2021/,2021,11,13,scanned_needs_offbox_ocr
ocr,DPER,2nd-january-to-5th-march-2023.pdf,https://assets.gov.ie/static/documents/2nd-january-to-5th-march-2023.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2023/,2023,1,9,scanned_needs_offbox_ocr
ocr,DPER,30th-august-28th-november-2021.pdf,https://assets.gov.ie/static/documents/30th-august-28th-november-2021.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2021/,2021,8,13,scanned_needs_offbox_ocr
ocr,DPER,30th-may-2022-28th-august-2022.pdf,https://assets.gov.ie/static/documents/30th-may-2022-28th-august-2022.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2022/,2022,5,13,scanned_needs_offbox_ocr
ocr,DPER,31st-may-6th-june-2021.pdf,https://assets.gov.ie/static/documents/31st-may-6th-june-2021.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2021/,2021,5,13,scanned_needs_offbox_ocr
ocr,DPER,6th-march-to-30th-april-2023.pdf,https://assets.gov.ie/static/documents/6th-march-to-30th-april-2023.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2023/,2023,3,8,scanned_needs_offbox_ocr
ocr,DPER,7th-december-2020-28th-february-2021.pdf,https://assets.gov.ie/static/documents/7th-december-2020-28th-february-2021.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2021/,2020,12,12,scanned_needs_offbox_ocr
ocr,DPER,7th-september-6th-december-2020.pdf,https://assets.gov.ie/static/documents/7th-september-6th-december-2020.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2020/,2020,9,13,scanned_needs_offbox_ocr
ocr,DPER,Feb_and_March_diary.pdf,https://assets.gov.ie/static/documents/c186134f/Feb_and_March_diary.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2026/,2026,3,10,scanned_needs_offbox_ocr
ocr,DPER,January-March_2025.pdf,https://assets.gov.ie/static/documents/January-March_2025.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2025/,2025,1,9,scanned_needs_offbox_ocr
ocr,DPER,January_2026.pdf,https://assets.gov.ie/static/documents/c7697d74/January_2026.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2026/,2026,1,5,scanned_needs_offbox_ocr
ocr,DPER,Ministers_Diary_April-June.pdf,https://assets.gov.ie/static/documents/Ministers_Diary_April-June.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2025/,2025,4,13,scanned_needs_offbox_ocr
ocr,DPER,Ministers_Diary_December.pdf,https://assets.gov.ie/static/documents/194eb58f/Ministers_Diary_December.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2025/,2025,12,5,scanned_needs_offbox_ocr
ocr,DPER,Ministers_Diary_July_-_November.pdf,https://assets.gov.ie/static/documents/ea0b557b/Ministers_Diary_July_-_November.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2025/,2025,7,24,scanned_needs_offbox_ocr
ocr,DPER,april-2019.pdf,https://assets.gov.ie/static/documents/april-2019.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2019/,2019,4,5,scanned_needs_offbox_ocr
ocr,DPER,april-to-june.pdf,https://assets.gov.ie/static/documents/april-to-june.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2024/,2024,4,13,scanned_needs_offbox_ocr
ocr,DPER,august-2019.pdf,https://assets.gov.ie/static/documents/august-2019.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2019/,2019,8,5,scanned_needs_offbox_ocr
ocr,DPER,december-2018-12c81e5a-fe02-4ba1-b046-6777694dc6d2.pdf,https://assets.gov.ie/static/documents/december-2018-12c81e5a-fe02-4ba1-b046-6777694dc6d2.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2018/,2018,12,5,scanned_needs_offbox_ocr
ocr,DPER,february-2019.pdf,https://assets.gov.ie/static/documents/february-2019.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2019/,2019,2,5,scanned_needs_offbox_ocr
ocr,DPER,january-2019.pdf,https://assets.gov.ie/static/documents/january-2019.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2019/,2019,1,5,scanned_needs_offbox_ocr
ocr,DPER,january-to-june-2023.pdf,https://assets.gov.ie/static/documents/january-to-june-2023.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/minister-of-state-smyths-diaries/,2023,1,31,scanned_needs_offbox_ocr
ocr,DPER,january-to-june-2024-mos.pdf,https://assets.gov.ie/static/documents/january-to-june-2024-mos.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/minister-of-state-smyths-diaries/,2024,1,19,scanned_needs_offbox_ocr
ocr,DPER,january-to-march.pdf,https://assets.gov.ie/static/documents/january-to-march.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2024/,2024,1,13,scanned_needs_offbox_ocr
ocr,DPER,july-2019.pdf,https://assets.gov.ie/static/documents/july-2019.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2019/,2019,7,5,scanned_needs_offbox_ocr
ocr,DPER,july-to-december-2023.pdf,https://assets.gov.ie/static/documents/july-to-december-2023.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/minister-of-state-smyths-diaries/,2023,7,34,scanned_needs_offbox_ocr
ocr,DPER,july-to-december-2024-mos.pdf,https://assets.gov.ie/static/documents/july-to-december-2024-mos.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/minister-of-state-smyths-diaries/,2024,7,26,scanned_needs_offbox_ocr
ocr,DPER,july-to-september-1edfa5b3-a673-4bd2-bf3c-cc66458bfbd4.pdf,https://assets.gov.ie/static/documents/july-to-september-1edfa5b3-a673-4bd2-bf3c-cc66458bfbd4.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2024/,2024,7,13,scanned_needs_offbox_ocr
ocr,DPER,july-to-september.pdf,https://assets.gov.ie/static/documents/july-to-september.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2023/,2023,7,12,scanned_needs_offbox_ocr
ocr,DPER,june-2017-march-2018.pdf,https://assets.gov.ie/static/documents/june-2017-march-2018.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/minister-of-states-diaries/,2017,6,40,scanned_needs_offbox_ocr
ocr,DPER,june-2018-november-2018.pdf,https://assets.gov.ie/static/documents/june-2018-november-2018.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/minister-of-states-diaries/,2018,6,10,scanned_needs_offbox_ocr
ocr,DPER,june-2019-1116c379-8849-466e-961f-b1936d77fad0.pdf,https://assets.gov.ie/static/documents/june-2019-1116c379-8849-466e-961f-b1936d77fad0.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2019/,2019,6,5,scanned_needs_offbox_ocr
ocr,DPER,march-2018-may-2018.pdf,https://assets.gov.ie/static/documents/march-2018-may-2018.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/minister-of-states-diaries/,2018,3,10,scanned_needs_offbox_ocr
ocr,DPER,march-2019-c5e979aa-0dfa-4992-aa0c-33ea53ab5322.pdf,https://assets.gov.ie/static/documents/march-2019-c5e979aa-0dfa-4992-aa0c-33ea53ab5322.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2019/,2019,3,5,scanned_needs_offbox_ocr
ocr,DPER,may-2019.pdf,https://assets.gov.ie/static/documents/may-2019.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2019/,2019,5,5,scanned_needs_offbox_ocr
ocr,DPER,may-and-june.pdf,https://assets.gov.ie/static/documents/may-and-june.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2023/,2023,5,9,scanned_needs_offbox_ocr
ocr,DPER,minister-for-public-expenditure-and-reform-diary-april-2017.pdf,https://assets.gov.ie/static/documents/minister-for-public-expenditure-and-reform-diary-april-2017.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2017/,2017,4,5,scanned_needs_offbox_ocr
ocr,DPER,minister-for-public-expenditure-and-reform-diary-april-2018.pdf,https://assets.gov.ie/static/documents/minister-for-public-expenditure-and-reform-diary-april-2018.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2018/,2018,4,6,scanned_needs_offbox_ocr
ocr,DPER,minister-for-public-expenditure-and-reform-diary-august-2017.pdf,https://assets.gov.ie/static/documents/minister-for-public-expenditure-and-reform-diary-august-2017.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2017/,2017,8,5,scanned_needs_offbox_ocr
ocr,DPER,minister-for-public-expenditure-and-reform-diary-august-2018.pdf,https://assets.gov.ie/static/documents/minister-for-public-expenditure-and-reform-diary-august-2018.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2018/,2018,8,5,scanned_needs_offbox_ocr
ocr,DPER,minister-for-public-expenditure-and-reform-diary-december-2017.pdf,https://assets.gov.ie/static/documents/minister-for-public-expenditure-and-reform-diary-december-2017.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2017/,2017,12,5,scanned_needs_offbox_ocr
ocr,DPER,minister-for-public-expenditure-and-reform-diary-february-2017.pdf,https://assets.gov.ie/static/documents/minister-for-public-expenditure-and-reform-diary-february-2017.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2017/,2017,2,5,scanned_needs_offbox_ocr
ocr,DPER,minister-for-public-expenditure-and-reform-diary-february-2018.pdf,https://assets.gov.ie/static/documents/minister-for-public-expenditure-and-reform-diary-february-2018.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2018/,2018,2,5,scanned_needs_offbox_ocr
ocr,DPER,minister-for-public-expenditure-and-reform-diary-january-2017.pdf,https://assets.gov.ie/static/documents/minister-for-public-expenditure-and-reform-diary-january-2017.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2017/,2017,1,5,scanned_needs_offbox_ocr
ocr,DPER,minister-for-public-expenditure-and-reform-diary-january-2018.pdf,https://assets.gov.ie/static/documents/minister-for-public-expenditure-and-reform-diary-january-2018.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2018/,2018,1,5,scanned_needs_offbox_ocr
ocr,DPER,minister-for-public-expenditure-and-reform-diary-july-2017.pdf,https://assets.gov.ie/static/documents/minister-for-public-expenditure-and-reform-diary-july-2017.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2017/,2017,7,4,scanned_needs_offbox_ocr
ocr,DPER,minister-for-public-expenditure-and-reform-diary-july-2018.pdf,https://assets.gov.ie/static/documents/minister-for-public-expenditure-and-reform-diary-july-2018.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2018/,2018,7,6,scanned_needs_offbox_ocr
ocr,DPER,minister-for-public-expenditure-and-reform-diary-june-2017.pdf,https://assets.gov.ie/static/documents/minister-for-public-expenditure-and-reform-diary-june-2017.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2017/,2017,6,5,scanned_needs_offbox_ocr
ocr,DPER,minister-for-public-expenditure-and-reform-diary-june-2018.pdf,https://assets.gov.ie/static/documents/minister-for-public-expenditure-and-reform-diary-june-2018.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2018/,2018,6,5,scanned_needs_offbox_ocr
ocr,DPER,minister-for-public-expenditure-and-reform-diary-march-2017.pdf,https://assets.gov.ie/static/documents/minister-for-public-expenditure-and-reform-diary-march-2017.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2017/,2017,3,5,scanned_needs_offbox_ocr
ocr,DPER,minister-for-public-expenditure-and-reform-diary-march-2018.pdf,https://assets.gov.ie/static/documents/minister-for-public-expenditure-and-reform-diary-march-2018.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2018/,2018,3,5,scanned_needs_offbox_ocr
ocr,DPER,minister-for-public-expenditure-and-reform-diary-may-2017.pdf,https://assets.gov.ie/static/documents/minister-for-public-expenditure-and-reform-diary-may-2017.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2017/,2017,5,5,scanned_needs_offbox_ocr
ocr,DPER,minister-for-public-expenditure-and-reform-diary-may-2018.pdf,https://assets.gov.ie/static/documents/minister-for-public-expenditure-and-reform-diary-may-2018.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2018/,2018,5,5,scanned_needs_offbox_ocr
ocr,DPER,minister-for-public-expenditure-and-reform-diary-november-2017.pdf,https://assets.gov.ie/static/documents/minister-for-public-expenditure-and-reform-diary-november-2017.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2017/,2017,11,4,scanned_needs_offbox_ocr
ocr,DPER,minister-for-public-expenditure-and-reform-diary-october-2017.pdf,https://assets.gov.ie/static/documents/minister-for-public-expenditure-and-reform-diary-october-2017.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2017/,2017,10,5,scanned_needs_offbox_ocr
ocr,DPER,minister-for-public-expenditure-and-reform-diary-october-2018.pdf,https://assets.gov.ie/static/documents/minister-for-public-expenditure-and-reform-diary-october-2018.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2018/,2018,10,5,scanned_needs_offbox_ocr
ocr,DPER,minister-for-public-expenditure-and-reform-diary-september-2017.pdf,https://assets.gov.ie/static/documents/minister-for-public-expenditure-and-reform-diary-september-2017.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2017/,2017,9,4,scanned_needs_offbox_ocr
ocr,DPER,minister-for-public-expenditure-and-reform-diary-september-2018.pdf,https://assets.gov.ie/static/documents/minister-for-public-expenditure-and-reform-diary-september-2018.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/ministerial-diaries-2018/,2018,9,5,scanned_needs_offbox_ocr
ocr,DPER,minister-of-state-diary-2022.pdf,https://assets.gov.ie/static/documents/minister-of-state-diary-2022.pdf,https://www.gov.ie/en/department-of-public-expenditure-infrastructure-public-service-reform-and-digitalisation/collections/minister-of-state-smyths-diaries/,2022,,52,scanned_needs_offbox_ocr
