source_id,name,group,registry,cadence,cadence_days,next_expected,release_window,poller,runner,test_packages,curated,notes
public_body_payments:ie_hpra,Health Products Regulatory Authority (HPRA),public_body_payments,source_registry,monthly,30,,,procurement_public_body_extract,cloud,extractors/test_procurement_period_from_url.py; extractors/test_public_body_emit_rows.py; extractors/test_public_body_extract.py; extractors/test_public_body_payments_privacy.py,no,"AUTO-SEEDED — set cadence + next_expected, then curated=yes"
public_body_payments:ie_hsa,Health and Safety Authority,public_body_payments,source_registry,monthly,30,,,procurement_public_body_extract,cloud,extractors/test_procurement_period_from_url.py; extractors/test_public_body_emit_rows.py; extractors/test_public_body_extract.py; extractors/test_public_body_payments_privacy.py,no,"AUTO-SEEDED — set cadence + next_expected, then curated=yes"
public_body_payments:ie_loetb,Laois & Offaly ETB,public_body_payments,source_registry,monthly,30,,,procurement_public_body_extract,cloud,extractors/test_procurement_period_from_url.py; extractors/test_public_body_emit_rows.py; extractors/test_public_body_extract.py; extractors/test_public_body_payments_privacy.py,no,"AUTO-SEEDED — set cadence + next_expected, then curated=yes"
public_body_payments:ie_marine,Marine Institute,public_body_payments,source_registry,monthly,30,,,procurement_public_body_extract,cloud,extractors/test_procurement_period_from_url.py; extractors/test_public_body_emit_rows.py; extractors/test_public_body_extract.py; extractors/test_public_body_payments_privacy.py,no,"AUTO-SEEDED — set cadence + next_expected, then curated=yes"
public_body_payments:ie_mtu,Munster Technological University (MTU),public_body_payments,source_registry,monthly,30,,,procurement_public_body_extract,cloud,extractors/test_procurement_period_from_url.py; extractors/test_public_body_emit_rows.py; extractors/test_public_body_extract.py; extractors/test_public_body_payments_privacy.py,no,"AUTO-SEEDED — set cadence + next_expected, then curated=yes"
public_body_payments:ie_nli,National Library of Ireland,public_body_payments,source_registry,monthly,30,,,procurement_public_body_extract,cloud,extractors/test_procurement_period_from_url.py; extractors/test_public_body_emit_rows.py; extractors/test_public_body_extract.py; extractors/test_public_body_payments_privacy.py,no,"AUTO-SEEDED — set cadence + next_expected, then curated=yes"
public_body_payments:ie_ntma,National Treasury Management Agency (NTMA),public_body_payments,source_registry,monthly,30,,,procurement_public_body_extract,cloud,extractors/test_procurement_period_from_url.py; extractors/test_public_body_emit_rows.py; extractors/test_public_body_extract.py; extractors/test_public_body_payments_privacy.py,no,"AUTO-SEEDED — set cadence + next_expected, then curated=yes"
public_body_payments:ie_opw,Office of Public Works,public_body_payments,source_registry,monthly,30,,,procurement_public_body_extract,residential,extractors/test_procurement_period_from_url.py; extractors/test_public_body_emit_rows.py; extractors/test_public_body_extract.py; extractors/test_public_body_payments_privacy.py,no,"AUTO-SEEDED — set cadence + next_expected, then curated=yes"
public_body_payments:ie_pobal,Pobal,public_body_payments,source_registry,monthly,30,,,procurement_public_body_extract,cloud,extractors/test_procurement_period_from_url.py; extractors/test_public_body_emit_rows.py; extractors/test_public_body_extract.py; extractors/test_public_body_payments_privacy.py,no,"AUTO-SEEDED — set cadence + next_expected, then curated=yes"
public_body_payments:ie_prisons,Irish Prison Service,public_body_payments,source_registry,monthly,30,,,procurement_public_body_extract,cloud,extractors/test_procurement_period_from_url.py; extractors/test_public_body_emit_rows.py; extractors/test_public_body_extract.py; extractors/test_public_body_payments_privacy.py,no,"AUTO-SEEDED — set cadence + next_expected, then curated=yes"
public_body_payments:ie_revenue,Revenue Commissioners,public_body_payments,source_registry,monthly,30,,,procurement_public_body_extract,cloud,extractors/test_procurement_period_from_url.py; extractors/test_public_body_emit_rows.py; extractors/test_public_body_extract.py; extractors/test_public_body_payments_privacy.py,no,"AUTO-SEEDED — set cadence + next_expected, then curated=yes"
public_body_payments:ie_screen,Screen Ireland,public_body_payments,source_registry,monthly,30,,,procurement_public_body_extract,cloud,extractors/test_procurement_period_from_url.py; extractors/test_public_body_emit_rows.py; extractors/test_public_body_extract.py; extractors/test_public_body_payments_privacy.py,no,"AUTO-SEEDED — set cadence + next_expected, then curated=yes"
public_body_payments:ie_sportireland,Sport Ireland,public_body_payments,source_registry,monthly,30,,,procurement_public_body_extract,cloud,extractors/test_procurement_period_from_url.py; extractors/test_public_body_emit_rows.py; extractors/test_public_body_extract.py; extractors/test_public_body_payments_privacy.py,no,"AUTO-SEEDED — set cadence + next_expected, then curated=yes"
public_body_payments:ie_tailte,Tailte Éireann,public_body_payments,source_registry,monthly,30,,,procurement_public_body_extract,cloud,extractors/test_procurement_period_from_url.py; extractors/test_public_body_emit_rows.py; extractors/test_public_body_extract.py; extractors/test_public_body_payments_privacy.py,no,"AUTO-SEEDED — set cadence + next_expected, then curated=yes"
public_body_payments:ie_teagasc,Teagasc,public_body_payments,source_registry,monthly,30,,,procurement_public_body_extract,cloud,extractors/test_procurement_period_from_url.py; extractors/test_public_body_emit_rows.py; extractors/test_public_body_extract.py; extractors/test_public_body_payments_privacy.py,no,"AUTO-SEEDED — set cadence + next_expected, then curated=yes"
public_body_payments:ie_tii,Transport Infrastructure Ireland,public_body_payments,source_registry,monthly,30,,,procurement_public_body_extract,cloud,extractors/test_procurement_period_from_url.py; extractors/test_public_body_emit_rows.py; extractors/test_public_body_extract.py; extractors/test_public_body_payments_privacy.py,no,"AUTO-SEEDED — set cadence + next_expected, then curated=yes"
public_body_payments:ie_tudublin,Technological University Dublin,public_body_payments,source_registry,monthly,30,,,procurement_public_body_extract,cloud,extractors/test_procurement_period_from_url.py; extractors/test_public_body_emit_rows.py; extractors/test_public_body_extract.py; extractors/test_public_body_payments_privacy.py,no,"AUTO-SEEDED — set cadence + next_expected, then curated=yes"
public_body_payments:ie_tus,Technological University of the Shannon (TUS),public_body_payments,source_registry,monthly,30,,,procurement_public_body_extract,cloud,extractors/test_procurement_period_from_url.py; extractors/test_public_body_emit_rows.py; extractors/test_public_body_extract.py; extractors/test_public_body_payments_privacy.py,no,"AUTO-SEEDED — set cadence + next_expected, then curated=yes"
stateboards:register,Membership of State Boards (DPER register),stateboards,source_registry,monthly,60,,,stateboards_roster_extract,cloud,extractors/test_stateboards_roster_extract.py,yes,"AUTO-SEEDED — set cadence + next_expected, then curated=yes [curated stateboards_roster_extract stale_after_days=60]"
