local_authority,meeting,doc_type,power_class,power_type,n_hits,source_status
Wexford,County_Council_Meeting_Mins_2024_07_08.pdf,plenary_minutes,reserved_veto_part8,reserved,2,text
Wexford,County%20Council%20Meeting%2013.05.24%20-%20Minutes%20Amended.pdf,plenary_minutes,reserved_veto_s183,reserved,4,text
Wexford,County%20Council%20Meeting%2013.05.24%20%20Minutes_0.pdf,plenary_minutes,reserved_veto_s183,reserved,4,text
Wexford,County%20Council%20Meeting%208.04.24%20-%20Minutes.pdf,plenary_minutes,reserved_veto_s183,reserved,10,text
Wexford,County%20Council%20Meeting%208.04.24%20-%20Minutes.pdf,plenary_minutes,reserved_veto_part8,reserved,3,text
Wexford,County%20Council%20Meeting%2011.03.24%20-%20Minutes.pdf,plenary_minutes,reserved_veto_s183,reserved,3,text
Wexford,County%20Council%20Meeting%2011.03.24%20-%20Minutes.pdf,plenary_minutes,reserved_veto_part8,reserved,4,text
Wexford,County%20Council%20Meeting%2012.02.24%20-%20Minutes.pdf,plenary_minutes,reserved_veto_s183,reserved,3,text
Wexford,County%20Council%20Meeting%2012.02.24%20-%20Minutes.pdf,plenary_minutes,reserved_veto_part8,reserved,3,text
Wexford,County%20Council%20Meeting%2012.02.24%20-%20Minutes.pdf,plenary_minutes,exec_noted_annual,executive,2,text
Wexford,County%20Council%20Meeting%2008.01.24%20-%20Minutes.docx.pdf,plenary_minutes,reserved_veto_s183,reserved,4,text
Wexford,County%20Council%20Meeting%2008.01.24%20-%20Minutes.docx.pdf,plenary_minutes,reserved_veto_part8,reserved,2,text
Wicklow,Minutes Ordinary 12th January 2026 s.pdf,plenary_minutes,reserved_veto_s183,reserved,2,ocr_winocr
Wicklow,Minutes Ordinary 2nd March 2026 s.pdf,plenary_minutes,reserved_veto_s183,reserved,3,ocr_winocr
Wicklow,Minutes Ordinary 2nd March 2026 s.pdf,plenary_minutes,reserved_veto_part8,reserved,1,ocr_winocr
Wicklow,minutes special 30th March 2026s.pdf,plenary_minutes,reserved_real_devplan,reserved,12,ocr_winocr
Wicklow,Minutes Ordinary 13th April 2026s.pdf,plenary_minutes,reserved_real_devplan,reserved,4,ocr_winocr
Wicklow,Minutes Ordinary 13th April 2026s.pdf,plenary_minutes,reserved_veto_s183,reserved,17,ocr_winocr
Wicklow,Minutes Ordinary 11th May 2026 s.pdf,plenary_minutes,reserved_veto_s183,reserved,3,ocr_winocr
Wicklow,Minutes Ordinary 8th June 2026s.pdf,plenary_minutes,reserved_veto_s183,reserved,9,ocr_winocr
Wicklow,Minutes Ordinary 13th January 2025.pdf,plenary_minutes,reserved_veto_s183,reserved,2,text
Wicklow,Minutes Ordinary 10th February 2025.pdf,plenary_minutes,reserved_real_devplan,reserved,5,text
Wicklow,Minutes Ordinary 3rd March 2025.pdf,plenary_minutes,reserved_real_devplan,reserved,5,text
Wicklow,Minutes Ordinary 3rd March 2025.pdf,plenary_minutes,reserved_veto_s183,reserved,5,text
Wicklow,Minutes Ordinary 3rd March 2025.pdf,plenary_minutes,reserved_veto_part8,reserved,2,text
Wicklow,Minutes Ordinary 7th April 2025.pdf,plenary_minutes,reserved_veto_s183,reserved,7,text
Wicklow,Minutes Ordinary 12th May 2025.pdf,plenary_minutes,reserved_real_devplan,reserved,6,text
Wicklow,Minutes Ordinary 12th May 2025.pdf,plenary_minutes,reserved_veto_s183,reserved,4,text
Wicklow,Minutes Ordinary 9th June 2025.pdf,plenary_minutes,reserved_veto_s183,reserved,6,text
Wicklow,Minutes Ordinary 7th July 2025.pdf,plenary_minutes,reserved_real_lpt,reserved,22,text
Wicklow,Minutes Ordinary 7th July 2025.pdf,plenary_minutes,reserved_veto_s183,reserved,4,text
Wicklow,Minutes Special 16th June 2025.pdf,plenary_minutes,reserved_real_devplan,reserved,12,text
Wicklow,Minutes Ordinary 1st September 2025.pdf,plenary_minutes,reserved_veto_s183,reserved,9,text
Wicklow,Minutes Ordinary 6th October 2025.pdf,plenary_minutes,reserved_real_devplan,reserved,1,text
Wicklow,Minutes Ordinary 6th October 2025.pdf,plenary_minutes,reserved_veto_s183,reserved,5,text
Wicklow,Minutes Ordinary 6th October 2025.pdf,plenary_minutes,reserved_veto_part8,reserved,3,text
Wicklow,Minutes Ordinary 3rd November 2025 s.pdf,plenary_minutes,reserved_veto_s183,reserved,4,ocr_winocr
Wicklow,Minutes Ordinary 3rd November 2025 s.pdf,plenary_minutes,reserved_veto_part8,reserved,1,ocr_winocr
Wicklow,Minutes Annual budget 24th November 2025.pdf,plenary_minutes,reserved_real_budget,reserved,11,ocr_winocr
Wicklow,Minutes Annual budget 24th November 2025.pdf,plenary_minutes,reserved_real_lpt,reserved,22,ocr_winocr
Wicklow,Minutes Annual budget 24th November 2025.pdf,plenary_minutes,reserved_real_rates,reserved,25,ocr_winocr
Wicklow,MINutes Ordinary 1st December 2025.1.pdf,plenary_minutes,reserved_veto_s183,reserved,1,ocr_winocr
Wicklow,Minutes ordinary 8th January 2024.pdf,plenary_minutes,reserved_veto_s183,reserved,4,text
Wicklow,Minutes ordinary 12th February 2024.pdf,plenary_minutes,reserved_veto_s183,reserved,9,text
Wicklow,Minutes ordinary 4th March 2024.pdf,plenary_minutes,reserved_veto_s183,reserved,9,text
Wicklow,Minutes ordinary 4th March 2024.pdf,plenary_minutes,reserved_veto_part8,reserved,1,text
Wicklow,Minutes ordinary 8th April 2024.pdf,plenary_minutes,reserved_veto_s183,reserved,4,text
Wicklow,Minutes ordinary 8th April 2024.pdf,plenary_minutes,reserved_super_matcontra,reserved,1,text
Wicklow,Minutes ordinary 13th May 2024 1.pdf,plenary_minutes,reserved_veto_s183,reserved,5,text
Dublin City,minutes_council_meeting_01_07_2024_pdf,plenary_minutes,reserved_veto_s183,reserved,3,text
Dublin City,minutes_council_meeting_01_07_2024_pdf,plenary_minutes,reserved_veto_part8,reserved,8,text
Dublin City,minutes_council_meeting_01_09_2025_pdf,plenary_minutes,reserved_real_lpt,reserved,8,text
Dublin City,minutes_council_meeting_01_09_2025_pdf,plenary_minutes,reserved_veto_s183,reserved,2,text
Dublin City,minutes_council_meeting_01_09_2025_pdf,plenary_minutes,reserved_veto_part8,reserved,3,text
Dublin City,minutes_council_meeting_01_12_2025_pdf,plenary_minutes,reserved_veto_s183,reserved,2,text
Dublin City,minutes_council_meeting_01_12_2025_pdf,plenary_minutes,reserved_veto_part8,reserved,3,text
Dublin City,minutes_council_meeting_02_09_2024_pdf,plenary_minutes,reserved_real_devplan,reserved,1,text
Dublin City,minutes_council_meeting_02_09_2024_pdf,plenary_minutes,reserved_veto_s183,reserved,2,text
Dublin City,minutes_council_meeting_02_09_2024_pdf,plenary_minutes,reserved_veto_part8,reserved,7,text
Dublin City,minutes_council_meeting_02_12_2024_pdf,plenary_minutes,reserved_veto_s183,reserved,1,text
Dublin City,minutes_council_meeting_02_12_2024_pdf,plenary_minutes,reserved_veto_part8,reserved,2,text
Dublin City,minutes_council_meeting_03_03_2025_pdf,plenary_minutes,reserved_real_budget,reserved,1,text
Dublin City,minutes_council_meeting_03_03_2025_pdf,plenary_minutes,reserved_veto_s183,reserved,3,text
Dublin City,minutes_council_meeting_03_03_2025_pdf,plenary_minutes,reserved_veto_part8,reserved,22,text
Dublin City,minutes_council_meeting_03_03_2025_pdf,plenary_minutes,exec_noted_mgmt,executive,1,text
Dublin City,minutes_council_meeting_03_03_2025_pdf,plenary_minutes,requisition_s140,reserved,1,text
Dublin City,minutes_council_meeting_03_11_2025_pdf,plenary_minutes,reserved_real_rates,reserved,1,text
Dublin City,minutes_council_meeting_03_11_2025_pdf,plenary_minutes,reserved_veto_s183,reserved,4,text
Dublin City,minutes_council_meeting_03_11_2025_pdf,plenary_minutes,reserved_veto_part8,reserved,5,text
Dublin City,minutes_council_meeting_04_03_2024_pdf,plenary_minutes,reserved_real_budget,reserved,1,text
Dublin City,minutes_council_meeting_04_03_2024_pdf,plenary_minutes,reserved_real_rates,reserved,1,text
Dublin City,minutes_council_meeting_04_03_2024_pdf,plenary_minutes,reserved_veto_s183,reserved,1,text
Dublin City,minutes_council_meeting_04_03_2024_pdf,plenary_minutes,reserved_veto_part8,reserved,5,text
Dublin City,minutes_council_meeting_04_11_2024_pdf,plenary_minutes,reserved_real_budget,reserved,2,text
Dublin City,minutes_council_meeting_04_11_2024_pdf,plenary_minutes,reserved_real_rates,reserved,1,text
Dublin City,minutes_council_meeting_04_11_2024_pdf,plenary_minutes,reserved_veto_s183,reserved,1,text
Dublin City,minutes_council_meeting_04_11_2024_pdf,plenary_minutes,reserved_veto_part8,reserved,6,text
Dublin City,minutes_council_meeting_06_01_2025_pdf,plenary_minutes,reserved_real_budget,reserved,2,text
Dublin City,minutes_council_meeting_06_01_2025_pdf,plenary_minutes,reserved_real_lpt,reserved,2,text
Dublin City,minutes_council_meeting_06_01_2025_pdf,plenary_minutes,reserved_veto_s183,reserved,2,text
Dublin City,minutes_council_meeting_06_01_2025_pdf,plenary_minutes,reserved_veto_part8,reserved,4,text
Dublin City,minutes_council_meeting_06_01_2025_pdf,plenary_minutes,exec_noted_mgmt,executive,1,text
Dublin City,minutes_council_meeting_06_10_2025_pdf,plenary_minutes,reserved_veto_s183,reserved,6,text
Dublin City,minutes_council_meeting_06_10_2025_pdf,plenary_minutes,reserved_veto_part8,reserved,8,text
Dublin City,minutes_council_meeting_07_04_2025_pdf,plenary_minutes,reserved_real_devplan,reserved,1,text
Dublin City,minutes_council_meeting_07_04_2025_pdf,plenary_minutes,reserved_veto_s183,reserved,2,text
Dublin City,minutes_council_meeting_07_04_2025_pdf,plenary_minutes,reserved_veto_part8,reserved,1,text
Dublin City,minutes_council_meeting_07_07_2025_pdf,plenary_minutes,reserved_real_lpt,reserved,1,text
Dublin City,minutes_council_meeting_07_07_2025_pdf,plenary_minutes,reserved_veto_s183,reserved,2,text
Dublin City,minutes_council_meeting_07_07_2025_pdf,plenary_minutes,reserved_veto_part8,reserved,1,text
Dublin City,minutes_council_meeting_07_10_2024_pdf,plenary_minutes,reserved_real_devplan,reserved,1,text
Dublin City,minutes_council_meeting_07_10_2024_pdf,plenary_minutes,reserved_real_lpt,reserved,22,text
Dublin City,minutes_council_meeting_07_10_2024_pdf,plenary_minutes,reserved_veto_s183,reserved,5,text
Dublin City,minutes_council_meeting_07_10_2024_pdf,plenary_minutes,reserved_veto_part8,reserved,6,text
Dublin City,minutes_council_meeting_08_01_2024_pdf,plenary_minutes,reserved_veto_s183,reserved,3,text
Dublin City,minutes_council_meeting_08_01_2024_pdf,plenary_minutes,reserved_veto_part8,reserved,8,text
Dublin City,minutes_council_meeting_08_04_2024_pdf,plenary_minutes,reserved_veto_s183,reserved,2,text
Dublin City,minutes_council_meeting_08_04_2024_pdf,plenary_minutes,reserved_veto_part8,reserved,4,text
Dublin City,minutes_council_meeting_09_02_2026_pdf,plenary_minutes,reserved_veto_s183,reserved,4,text
Dublin City,minutes_council_meeting_09_02_2026_pdf,plenary_minutes,reserved_veto_part8,reserved,7,text
Dublin City,minutes_council_meeting_09_06_2025_pdf,plenary_minutes,reserved_veto_s183,reserved,4,text
Dublin City,minutes_council_meeting_09_06_2025_pdf,plenary_minutes,reserved_veto_part8,reserved,4,text
Dublin City,minutes_council_meeting_10_02_2025_pdf,plenary_minutes,reserved_real_devplan,reserved,1,text
Dublin City,minutes_council_meeting_10_02_2025_pdf,plenary_minutes,reserved_veto_s183,reserved,3,text
Dublin City,minutes_council_meeting_10_02_2025_pdf,plenary_minutes,reserved_veto_part8,reserved,5,text
Dublin City,minutes_council_meeting_10_02_2025_pdf,plenary_minutes,exec_noted_mgmt,executive,1,text
Dublin City,minutes_council_meeting_11_05_2026_pdf,plenary_minutes,reserved_veto_s183,reserved,3,text
Dublin City,minutes_council_meeting_11_05_2026_pdf,plenary_minutes,reserved_veto_part8,reserved,13,text
Dublin City,minutes_council_meeting_12_01_2026_pdf,plenary_minutes,reserved_real_budget,reserved,1,text
Dublin City,minutes_council_meeting_12_01_2026_pdf,plenary_minutes,reserved_real_lpt,reserved,1,text
Dublin City,minutes_council_meeting_12_01_2026_pdf,plenary_minutes,reserved_veto_s183,reserved,2,text
Dublin City,minutes_council_meeting_12_01_2026_pdf,plenary_minutes,reserved_veto_part8,reserved,5,text
Dublin City,minutes_council_meeting_12_01_2026_pdf,plenary_minutes,exec_noted_mgmt,executive,2,text
Dublin City,minutes_council_meeting_12_02_2024_pdf,plenary_minutes,reserved_real_lpt,reserved,1,text
Dublin City,minutes_council_meeting_12_02_2024_pdf,plenary_minutes,reserved_veto_s183,reserved,2,text
Dublin City,minutes_council_meeting_12_02_2024_pdf,plenary_minutes,reserved_veto_part8,reserved,2,text
Dublin City,minutes_council_meeting_12_05_2025_pdf,plenary_minutes,reserved_veto_s183,reserved,3,text
Dublin City,minutes_council_meeting_12_05_2025_pdf,plenary_minutes,reserved_veto_part8,reserved,8,text
Dublin City,minutes_council_meeting_13_04_2026_pdf,plenary_minutes,reserved_real_lpt,reserved,14,text
Dublin City,minutes_council_meeting_13_04_2026_pdf,plenary_minutes,reserved_veto_s183,reserved,6,text
Dublin City,minutes_council_meeting_13_04_2026_pdf,plenary_minutes,reserved_veto_part8,reserved,4,text
Dublin City,minutes_council_meeting_13_05_2024_pdf,plenary_minutes,reserved_veto_s183,reserved,2,text
Dublin City,minutes_council_meeting_13_05_2024_pdf,plenary_minutes,reserved_veto_part8,reserved,14,text
Fingal,minutes_council_meeting_03_12_2024_pdf,plenary_minutes,reserved_real_rates,reserved,1,text
Fingal,minutes_council_meeting_07_07_2025_pdf,plenary_minutes,reserved_real_lpt,reserved,11,text
Fingal,minutes_council_meeting_07_07_2025_pdf,plenary_minutes,reserved_veto_s183,reserved,6,text
Fingal,minutes_council_meeting_08_04_2024_pdf,plenary_minutes,reserved_veto_s183,reserved,7,text
Fingal,minutes_council_meeting_08_04_2024_pdf,plenary_minutes,reserved_veto_part8,reserved,4,text
Fingal,minutes_council_meeting_08_04_2024_pdf,plenary_minutes,exec_noted_mgmt,executive,1,text
Fingal,minutes_council_meeting_08_06_2026_pdf,plenary_minutes,reserved_veto_s183,reserved,3,text
Fingal,minutes_council_meeting_08_06_2026_pdf,plenary_minutes,exec_noted_mgmt,executive,1,text
Fingal,minutes_council_meeting_08_07_2024_pdf,plenary_minutes,reserved_veto_s183,reserved,1,text
Fingal,minutes_council_meeting_08_09_2025_pdf,plenary_minutes,reserved_veto_s183,reserved,5,text
Fingal,minutes_council_meeting_08_09_2025_pdf,plenary_minutes,exec_noted_mgmt,executive,1,text
Fingal,minutes_council_meeting_08_12_2025_pdf,plenary_minutes,reserved_veto_s183,reserved,7,text
Fingal,minutes_council_meeting_09_02_2026_pdf,plenary_minutes,reserved_veto_s183,reserved,11,text
Fingal,minutes_council_meeting_09_02_2026_pdf,plenary_minutes,reserved_veto_part8,reserved,4,text
Fingal,minutes_council_meeting_09_02_2026_pdf,plenary_minutes,exec_noted_mgmt,executive,1,text
Fingal,minutes_council_meeting_09_03_2026_pdf,plenary_minutes,reserved_veto_s183,reserved,7,text
Fingal,minutes_council_meeting_09_03_2026_pdf,plenary_minutes,reserved_veto_part8,reserved,1,text
Fingal,minutes_council_meeting_09_03_2026_pdf,plenary_minutes,exec_noted_mgmt,executive,1,text
Fingal,minutes_council_meeting_09_06_2025_pdf,plenary_minutes,reserved_veto_s183,reserved,1,text
Fingal,minutes_council_meeting_09_06_2025_pdf,plenary_minutes,reserved_veto_part8,reserved,4,text
Fingal,minutes_council_meeting_09_06_2025_pdf,plenary_minutes,requisition_s140,reserved,1,text
Fingal,minutes_council_meeting_09_09_2024_pdf,plenary_minutes,reserved_veto_s183,reserved,4,text
Fingal,minutes_council_meeting_09_12_2024_pdf,plenary_minutes,reserved_veto_s183,reserved,8,text
Fingal,minutes_council_meeting_09_12_2024_pdf,plenary_minutes,reserved_veto_part8,reserved,1,text
Fingal,minutes_council_meeting_10_02_2025_pdf,plenary_minutes,reserved_veto_s183,reserved,4,text
Fingal,minutes_council_meeting_10_03_2025_pdf,plenary_minutes,reserved_veto_s183,reserved,7,text
Fingal,minutes_council_meeting_10_03_2025_pdf,plenary_minutes,reserved_veto_part8,reserved,2,text
Fingal,minutes_council_meeting_10_03_2025_pdf,plenary_minutes,exec_noted_mgmt,executive,1,text
Fingal,minutes_council_meeting_10_11_2025_pdf,plenary_minutes,reserved_veto_s183,reserved,3,text
Fingal,minutes_council_meeting_10_11_2025_pdf,plenary_minutes,exec_noted_mgmt,executive,1,text
Fingal,minutes_council_meeting_11_03_2024_pdf,plenary_minutes,reserved_veto_s183,reserved,5,text
Fingal,minutes_council_meeting_11_03_2024_pdf,plenary_minutes,reserved_veto_part8,reserved,3,text
Fingal,minutes_council_meeting_11_03_2024_pdf,plenary_minutes,exec_noted_annual,executive,1,text
Fingal,minutes_council_meeting_11_05_2026_pdf,plenary_minutes,reserved_veto_s183,reserved,3,text
Fingal,minutes_council_meeting_11_05_2026_pdf,plenary_minutes,reserved_veto_part8,reserved,2,text
Fingal,minutes_council_meeting_11_05_2026_pdf,plenary_minutes,exec_noted_mgmt,executive,1,text
Fingal,minutes_council_meeting_11_11_2024_pdf,plenary_minutes,reserved_veto_s183,reserved,6,text
Fingal,minutes_council_meeting_11_11_2024_pdf,plenary_minutes,exec_noted_mgmt,executive,1,text
Fingal,minutes_council_meeting_12_01_2026_pdf,plenary_minutes,reserved_veto_s183,reserved,2,text
Fingal,minutes_council_meeting_12_01_2026_pdf,plenary_minutes,reserved_veto_part8,reserved,2,text
Fingal,minutes_council_meeting_12_01_2026_pdf,plenary_minutes,exec_noted_mgmt,executive,1,text
Fingal,minutes_council_meeting_12_02_2024_pdf,plenary_minutes,reserved_veto_s183,reserved,3,text
Fingal,minutes_council_meeting_12_02_2024_pdf,plenary_minutes,reserved_veto_part8,reserved,3,text
Fingal,minutes_council_meeting_12_05_2025_pdf,plenary_minutes,reserved_veto_s183,reserved,4,text
Fingal,minutes_council_meeting_12_05_2025_pdf,plenary_minutes,exec_noted_mgmt,executive,1,text
Fingal,minutes_council_meeting_13_01_2025_pdf,plenary_minutes,reserved_veto_s183,reserved,7,text
Fingal,minutes_council_meeting_13_04_2026_pdf,plenary_minutes,reserved_veto_s183,reserved,3,text
Fingal,minutes_council_meeting_13_04_2026_pdf,plenary_minutes,reserved_veto_part8,reserved,1,text
Fingal,minutes_council_meeting_13_04_2026_pdf,plenary_minutes,exec_noted_annual,executive,1,text
Fingal,minutes_council_meeting_13_05_2024_pdf,plenary_minutes,reserved_veto_s183,reserved,1,text
Fingal,minutes_council_meeting_13_05_2024_pdf,plenary_minutes,reserved_veto_part8,reserved,5,text
Fingal,minutes_council_meeting_13_05_2024_pdf,plenary_minutes,exec_noted_mgmt,executive,1,text
Fingal,minutes_council_meeting_13_10_2025_pdf,plenary_minutes,reserved_veto_s183,reserved,3,text
Fingal,minutes_council_meeting_13_10_2025_pdf,plenary_minutes,reserved_veto_part8,reserved,2,text
Fingal,minutes_council_meeting_14_04_2025_pdf,plenary_minutes,reserved_veto_s183,reserved,6,text
Fingal,minutes_council_meeting_14_04_2025_pdf,plenary_minutes,exec_noted_annual,executive,1,text
Fingal,minutes_council_meeting_14_10_2024_pdf,plenary_minutes,reserved_real_lpt,reserved,8,text
Fingal,minutes_council_meeting_14_10_2024_pdf,plenary_minutes,reserved_veto_s183,reserved,10,text
Fingal,minutes_council_meeting_14_10_2024_pdf,plenary_minutes,exec_noted_mgmt,executive,1,text
Fingal,minutes_council_meeting_16_01_2024_pdf,plenary_minutes,reserved_real_devplan,reserved,1,text
Fingal,minutes_council_meeting_16_01_2024_pdf,plenary_minutes,reserved_veto_s183,reserved,9,text
Fingal,minutes_council_meeting_16_01_2024_pdf,plenary_minutes,reserved_veto_part8,reserved,2,text
Fingal,minutes_council_meeting_18_11_2025_pdf,plenary_minutes,reserved_real_budget,reserved,1,text
Fingal,minutes_council_meeting_18_11_2025_pdf,plenary_minutes,reserved_real_rates,reserved,1,text
Galway County,Adopted_20Minutes_20Special_20Meeting_2026th_20November_2020,plenary_minutes,reserved_veto_part8,reserved,1,text
Galway County,Minutes_2023_03_26_pdf,plenary_minutes,reserved_real_budget,reserved,1,text
Galway County,Minutes_2023_03_26_pdf,plenary_minutes,exec_noted_mgmt,executive,2,text
Galway County,Minutes_2025_05_2026_0_pdf,plenary_minutes,reserved_veto_s183,reserved,11,text
Galway County,Minutes_2025_05_2026_0_pdf,plenary_minutes,exec_noted_mgmt,executive,1,text
Galway County,Minutes_2027_04_2026_pdf,plenary_minutes,reserved_real_lpt,reserved,1,text
Galway County,Minutes_2027_04_2026_pdf,plenary_minutes,exec_noted_mgmt,executive,2,text
Galway County,Miontuairisc_C3_AD_20_20Minutes_2023_02_26_pdf,plenary_minutes,reserved_veto_part8,reserved,2,text
Galway County,Miontuairisc_C3_AD_20_20Minutes_2023_02_26_pdf,plenary_minutes,exec_noted_mgmt,executive,1,text
Galway County,Miontuairisc_C3_AD_20Speisialta_2016_02_2026_20_20Special_20,plenary_minutes,reserved_real_devplan,reserved,1,text
Galway County,Miontuairisc_C3_AD_20Speisialta_2016_02_2026_20_20Special_20,plenary_minutes,exec_noted_mgmt,executive,1,text
Cork County,full-council-meeting-minutes-11-05-2026.pdf,plenary_minutes,reserved_veto_s183,reserved,13,text
Cork County,full-council-meeting-minutes-27-04-2026.pdf,plenary_minutes,reserved_real_budget,reserved,1,text
Cork County,full-council-meeting-minutes-27-04-2026.pdf,plenary_minutes,reserved_veto_s183,reserved,7,text
Cork County,full-council-meeting-minutes-27-04-2026.pdf,plenary_minutes,reserved_veto_part8,reserved,5,text
Cork County,full-council-meeting-minutes-13-04-2026.pdf,plenary_minutes,reserved_veto_s183,reserved,5,text
Cork County,full-council-meeting-minutes-13-04-2026.pdf,plenary_minutes,reserved_veto_part8,reserved,7,text
Cork County,full-council-meeting-minutes-09-03-2026.pdf,plenary_minutes,reserved_real_lpt,reserved,2,text
Kerry,feb26.pdf,plenary_minutes,reserved_real_devplan,reserved,1,text
Kerry,feb26.pdf,plenary_minutes,reserved_veto_s183,reserved,4,text
Kerry,mar26.pdf,plenary_minutes,reserved_veto_s183,reserved,31,text
Kerry,april26.pdf,plenary_minutes,exec_noted_annual,executive,1,text
Kerry,may26.pdf,plenary_minutes,reserved_real_devplan,reserved,2,text
Kerry,may26.pdf,plenary_minutes,reserved_veto_s183,reserved,11,text
Kerry,may26.pdf,plenary_minutes,exec_noted_mgmt,executive,2,text
Kerry,dec2025.pdf,plenary_minutes,reserved_veto_s183,reserved,1,text
Kerry,budgetnov25.pdf,plenary_minutes,reserved_real_budget,reserved,5,text
Kerry,budgetnov25.pdf,plenary_minutes,reserved_real_lpt,reserved,10,text
Kerry,budgetnov25.pdf,plenary_minutes,reserved_real_rates,reserved,5,text
Kerry,budgetnov25.pdf,plenary_minutes,exec_noted_mgmt,executive,1,text
Kerry,oct25.pdf,plenary_minutes,reserved_real_budget,reserved,1,text
Kerry,sept25.pdf,plenary_minutes,reserved_real_devplan,reserved,1,text
Kerry,sept25.pdf,plenary_minutes,reserved_veto_s183,reserved,9,text
Kerry,spseptember25.pdf,plenary_minutes,reserved_veto_s183,reserved,9,text
Kerry,spsept25.pdf,plenary_minutes,reserved_real_devplan,reserved,1,text
Kerry,spsept25.pdf,plenary_minutes,reserved_veto_part8,reserved,1,text
Kerry,spjuly25.pdf,plenary_minutes,reserved_real_devplan,reserved,1,text
Kerry,spjuly25.pdf,plenary_minutes,exec_noted_mgmt,executive,1,text
Longford,minutes-june-meeting-of-longford-county-council.pdf,plenary_minutes,reserved_veto_s183,reserved,4,text
Longford,minutes-may-meeting-of-longford-county-council.pdf,plenary_minutes,reserved_veto_s183,reserved,2,text
Longford,minutes-special-may-meeting-of-longford-county-council.pdf,plenary_minutes,reserved_veto_s183,reserved,6,text
Longford,minutes-april-meeting-of-longford-county-council.pdf,plenary_minutes,reserved_veto_s183,reserved,2,text
Longford,minutes-april-meeting-of-longford-county-council.pdf,plenary_minutes,exec_noted_annual,executive,2,text
Longford,minutes-february-meeting-of-longford-county-council.pdf,plenary_minutes,reserved_veto_s183,reserved,2,text
Longford,minutes-january-meeting-of-longford-county-council.pdf,plenary_minutes,reserved_veto_s183,reserved,2,text
Meath,02-2025%20Minutes%20February%20Meath%20County%20Council.pdf,plenary_minutes,reserved_real_devplan,reserved,2,text
Meath,02-2025%20Minutes%20February%20Meath%20County%20Council.pdf,plenary_minutes,reserved_veto_s183,reserved,10,text
Meath,02-2025%20Minutes%2019th%20February%20Meath%20County%20Council.pdf,plenary_minutes,reserved_real_devplan,reserved,5,text
Meath,03-2025%20Minutes%20March%20Meath%20County%20Council.pdf,plenary_minutes,reserved_veto_s183,reserved,6,text
Meath,03-2025%20Minutes%20March%20Meath%20County%20Council.pdf,plenary_minutes,exec_noted_annual,executive,1,text
Meath,04-2025%20Minutes%20April%20Meath%20County%20Council.pdf,plenary_minutes,reserved_veto_s183,reserved,5,text
Meath,05-2025%20Minutes%20May%20Meath%20County%20Council.pdf,plenary_minutes,reserved_veto_s183,reserved,3,text
Meath,06-2025%20Minutes%20June%20Meath%20County%20Council.pdf,plenary_minutes,reserved_veto_s183,reserved,2,text
Meath,07-2025%20Minutes%20July%20Meath%20County%20Council.pdf,plenary_minutes,reserved_real_lpt,reserved,6,text
Meath,07-2025%20Minutes%20July%20Meath%20County%20Council.pdf,plenary_minutes,reserved_veto_s183,reserved,6,text
Meath,07-2025%20Minutes%20July%20Meath%20County%20Council.pdf,plenary_minutes,reserved_veto_part8,reserved,1,text
Meath,09-25%20Minutes%20September%20Meath%20County%20Council.pdf,plenary_minutes,reserved_veto_s183,reserved,2,text
Clare,2775,plenary_minutes,reserved_real_budget,reserved,1,html
Clare,2775,plenary_minutes,exec_noted_annual,executive,3,html
Clare,2772,plenary_minutes,reserved_real_budget,reserved,1,html
Clare,2771,plenary_minutes,reserved_veto_s183,reserved,17,html
Clare,2767,plenary_minutes,reserved_real_budget,reserved,2,html
Clare,2764,plenary_minutes,reserved_veto_s183,reserved,10,html
Clare,2758,plenary_minutes,reserved_real_devplan,reserved,2,html
Clare,2758,plenary_minutes,reserved_veto_part8,reserved,6,html
Clare,2758,plenary_minutes,exec_noted_mgmt,executive,2,html
Clare,2761,plenary_minutes,reserved_real_devplan,reserved,1,html
Clare,2761,plenary_minutes,reserved_veto_s183,reserved,3,html
Clare,2755,plenary_minutes,reserved_veto_s183,reserved,2,html
Clare,2755,plenary_minutes,reserved_veto_part8,reserved,4,html
Clare,2751,plenary_minutes,reserved_veto_s183,reserved,7,html
Clare,2751,plenary_minutes,reserved_veto_part8,reserved,8,html
Clare,2747,plenary_minutes,reserved_veto_s183,reserved,16,html
Clare,2747,plenary_minutes,exec_noted_annual,executive,1,html
Clare,2741,plenary_minutes,reserved_veto_s183,reserved,15,html
Clare,2741,plenary_minutes,exec_noted_annual,executive,2,html
Clare,2737,plenary_minutes,reserved_veto_s183,reserved,8,html
Clare,2737,plenary_minutes,reserved_veto_part8,reserved,1,html
Clare,2745,plenary_minutes,reserved_real_devplan,reserved,2,html
Clare,2745,plenary_minutes,exec_noted_mgmt,executive,7,html
Clare,2744,plenary_minutes,reserved_real_devplan,reserved,1,html
Clare,2744,plenary_minutes,reserved_veto_s183,reserved,4,html
Clare,2743,plenary_minutes,reserved_real_devplan,reserved,1,html
Clare,2743,plenary_minutes,reserved_real_lpt,reserved,1,html
Clare,2743,plenary_minutes,reserved_veto_s183,reserved,7,html
Clare,2743,plenary_minutes,reserved_veto_part8,reserved,8,html
Galway City,Minutes%20of%20February%202017%20Special%20Meeting%20of%20Galway%20City%20Counci,plenary_minutes,reserved_super_matcontra,reserved,2,text
