local_authority,meeting,doc_type,power_class,power_type,n_hits,source_status
Galway City,090516_01_Minutes.pdf,plenary_minutes,exec_noted_annual,executive,1,text
Galway City,170914_01_Minutes.pdf,plenary_minutes,reserved_real_lpt,reserved,7,text
Galway City,080914_01_Minutes.pdf,plenary_minutes,reserved_real_lpt,reserved,2,text
Galway City,080914_01_Minutes.pdf,plenary_minutes,reserved_veto_s183,reserved,3,text
Galway City,230614_03_Item%201c%20-%20minutes%20of%20special%20meeting%2021%207%202014.pdf,plenary_minutes,reserved_real_lpt,reserved,3,text
Meath,10-25%20Minutes%20October%20Meath%20County%20Council_Website.pdf,plenary_minutes,reserved_real_budget,reserved,1,text
Meath,10-25%20Minutes%20October%20Meath%20County%20Council_Website.pdf,plenary_minutes,reserved_veto_s183,reserved,12,text
Meath,11-2025%20Minutes%20November%20Meath%20County%20Council_Website.pdf,plenary_minutes,reserved_veto_s183,reserved,14,text
Meath,11-2025%20-%20Budget%20-%20Minutes%20November%20Meath%20County%20Council%20Statu,plenary_minutes,reserved_real_budget,reserved,5,text
Meath,11-2025%20-%20Budget%20-%20Minutes%20November%20Meath%20County%20Council%20Statu,plenary_minutes,reserved_real_rates,reserved,1,text
Meath,12-2025%20Minutes%20December%20Meath%20County%20Council.pdf,plenary_minutes,reserved_real_budget,reserved,2,text
Meath,12-2025%20Minutes%20December%20Meath%20County%20Council.pdf,plenary_minutes,reserved_real_devplan,reserved,2,text
Meath,12-2025%20Minutes%20December%20Meath%20County%20Council.pdf,plenary_minutes,reserved_veto_s183,reserved,4,text
Wexford,County%20Council%20Meeting%2011.12.23%20-%20Minutes.docx.pdf,plenary_minutes,reserved_real_budget,reserved,2,text
Wexford,County%20Council%20Meeting%2011.12.23%20-%20Minutes.docx.pdf,plenary_minutes,reserved_veto_s183,reserved,2,text
Wexford,County%20Council%20Meeting%2011.12.23%20-%20Minutes.docx.pdf,plenary_minutes,reserved_veto_part8,reserved,4,text
Wexford,County%20Council%20Meeting%2011.12.23%20-%20Minutes.docx.pdf,plenary_minutes,exec_noted_annual,executive,1,text
Wexford,Statutory-Budget-Meeting-04.12.23-Minutes.pdf,plenary_minutes,reserved_real_budget,reserved,8,text
Wexford,Statutory-Budget-Meeting-04.12.23-Minutes.pdf,plenary_minutes,reserved_real_lpt,reserved,3,text
Wexford,Statutory-Budget-Meeting-04.12.23-Minutes.pdf,plenary_minutes,reserved_real_rates,reserved,5,text
Wexford,Special-County-Council-Meeting-29.11.23-Minutes.pdf,plenary_minutes,requisition_s140,reserved,5,text
Wexford,County-Council-Meeting-13.11.23-Minutes.pdf,plenary_minutes,reserved_veto_s183,reserved,7,text
Wexford,County-Council-Meeting-13.11.23-Minutes.pdf,plenary_minutes,reserved_veto_part8,reserved,2,text
Wexford,County-Council-Meeting-09.10.23-Minutes_0.pdf,plenary_minutes,reserved_veto_s183,reserved,4,text
Wexford,County-Council-Meeting-11.09.23-Minutes.pdf,plenary_minutes,reserved_real_budget,reserved,1,text
Wexford,County-Council-Meeting-11.09.23-Minutes.pdf,plenary_minutes,reserved_real_lpt,reserved,4,text
Wexford,County-Council-Meeting-11.09.23-Minutes.pdf,plenary_minutes,reserved_veto_part8,reserved,1,text
Wexford,County-Council-Meeting-10.07.23-Minutes.pdf,plenary_minutes,reserved_veto_s183,reserved,3,text
Wexford,County-Council-Meeting-12.06.23-Minutes.pdf,plenary_minutes,reserved_veto_s183,reserved,9,text
Wexford,County-Council-Meeting-11.04.23-Minutes.pdf,plenary_minutes,reserved_veto_s183,reserved,2,text
Wexford,County-Council-Meeting-Minutes-13.02.23.pdf,plenary_minutes,reserved_veto_part8,reserved,3,text
Wexford,County-Council-Meeting-Minutes-13.02.23.pdf,plenary_minutes,exec_noted_annual,executive,3,text
Wexford,County-Council-Meeting-Minutes-09.01.23.pdf,plenary_minutes,reserved_veto_s183,reserved,2,text
Wexford,County-Council-Meeting-Minutes-09.01.23.pdf,plenary_minutes,reserved_veto_part8,reserved,2,text
Wexford,County-Council-Meeting-Minutes-12.12.22.pdf,plenary_minutes,reserved_real_budget,reserved,2,text
Wexford,County-Council-Meeting-Minutes-12.12.22.pdf,plenary_minutes,reserved_veto_part8,reserved,2,text
Wexford,Special-Housing-County-Council-Meeting-05.12.22-Minutes.pdf,plenary_minutes,reserved_veto_part8,reserved,1,text
Wexford,Statutory-Budget-Meeting-28.11.22-Minutes.pdf,plenary_minutes,reserved_real_budget,reserved,10,text
Wexford,Statutory-Budget-Meeting-28.11.22-Minutes.pdf,plenary_minutes,reserved_real_lpt,reserved,3,text
Wexford,Statutory-Budget-Meeting-28.11.22-Minutes.pdf,plenary_minutes,reserved_real_rates,reserved,8,text
Wexford,County-Council-Meeting-14.11.22-Minutes.pdf,plenary_minutes,reserved_veto_s183,reserved,4,text
Wexford,County-Council-Meeting-10.10.22-Minutes.pdf,plenary_minutes,reserved_real_lpt,reserved,6,text
Wexford,County-Council-Meeting-10.10.22-Minutes.pdf,plenary_minutes,reserved_veto_s183,reserved,3,text
Wexford,County-Council-Meeting-10.10.22-Minutes.pdf,plenary_minutes,reserved_veto_part8,reserved,5,text
Wexford,County-Council-Meeting-12.09.22-Minutes.pdf,plenary_minutes,reserved_real_budget,reserved,3,text
Wexford,County-Council-Meeting-12.09.22-Minutes.pdf,plenary_minutes,reserved_real_lpt,reserved,6,text
Wexford,County-Council-Meeting-12.09.22-Minutes.pdf,plenary_minutes,exec_noted_annual,executive,2,text
Wexford,County-Council-Meeting-11.07.22-Minutes.pdf,plenary_minutes,reserved_veto_s183,reserved,2,text
Wexford,County-Council-Meeting-11.07.22-Minutes.pdf,plenary_minutes,reserved_veto_part8,reserved,5,text
Wexford,County-Council-Meeting-13.06.22-Minutes.pdf,plenary_minutes,reserved_veto_s183,reserved,2,text
Wexford,County-Council-Meeting-Minutes-9th-May-2022.pdf,plenary_minutes,reserved_real_devplan,reserved,1,text
Wexford,County-Council-Meeting-Minutes-9th-May-2022.pdf,plenary_minutes,reserved_veto_s183,reserved,4,text
Wexford,County-Council-Meeting-Minutes-11th-April-2022.pdf,plenary_minutes,reserved_veto_s183,reserved,2,text
Wexford,County-Council-Meeting-10.01.22-Minutes.pdf,plenary_minutes,reserved_veto_s183,reserved,3,text
Wexford,County-Council-Meeting-10.01.22-Minutes.pdf,plenary_minutes,reserved_veto_part8,reserved,1,text
Wexford,County-Council-Meeting-10.01.22-Minutes.pdf,plenary_minutes,exec_noted_annual,executive,1,text
Wexford,County-Council-Meeting-12.07.21-Minutes.pdf,plenary_minutes,reserved_real_lpt,reserved,5,text
Wexford,County-Council-Meeting-12.07.21-Minutes.pdf,plenary_minutes,reserved_veto_part8,reserved,1,text
Wexford,County-Council-Meeting-Minutes-13.12.21.pdf,plenary_minutes,reserved_veto_s183,reserved,5,text
Wexford,County-Council-Meeting-Minutes-13.12.21.pdf,plenary_minutes,reserved_veto_part8,reserved,1,text
Wexford,County-Council-Budget-Meeting-29.11.21-Minutes.pdf,plenary_minutes,reserved_real_budget,reserved,2,text
Wexford,County-Council-Budget-Meeting-29.11.21-Minutes.pdf,plenary_minutes,reserved_real_lpt,reserved,1,text
Wexford,County-Council-Budget-Meeting-29.11.21-Minutes.pdf,plenary_minutes,reserved_real_rates,reserved,2,text
Wexford,County-Council-Meeting-8.11.21-2.30pm-Minutes.pdf,plenary_minutes,reserved_veto_s183,reserved,2,text
Wexford,County-Council-Meeting-11.10.21-Minutes.pdf,plenary_minutes,reserved_veto_part8,reserved,1,text
Wexford,County-Council-Meeting-13.9.21-Minutes.pdf,plenary_minutes,reserved_veto_s183,reserved,3,text
Wexford,County-Council-Meeting-13.9.21-Minutes.pdf,plenary_minutes,reserved_veto_part8,reserved,1,text
Wexford,Special-Planning-Meeting-14.06.21-Minutes.pdf,plenary_minutes,reserved_veto_part8,reserved,1,text
Wexford,County-Council-Meeting-14.06.21-Minutes.pdf,plenary_minutes,reserved_veto_s183,reserved,4,text
Wexford,County-Council-Meeting-14.06.21-Minutes.pdf,plenary_minutes,reserved_super_matcontra,reserved,1,text
Wexford,County-Council-Special-Planning-Meeting-26.04.21-Minutes.pdf,plenary_minutes,reserved_real_devplan,reserved,1,text
Wexford,County-Council-Meeting-12.04.21-Minutes.pdf,plenary_minutes,reserved_veto_s183,reserved,5,text
Wexford,County-Council-Meeting-08.03.21-Minutes_0.pdf,plenary_minutes,reserved_veto_part8,reserved,1,text
Wexford,Special-County-Council-Meeting-22.02.21-Minutes.pdf,plenary_minutes,reserved_veto_part8,reserved,1,text
Wexford,County-Council-Meeting-08.02.21-Minutes.pdf,plenary_minutes,reserved_veto_s183,reserved,4,text
Wexford,County-Council-Meeting-11.01.21-Minutes.pdf,plenary_minutes,reserved_veto_s183,reserved,4,text
Wexford,County-Council-Meeting-14.12.20-Minutes.pdf,plenary_minutes,reserved_real_budget,reserved,1,text
Wexford,County-Council-Meeting-14.12.20-Minutes.pdf,plenary_minutes,reserved_veto_part8,reserved,1,text
Wexford,County-Council-Budget-Meeting-Minutes-30.11.20.pdf,plenary_minutes,reserved_real_budget,reserved,4,text
Wexford,County-Council-Budget-Meeting-Minutes-30.11.20.pdf,plenary_minutes,reserved_real_lpt,reserved,4,text
Wexford,County-Council-Budget-Meeting-Minutes-30.11.20.pdf,plenary_minutes,reserved_real_rates,reserved,4,text
Wexford,County-Council-Meeting-Minutes-09.11.2020.pdf,plenary_minutes,reserved_veto_s183,reserved,3,text
Wexford,County-Council-Meeting-Minutes-09.11.2020.pdf,plenary_minutes,reserved_veto_part8,reserved,1,text
Wexford,Final-County-Council-Meeting-Minutes-14-Sept-2020.pdf,plenary_minutes,reserved_real_budget,reserved,3,text
Wexford,Final-County-Council-Meeting-Minutes-14-Sept-2020.pdf,plenary_minutes,reserved_real_lpt,reserved,6,text
Wexford,Final-County-Council-Meeting-Minutes-14-Sept-2020.pdf,plenary_minutes,reserved_veto_s183,reserved,2,text
Wexford,County-Council-Meeting-27.07.20-Minutes.pdf,plenary_minutes,reserved_veto_s183,reserved,1,text
Wexford,County-Council-Meeting-27.07.20-Minutes.pdf,plenary_minutes,reserved_veto_part8,reserved,1,text
Wexford,County-Council-Meeting-Minutes-29.06.2020.pdf,plenary_minutes,reserved_veto_s183,reserved,2,text
Wexford,County-Council-Meeting-Minutes-09.03.2020.pdf,plenary_minutes,reserved_veto_s183,reserved,5,text
Wexford,Final-County-Council-Meeting-Minutes-13.01.2020.pdf,plenary_minutes,reserved_veto_s183,reserved,4,text
Wexford,Final-County-Council-Meeting-Minutes-13.01.2020.pdf,plenary_minutes,reserved_veto_part8,reserved,1,text
Wexford,Final-County-Council-Meeting-09-12-19.pdf,plenary_minutes,reserved_real_budget,reserved,1,text
Wexford,Final-County-Council-Meeting-09-12-19.pdf,plenary_minutes,reserved_veto_part8,reserved,1,text
Wexford,Final-Statutory-Budget-Meeting-25.11.19.pdf,plenary_minutes,reserved_real_budget,reserved,8,text
Wexford,Final-Statutory-Budget-Meeting-25.11.19.pdf,plenary_minutes,reserved_real_lpt,reserved,1,text
Wexford,Final-Statutory-Budget-Meeting-25.11.19.pdf,plenary_minutes,reserved_real_rates,reserved,7,text
Wexford,County-Council-Meeting-11.11.19_0.pdf,plenary_minutes,reserved_veto_s183,reserved,5,text
Wexford,County-Council-Meeting-11.11.19_0.pdf,plenary_minutes,reserved_veto_part8,reserved,1,text
Wexford,Final-County-Council-Meeting-14-10-19.pdf,plenary_minutes,reserved_real_lpt,reserved,1,text
Wexford,Final-County-Council-Meeting-14-10-19.pdf,plenary_minutes,reserved_real_rates,reserved,1,text
Wexford,Final-County-Council-Meeting-14-10-19.pdf,plenary_minutes,reserved_veto_s183,reserved,6,text
Wexford,County-Council-Meeting-09-09-19-as-amended.pdf,plenary_minutes,reserved_real_lpt,reserved,10,text
Wexford,County-Council-Meeting-09-09-19-as-amended.pdf,plenary_minutes,reserved_veto_s183,reserved,4,text
Wicklow,Minutes Ordinary 1st July 2024.pdf,plenary_minutes,reserved_veto_s183,reserved,3,text
Wicklow,Minutes Ordinary 2nd September 2024.pdf,plenary_minutes,reserved_veto_s183,reserved,13,text
Wicklow,Minutes Ordinary 2nd September 2024.pdf,plenary_minutes,reserved_veto_part8,reserved,1,text
Wicklow,Minutes Ordinary 7th October 2024.pdf,plenary_minutes,reserved_veto_s183,reserved,2,text
Wicklow,Minutes Ordinary 7th October 2024.pdf,plenary_minutes,reserved_veto_part8,reserved,2,text
Wicklow,Minutes Ordinary 14th October 2024.pdf,plenary_minutes,reserved_real_lpt,reserved,24,text
Wicklow,Minutes Ordinary 4th November 2024.pdf,plenary_minutes,reserved_veto_part8,reserved,4,text
Wicklow,Minutes - Budget 25th November 2024.pdf,plenary_minutes,reserved_real_budget,reserved,12,text
Wicklow,Minutes - Budget 25th November 2024.pdf,plenary_minutes,reserved_real_lpt,reserved,24,text
Wicklow,Minutes - Budget 25th November 2024.pdf,plenary_minutes,reserved_real_rates,reserved,13,text
Wicklow,Minutes Ordinary 2nd December 2024.pdf,plenary_minutes,reserved_veto_s183,reserved,7,text
Wicklow,Minutes Ordinary 2nd December 2024.pdf,plenary_minutes,reserved_veto_part8,reserved,2,text
Wicklow,Minutes ordinary 4th September 2023.pdf,plenary_minutes,reserved_veto_s183,reserved,10,text
Wicklow,Minutes ordinary 2nd October 2023d.pdf,plenary_minutes,reserved_real_lpt,reserved,1,text
Wicklow,Minutes special 9th October 2023.pdf,plenary_minutes,reserved_real_lpt,reserved,23,text
Wicklow,Minutes ordinary 6th November 2023.pdf,plenary_minutes,reserved_veto_part8,reserved,2,text
Wicklow,Minutes - Budget 27th November 2023.pdf,plenary_minutes,reserved_real_budget,reserved,10,text
Wicklow,Minutes - Budget 27th November 2023.pdf,plenary_minutes,reserved_real_lpt,reserved,25,text
Wicklow,Minutes - Budget 27th November 2023.pdf,plenary_minutes,reserved_real_rates,reserved,13,text
Wicklow,Minutes ordinary 4th December 2023.pdf,plenary_minutes,reserved_veto_s183,reserved,1,text
Wicklow,Ordinary Meeting 11 January 2021.pdf,plenary_minutes,reserved_veto_s183,reserved,1,text
Wicklow,Transcript Special meeting 25 January 2021.pdf,plenary_minutes,reserved_veto_part8,reserved,1,text
Wicklow,Transcript Ordinary 01 02 2021.pdf,plenary_minutes,reserved_veto_part8,reserved,6,text
Wicklow,Transcript Ordinary meeting 1st March 2021.pdf,plenary_minutes,reserved_veto_s183,reserved,6,text
Wicklow,Transcript Ordinary meeting 1st March 2021.pdf,plenary_minutes,reserved_veto_part8,reserved,8,text
Wicklow,13 01 2020 Ordinary meeting of Wicklow County Council.pdf,plenary_minutes,reserved_real_lpt,reserved,1,text
Wicklow,03 02 2020 Ordinary Meeting of Wicklow County Council.pdf,plenary_minutes,reserved_real_lpt,reserved,1,text
Wicklow,03 02 2020 Ordinary Meeting of Wicklow County Council.pdf,plenary_minutes,reserved_veto_part8,reserved,5,text
Wicklow,Transcript 02 03 2020.pdf,plenary_minutes,reserved_veto_s183,reserved,6,text
Wicklow,Transcript 02 03 2020.pdf,plenary_minutes,reserved_veto_part8,reserved,1,text
Wicklow,Ordinary Meeting 15th June.pdf,plenary_minutes,reserved_real_budget,reserved,1,text
Wicklow,Ordinary Meeting 15th June.pdf,plenary_minutes,reserved_veto_s183,reserved,2,text
Wicklow,Ordinary Meeting 15th June.pdf,plenary_minutes,exec_noted_annual,executive,1,text
Wicklow,Transcript 07 September 2020.pdf,plenary_minutes,reserved_real_devplan,reserved,2,text
Wicklow,Transcript 07 September 2020.pdf,plenary_minutes,reserved_real_lpt,reserved,17,text
Wicklow,Transcript 07 September 2020.pdf,plenary_minutes,reserved_veto_s183,reserved,1,text
Wicklow,Transcript 07 September 2020.pdf,plenary_minutes,reserved_veto_part8,reserved,1,text
Wicklow,Transcript LPT 21 September 2020.pdf,plenary_minutes,reserved_real_budget,reserved,3,text
Wicklow,Transcript LPT 21 September 2020.pdf,plenary_minutes,reserved_real_lpt,reserved,63,text
Wicklow,Transcript Budget 23 November 2020.pdf,plenary_minutes,reserved_real_budget,reserved,2,text
Wicklow,Transcript Budget 23 November 2020.pdf,plenary_minutes,reserved_real_lpt,reserved,15,text
Wicklow,Transcript Budget 23 November 2020.pdf,plenary_minutes,reserved_real_rates,reserved,6,text
Wicklow,Transcript Budget 23 November 2020.pdf,plenary_minutes,reserved_veto_s183,reserved,2,text
Wicklow,Transcript 04 11 19.pdf,plenary_minutes,reserved_real_lpt,reserved,2,text
Wicklow,Transcript 07-10-19.pdf,plenary_minutes,reserved_veto_s183,reserved,2,text
Wicklow,Transcript 07-10-19.pdf,plenary_minutes,reserved_veto_part8,reserved,1,text
Wicklow,Transcript LPT 23-09-19.pdf,plenary_minutes,reserved_real_lpt,reserved,74,text
Wicklow,Transcript 02-09-2019.pdf,plenary_minutes,reserved_real_lpt,reserved,3,text
Wicklow,Transcript 02-09-2019.pdf,plenary_minutes,reserved_veto_s183,reserved,1,text
Wicklow,Transcript 02-09-2019.pdf,plenary_minutes,reserved_veto_part8,reserved,2,text
Wicklow,Transcript 01-07-2019.pdf,plenary_minutes,reserved_veto_s183,reserved,3,text
Wicklow,Transcript 01-07-2019.pdf,plenary_minutes,reserved_veto_part8,reserved,2,text
Wicklow,Transcript 29-04-20.19.pdf,plenary_minutes,reserved_veto_s183,reserved,1,text
Wicklow,Transcript 01-04-2019.pdf,plenary_minutes,reserved_real_devplan,reserved,1,text
Wicklow,Transcript 01-04-2019.pdf,plenary_minutes,reserved_real_rates,reserved,3,text
Wicklow,Transcript 04-03-2019.pdf,plenary_minutes,reserved_veto_part8,reserved,1,text
Wicklow,Transcript 04-02-2019.pdf,plenary_minutes,reserved_real_rates,reserved,11,text
Wicklow,Transcript 04-02-2019.pdf,plenary_minutes,reserved_veto_part8,reserved,8,text
Wicklow,Transcript 14-01-2019.pdf,plenary_minutes,reserved_veto_s183,reserved,1,text
Wicklow,Transcript 14-01-2019.pdf,plenary_minutes,reserved_veto_part8,reserved,1,text
Wicklow,Minutes ordinary 9th January 2023.pdf,plenary_minutes,reserved_veto_s183,reserved,9,text
Wicklow,Minutes ordinary 9th January 2023.pdf,plenary_minutes,reserved_veto_part8,reserved,1,text
Wicklow,Minutes ordinary 13th February 2023.pdf,plenary_minutes,reserved_veto_s183,reserved,3,text
Wicklow,Minutes ordinary 6th March 2023.pdf,plenary_minutes,reserved_veto_s183,reserved,1,text
Wicklow,Minutes ordinary 3rd April 2023.pdf,plenary_minutes,reserved_veto_s183,reserved,4,text
Wicklow,Minutes ordinary 8th May 2023.pdf,plenary_minutes,reserved_veto_s183,reserved,4,text
Wicklow,Minutes ordinary 12th June 2023.pdf,plenary_minutes,reserved_veto_s183,reserved,4,text
Wicklow,Minutes ordinary 12th June 2023.pdf,plenary_minutes,reserved_veto_part8,reserved,1,text
Wicklow,Minutes ordinary 10th January 2022.pdf,plenary_minutes,reserved_veto_s183,reserved,3,text
Wicklow,Minutes ordinary 7th February 2022.pdf,plenary_minutes,reserved_veto_s183,reserved,4,text
Wicklow,Minutes ordinary 7th March 2022.pdf,plenary_minutes,reserved_veto_s183,reserved,5,text
Wicklow,Minutes ordinary 7th March 2022.pdf,plenary_minutes,reserved_veto_part8,reserved,1,text
Wicklow,Minutes ordinary 7th March 2022.pdf,plenary_minutes,requisition_s140,reserved,7,text
Wicklow,Minutes ordinary 21st March 2022.pdf,plenary_minutes,reserved_veto_part8,reserved,3,text
Wicklow,Minutes ordinary 21st March 2022.pdf,plenary_minutes,requisition_s140,reserved,3,text
Wicklow,Minutes special 28 March 2022.pdf,plenary_minutes,reserved_veto_part8,reserved,2,text
Louth,20250228_minutes-of-special-council-meeting-on-dundalk-lap.pdf,plenary_minutes,reserved_real_devplan,reserved,23,ocr_winocr
Louth,20250228_minutes-of-special-council-meeting-on-dundalk-lap.pdf,plenary_minutes,exec_noted_mgmt,executive,1,ocr_winocr
Galway City,Adopted%20Minutes%20Ordinary%20Meeting%2011th%20June%202018.pdf,plenary_minutes,reserved_real_devplan,reserved,1,ocr_winocr
Galway City,Adopted%20Minutes%20Ordinary%20Meeting%2011th%20June%202018.pdf,plenary_minutes,reserved_veto_part8,reserved,11,ocr_winocr
Galway City,Adopted%20Minutes%20Ordinary%20Meeting%2011th%20June%202018.pdf,plenary_minutes,exec_noted_annual,executive,1,ocr_winocr
Galway City,230418_01_Minutes.pdf,plenary_minutes,reserved_veto_part8,reserved,1,ocr_winocr
Galway City,Adopted%20Minutes%20Galway%20City%20Council%20Ordinary%20Meeting%209th%20April%2,plenary_minutes,reserved_real_devplan,reserved,30,ocr_winocr
Galway City,Adopted%20Minutes%20Galway%20City%20Council%20Ordinary%20Meeting%209th%20April%2,plenary_minutes,reserved_veto_part8,reserved,2,ocr_winocr
Galway City,Adopted%20Minutes%20Galway%20City%20Council%20Ordinary%20Meeting%205th%20March%2,plenary_minutes,reserved_veto_part8,reserved,8,ocr_winocr
Galway City,Adopted%20Minutes%20Ordinary%20Meeting%2012th%20February%202018.pdf,plenary_minutes,reserved_real_budget,reserved,1,ocr_winocr
Galway City,Adopted%20Minutes%20Ordinary%20Meeting%2012th%20February%202018.pdf,plenary_minutes,reserved_veto_part8,reserved,1,ocr_winocr
Galway City,Adopted%20Minutes%20Ordinary%20Meeting%2012th%20February%202018.pdf,plenary_minutes,exec_noted_annual,executive,1,ocr_winocr
Galway City,111217_01_Minutes.pdf,plenary_minutes,reserved_real_budget,reserved,3,ocr_winocr
Galway City,111217_01_Minutes.pdf,plenary_minutes,reserved_real_devplan,reserved,3,ocr_winocr
Galway City,111217_01_Minutes.pdf,plenary_minutes,reserved_veto_s183,reserved,2,ocr_winocr
Galway City,201117_02_Minutes.pdf,plenary_minutes,reserved_real_budget,reserved,3,ocr_winocr
Galway City,201117_02_Minutes.pdf,plenary_minutes,reserved_real_lpt,reserved,1,ocr_winocr
Galway City,201117_02_Minutes.pdf,plenary_minutes,reserved_real_rates,reserved,5,ocr_winocr
Galway City,201117_01_Minutes.pdf,plenary_minutes,reserved_veto_part8,reserved,1,ocr_winocr
Galway City,131117_01_Minutes.pdf,plenary_minutes,reserved_real_budget,reserved,1,ocr_winocr
Galway City,131117_01_Minutes.pdf,plenary_minutes,reserved_veto_s183,reserved,5,ocr_winocr
Galway City,091017_01_Minutes.pdf,plenary_minutes,reserved_real_lpt,reserved,2,ocr_winocr
Galway City,091017_01_Minutes.pdf,plenary_minutes,reserved_veto_s183,reserved,8,ocr_winocr
Galway City,110917_01_Minutes.pdf,plenary_minutes,reserved_real_lpt,reserved,10,ocr_winocr
Galway City,110917_01_Minutes.pdf,plenary_minutes,reserved_veto_s183,reserved,7,ocr_winocr
Galway City,110917_01_Minutes.pdf,plenary_minutes,reserved_veto_part8,reserved,2,ocr_winocr
Galway City,100717_01_Minutes.pdf,plenary_minutes,reserved_real_lpt,reserved,1,ocr_winocr
Galway City,100717_01_Minutes.pdf,plenary_minutes,reserved_veto_part8,reserved,3,ocr_winocr
Galway City,190617_01_Minutes.pdf,plenary_minutes,reserved_veto_part8,reserved,2,ocr_winocr
Galway City,150517_01_Minutes.pdf,plenary_minutes,reserved_veto_s183,reserved,2,ocr_winocr
Galway City,150517_01_Minutes.pdf,plenary_minutes,exec_noted_annual,executive,3,ocr_winocr
Galway City,040716_01_Minutes.pdf,plenary_minutes,reserved_veto_part8,reserved,1,ocr_winocr
Galway City,040716_01_Minutes.pdf,plenary_minutes,exec_noted_mgmt,executive,2,ocr_winocr
Galway City,110416_01_Minutes.pdf,plenary_minutes,reserved_real_lpt,reserved,1,ocr_winocr
Galway City,110416_01_Minutes.pdf,plenary_minutes,reserved_veto_part8,reserved,1,ocr_winocr
Galway City,060715_01_Minutes.pdf,plenary_minutes,reserved_real_lpt,reserved,2,ocr_winocr
Galway City,060715_01_Minutes.pdf,plenary_minutes,reserved_veto_s183,reserved,3,ocr_winocr
Galway City,060715_01_Minutes.pdf,plenary_minutes,reserved_super_matcontra,reserved,4,ocr_winocr
Galway City,060615_01_Minutes.pdf,plenary_minutes,reserved_veto_s183,reserved,5,ocr_winocr
Galway City,060615_01_Minutes.pdf,plenary_minutes,exec_noted_annual,executive,1,ocr_winocr
Galway City,031114_01_Minutes.pdf,plenary_minutes,reserved_veto_s183,reserved,1,ocr_winocr
Galway City,300614_01_Minutes.pdf,plenary_minutes,reserved_real_lpt,reserved,1,ocr_winocr
Galway City,160614_01_Minutes.pdf,plenary_minutes,reserved_real_lpt,reserved,2,ocr_winocr
Galway City,160614_01_Minutes.pdf,plenary_minutes,reserved_veto_part8,reserved,3,ocr_winocr
Galway City,280414_01_Minutes.pdf,plenary_minutes,reserved_veto_part8,reserved,5,ocr_winocr
